Player,G,MP,eFG%,FT%,TRB,AST,STL,BLK,TOV,PTS,Player-additional
Mo Bamba,49,15.7,.585,.661,4.6,0.9,0.3,0.9,0.6,6.6,bambamo01
Mo Bamba,40,17.0,.596,.686,4.6,1.1,0.3,1.0,0.6,7.3,bambamo01
Mo Bamba,9,9.8,.500,.545,4.6,0.4,0.1,0.6,0.9,3.7,bambamo01
Paolo Banchero,72,33.8,.465,.738,6.9,3.7,0.8,0.5,2.8,20.0,banchpa01
Desmond Bane,58,31.7,.568,.883,5.0,4.4,1.0,0.4,2.2,21.5,banede01
Dalano Banton,31,9.0,.481,.708,1.5,1.2,0.4,0.4,0.6,4.6,bantoda01
Dominick Barlow,28,14.6,.535,.720,3.6,0.9,0.4,0.7,0.5,3.9,barlodo01
Harrison Barnes,82,32.5,.556,.847,4.5,1.6,0.7,0.1,1.0,15.0,barneha02
Scottie Barnes,77,34.8,.487,.772,6.6,4.8,1.1,0.8,2.0,15.3,barnesc01
RJ Barrett,73,33.9,.485,.740,5.0,2.8,0.4,0.2,2.2,19.6,barrerj01
Will Barton,56,17.7,.470,.787,2.4,2.0,0.5,0.2,0.9,6.8,bartowi01
Will Barton,40,19.6,.477,.778,2.8,2.4,0.4,0.3,1.1,7.7,bartowi01
Will Barton,16,13.2,.443,1.000,1.6,1.1,0.7,0.2,0.2,4.5,bartowi01
Charles Bassey,35,14.5,.656,.595,5.5,1.3,0.5,0.9,1.2,5.7,bassech01
Keita Bates-Diop,67,21.7,.568,.793,3.7,1.5,0.7,0.3,0.8,9.7,bateske01
Nicolas Batum,78,21.9,.583,.708,3.8,1.6,0.7,0.6,0.6,6.1,batumni01
Darius Bazley,43,14.3,.508,.543,3.2,0.9,0.5,0.8,0.6,5.2,bazleda01
Darius Bazley,36,15.4,.506,.554,3.4,0.9,0.5,0.8,0.6,5.4,bazleda01
Darius Bazley,7,8.7,.520,.400,2.3,0.9,0.4,0.7,0.7,4.0,bazleda01
Bradley Beal,50,33.5,.551,.842,3.9,5.4,0.9,0.7,2.9,23.2,bealbr01
Malik Beasley,81,25.8,.520,.769,3.5,1.5,0.8,0.1,1.1,12.7,beaslma01
Malik Beasley,55,26.8,.522,.841,3.6,1.7,0.8,0.1,1.1,13.4,beaslma01
Malik Beasley,26,23.9,.515,.619,3.3,1.2,0.8,0.0,1.2,11.1,beaslma01
MarJon Beauchamp,52,13.5,.492,.730,2.2,0.7,0.4,0.1,0.9,5.1,beaucma01
Dāvis Bertāns,45,10.9,.603,.867,1.2,0.5,0.2,0.2,0.2,4.6,bertada01
Patrick Beverley,67,27.1,.511,.723,3.7,2.9,0.9,0.6,0.9,6.2,beverpa01
Patrick Beverley,45,26.9,.517,.780,3.1,2.6,0.9,0.6,0.9,6.4,beverpa01
Patrick Beverley,22,27.5,.500,.533,4.9,3.5,1.0,0.7,0.8,5.8,beverpa01
Saddiq Bey,77,27.6,.513,.861,4.7,1.5,0.9,0.2,0.9,13.8,beysa01
Saddiq Bey,52,28.8,.488,.861,4.7,1.6,1.0,0.2,1.0,14.8,beysa01
Saddiq Bey,25,25.2,.578,.862,4.8,1.4,0.8,0.0,0.7,11.6,beysa01
Khem Birch,20,8.1,.609,.800,1.3,0.4,0.3,0.3,0.4,2.2,birchkh01
Goga Bitadze,38,12.0,.576,.548,3.6,1.0,0.4,0.7,0.6,4.4,bitadgo01
Goga Bitadze,21,9.6,.558,.458,2.3,0.9,0.4,0.5,0.6,3.3,bitadgo01
Goga Bitadze,17,15.0,.589,.667,5.2,1.2,0.4,0.9,0.6,5.8,bitadgo01
Bismack Biyombo,61,14.3,.578,.357,4.3,0.9,0.3,1.4,0.8,4.3,biyombi01
Buddy Boeheim,10,9.0,.259,1.000,0.6,0.4,0.2,0.0,0.0,1.6,boehebu01
Bogdan Bogdanović,54,27.9,.566,.831,3.1,2.8,0.8,0.3,1.2,14.0,bogdabo01
Bojan Bogdanović,59,32.1,.570,.884,3.8,2.6,0.6,0.1,2.3,21.6,bogdabo02
Bol Bol,70,21.5,.577,.759,5.8,1.0,0.4,1.2,1.6,9.1,bolbo01
Leandro Bolmaro,14,4.9,.150,,0.5,0.5,0.2,0.1,0.5,0.4,bolmale01
Devin Booker,53,34.6,.546,.855,4.5,5.5,1.0,0.3,2.7,27.8,bookede01
Brandon Boston Jr.,22,11.3,.467,.763,1.4,0.9,0.4,0.0,0.5,6.5,bostobr01
Chris Boucher,76,20.0,.552,.762,5.5,0.4,0.6,0.8,0.5,9.4,bouchch01
James Bouknight,34,15.1,.443,.667,2.1,1.2,0.4,0.1,0.9,5.6,bouknja01
Jamaree Bouyea,5,14.2,.500,.500,1.2,0.8,0.8,0.4,0.8,3.0,bouyeja01
Jamaree Bouyea,4,16.3,.538,.500,1.3,1.0,1.0,0.5,1.0,3.8,bouyeja01
Jamaree Bouyea,1,6.0,.000,,1.0,0.0,0.0,0.0,0.0,0.0,bouyeja01
Tony Bradley,12,2.8,.625,1.000,0.9,0.1,0.1,0.1,0.1,1.6,bradlto01
Malaki Branham,66,23.5,.503,.829,2.7,1.9,0.5,0.1,1.2,10.2,branhma01
Jarrell Brantley,4,9.8,.714,1.000,1.5,0.8,0.0,0.5,0.5,5.5,brantja01
Christian Braun,76,15.5,.554,.625,2.4,0.8,0.5,0.2,0.5,4.7,braunch01
Mikal Bridges,83,35.7,.535,.895,4.4,3.3,1.1,0.7,1.5,20.1,bridgmi01
Mikal Bridges,56,36.4,.529,.897,4.3,3.6,1.2,0.8,1.4,17.2,bridgmi01
Mikal Bridges,27,34.2,.543,.894,4.5,2.7,1.0,0.6,1.8,26.1,bridgmi01
Oshae Brissett,65,16.7,.461,.717,3.4,0.7,0.5,0.2,0.5,6.1,brissos01
Malcolm Brogdon,67,26.0,.574,.870,4.2,3.7,0.7,0.3,1.5,14.9,brogdma01
Dillon Brooks,73,30.3,.468,.779,3.3,2.6,0.9,0.2,1.4,14.3,brookdi01
Bruce Brown,80,28.5,.545,.758,4.1,3.4,1.1,0.6,1.5,11.5,brownbr01
Greg Brown III,16,5.8,.411,.417,1.2,0.2,0.3,0.3,0.4,1.8,browngr01
Jaylen Brown,67,35.9,.550,.765,6.9,3.5,1.1,0.4,2.9,26.6,brownja02
Kendall Brown,6,6.7,.571,.500,1.0,0.5,0.7,0.0,0.3,1.5,brownke03
Moses Brown,36,8.2,.635,.458,3.9,0.1,0.1,0.4,0.4,4.3,brownmo01
Moses Brown,34,8.5,.635,.458,4.1,0.1,0.1,0.4,0.4,4.6,brownmo01
Moses Brown,2,3.0,,,0.0,0.0,0.5,0.0,0.5,0.0,brownmo01
Sterling Brown,4,6.0,.000,,2.0,0.5,0.8,0.0,0.0,0.0,brownst02
Troy Brown Jr.,76,24.5,.545,.872,4.1,1.3,0.8,0.2,0.6,7.1,browntr01
Jalen Brunson,68,35.0,.547,.829,3.5,6.2,0.9,0.2,2.1,24.0,brunsja01
Thomas Bryant,59,18.3,.659,.738,5.7,0.5,0.3,0.5,0.6,9.8,bryanth01
Thomas Bryant,41,21.4,.691,.741,6.8,0.7,0.3,0.6,0.7,12.1,bryanth01
Thomas Bryant,18,11.4,.515,.722,3.3,0.1,0.1,0.4,0.6,4.6,bryanth01
Reggie Bullock,78,30.3,.569,.703,3.6,1.4,0.7,0.2,0.5,7.2,bullore01
Alec Burks,51,22.0,.544,.814,3.1,2.2,0.7,0.2,1.1,12.8,burksal01
Deonte Burton,2,3.0,.000,,0.0,0.0,0.0,0.0,0.0,0.0,burtode02
Jared Butler,6,12.8,.578,,0.7,1.3,0.8,0.0,0.8,6.2,butleja02
Jimmy Butler,64,33.4,.560,.850,5.9,5.3,1.8,0.3,1.6,22.9,butleji01
John Butler,19,11.6,.396,.750,0.9,0.6,0.4,0.5,0.1,2.4,butlejo01
Jamal Cain,18,13.3,.614,.773,2.9,0.7,0.6,0.1,0.3,5.4,cainja01
Kentavious Caldwell-Pope,76,31.3,.569,.824,2.7,2.4,1.5,0.5,1.1,10.8,caldwke01
Facundo Campazzo,8,6.5,.346,.500,0.3,1.1,0.8,0.0,0.4,1.3,campafa01
Vlatko Čančar,60,14.8,.570,.927,2.1,1.3,0.4,0.2,0.6,5.0,cancavl01
Clint Capela,65,26.6,.653,.603,11.0,0.9,0.7,1.2,0.8,12.0,capelca01
Vernon Carey Jr.,11,2.5,.250,1.000,1.0,0.3,0.2,0.2,0.2,0.5,careyve01
Jevon Carter,81,22.3,.549,.816,2.5,2.4,0.8,0.4,1.0,8.0,carteje01
Wendell Carter Jr.,57,29.6,.591,.738,8.7,2.3,0.5,0.6,1.9,15.2,cartewe01
Michael Carter-Williams,4,11.0,.464,.571,1.3,1.8,0.3,0.3,1.0,4.3,cartemi01
Alex Caruso,67,23.5,.551,.808,2.9,2.9,1.5,0.7,1.1,5.6,carusal01
Julian Champagnie,17,18.8,.581,.824,3.5,0.6,0.4,0.3,0.6,9.7,champju02
Julian Champagnie,2,3.5,.000,,0.0,0.0,0.5,0.0,0.0,0.0,champju02
Julian Champagnie,15,20.9,.590,.824,4.0,0.7,0.3,0.3,0.7,11.0,champju02
Justin Champagnie,5,6.8,.367,,1.6,0.8,0.2,0.0,0.0,2.2,champju01
Justin Champagnie,3,3.7,1.000,,1.3,0.3,0.0,0.0,0.0,2.0,champju01
Justin Champagnie,2,11.5,.208,,2.0,1.5,0.5,0.0,0.0,2.5,champju01
Kennedy Chandler,36,7.8,.434,.462,1.1,1.6,0.3,0.1,0.5,2.2,chandke01
Max Christie,41,12.5,.538,.875,1.8,0.5,0.2,0.2,0.3,3.1,chrisma02
Josh Christopher,64,12.3,.497,.750,1.1,1.1,0.5,0.2,0.9,5.8,chrisjo01
Brandon Clarke,56,19.5,.658,.723,5.5,1.3,0.6,0.7,1.0,10.0,clarkbr01
Jordan Clarkson,61,32.6,.519,.816,4.0,4.4,0.5,0.2,3.0,20.8,clarkjo01
Nic Claxton,76,29.9,.705,.541,9.2,1.9,0.9,2.5,1.3,12.6,claxtni01
Amir Coffey,50,12.5,.424,.778,1.1,1.1,0.1,0.1,0.4,3.4,coffeam01
John Collins,71,30.0,.557,.803,6.5,1.2,0.6,1.0,1.1,13.1,collijo01
Zach Collins,63,22.9,.568,.761,6.4,2.9,0.6,0.8,2.0,11.6,colliza01
Chance Comanche,1,21.0,.600,.250,3.0,0.0,0.0,1.0,0.0,7.0,comanch01
Mike Conley,67,30.3,.539,.834,2.7,6.7,1.1,0.2,1.5,11.9,conlemi01
Mike Conley,43,29.7,.511,.813,2.5,7.7,1.0,0.2,1.7,10.7,conlemi01
Mike Conley,24,31.4,.583,.863,3.1,5.0,1.2,0.2,1.2,14.0,conlemi01
Pat Connaughton,61,23.7,.521,.659,4.6,1.3,0.6,0.2,0.5,7.6,connapa01
Xavier Cooks,10,12.6,.607,.400,3.8,0.6,0.6,0.4,0.8,3.8,cooksxa01
Robert Covington,48,16.2,.563,.750,3.5,1.2,0.8,0.7,0.7,6.0,covinro01
Torrey Craig,79,24.7,.556,.711,5.4,1.5,0.6,0.8,0.9,7.4,craigto01
Jae Crowder,18,18.9,.606,.833,3.8,1.5,0.7,0.3,0.4,6.9,crowdja01
Jarrett Culver,10,13.7,.407,.692,3.8,0.6,0.6,0.2,0.7,4.4,culveja01
Cade Cunningham,12,33.3,.453,.837,6.2,6.0,0.8,0.6,3.3,19.9,cunnica01
Seth Curry,61,19.9,.568,.927,1.6,1.6,0.6,0.1,0.8,9.2,curryse01
Stephen Curry,56,34.7,.614,.915,6.1,6.3,0.9,0.4,3.2,29.4,curryst01
Dyson Daniels,59,17.7,.483,.650,3.2,2.3,0.7,0.2,1.0,3.8,daniedy01
Anthony Davis,56,34.0,.573,.784,12.5,2.6,1.1,2.0,2.2,25.9,davisan02
Johnny Davis,28,15.1,.436,.519,2.3,1.0,0.4,0.3,0.6,5.8,davisjo06
Terence Davis,64,13.1,.545,.791,2.2,1.0,0.7,0.2,0.8,6.7,daviste02
JD Davison,12,5.5,.474,.500,0.8,0.9,0.2,0.2,0.3,1.6,davisjd01
Darius Days,4,6.3,.542,1.000,1.5,0.3,0.0,0.3,0.0,3.8,daysda01
Dewayne Dedmon,38,11.2,.550,.673,3.5,0.7,0.2,0.5,0.7,5.2,dedmode01
Dewayne Dedmon,30,11.7,.539,.727,3.6,0.5,0.2,0.5,0.6,5.7,dedmode01
Dewayne Dedmon,8,9.5,.614,.200,3.1,1.3,0.3,0.6,0.8,3.5,dedmode01
Matthew Dellavedova,32,6.7,.430,.571,0.4,1.3,0.2,0.0,0.3,1.5,dellama01
DeMar DeRozan,74,36.2,.522,.872,4.6,5.1,1.1,0.5,2.1,24.5,derozde01
Moussa Diabaté,22,8.9,.521,.625,2.3,0.2,0.3,0.4,0.4,2.7,diabamo01
Mamadi Diakite,22,8.0,.550,1.000,1.4,0.4,0.2,0.4,0.5,2.6,diakima01
Hamidou Diallo,56,17.8,.580,.588,3.5,1.0,0.9,0.3,1.3,9.3,diallha01
Gorgui Dieng,31,11.5,.474,.769,3.5,1.7,0.1,0.5,1.0,3.9,dienggo01
Ousmane Dieng,39,14.6,.492,.652,2.7,1.2,0.4,0.2,0.7,4.9,diengou01
Spencer Dinwiddie,79,34.5,.524,.812,3.4,6.5,0.8,0.3,1.8,17.3,dinwisp01
Spencer Dinwiddie,53,34.1,.555,.821,3.1,5.3,0.7,0.3,1.7,17.7,dinwisp01
Spencer Dinwiddie,26,35.3,.465,.797,4.1,9.1,1.1,0.3,2.1,16.5,dinwisp01
Donte DiVincenzo,72,26.3,.574,.817,4.5,3.5,1.3,0.1,1.6,9.4,divindo01
Luka Dončić,66,36.2,.560,.742,8.6,8.0,1.4,0.5,3.6,32.4,doncilu01
Tyler Dorsey,3,2.7,.900,,0.7,0.0,0.0,0.0,0.0,3.0,dorsety01
Luguentz Dort,74,30.7,.466,.772,4.6,2.1,1.0,0.3,1.2,13.7,dortlu01
Ayo Dosunmu,80,26.2,.545,.805,2.8,2.6,0.8,0.3,1.2,8.6,dosunay01
Devon Dotson,6,8.8,.150,,1.7,1.3,0.8,0.0,0.5,0.5,dotsode01
Jeff Dowtin,25,10.4,.482,.667,0.9,1.2,0.4,0.1,0.2,2.4,dowtije01
PJ Dozier,16,4.9,.333,,0.9,0.6,0.4,0.1,0.3,1.4,doziepj01
Goran Dragić,58,15.0,.499,.689,1.4,2.6,0.2,0.1,1.1,6.3,dragigo01
Goran Dragić,51,15.4,.500,.659,1.4,2.7,0.2,0.1,1.1,6.4,dragigo01
Goran Dragić,7,11.9,.486,1.000,1.7,1.7,0.3,0.0,1.0,5.6,dragigo01
Andre Drummond,67,12.7,.606,.536,6.6,0.5,0.7,0.4,1.1,6.0,drumman01
Chris Duarte,46,19.5,.452,.847,2.5,1.4,0.5,0.2,0.9,7.9,duartch01
David Duke Jr.,23,9.9,.468,.706,1.3,0.9,0.4,0.0,0.8,3.7,dukeda01
Kris Dunn,22,25.8,.576,.774,4.5,5.6,1.1,0.5,1.6,13.2,dunnkr01
Kevin Durant,47,35.6,.614,.919,6.7,5.0,0.7,1.4,3.3,29.1,duranke01
Kevin Durant,39,36.0,.607,.934,6.7,5.3,0.8,1.5,3.5,29.7,duranke01
Kevin Durant,8,33.6,.656,.833,6.4,3.5,0.3,1.3,2.5,26.0,duranke01
Jalen Duren,67,24.9,.648,.611,8.9,1.1,0.7,0.9,1.4,9.1,durenja01
Tari Eason,82,21.5,.493,.752,6.0,1.1,1.2,0.6,1.2,9.3,easonta01
Anthony Edwards,79,36.0,.528,.756,5.8,4.4,1.6,0.7,3.3,24.6,edwaran01
Kessler Edwards,36,10.7,.478,.733,1.7,0.6,0.4,0.2,0.4,2.8,edwarke02
Kessler Edwards,14,5.6,.292,.500,1.0,0.1,0.2,0.1,0.3,1.1,edwarke02
Kessler Edwards,22,13.9,.543,.769,2.1,1.0,0.5,0.2,0.4,3.9,edwarke02
Keon Ellis,16,4.4,.625,.571,0.5,0.4,0.3,0.1,0.1,1.5,elliske01
Joel Embiid,66,34.6,.573,.857,10.2,4.2,1.0,1.7,3.4,33.1,embiijo01
Drew Eubanks,78,20.3,.651,.664,5.4,1.3,0.5,1.3,0.9,6.6,eubandr01
Bruno Fernando,39,10.4,.527,.700,3.5,0.8,0.2,0.9,0.6,3.9,fernabr01
Bruno Fernando,31,11.7,.516,.682,3.9,1.0,0.2,1.0,0.6,4.1,fernabr01
Bruno Fernando,8,5.1,.579,.833,1.9,0.1,0.0,0.4,0.6,3.4,fernabr01
Dorian Finney-Smith,66,30.4,.505,.763,4.8,1.5,0.8,0.5,0.9,8.3,finnedo01
Dorian Finney-Smith,40,32.2,.540,.750,4.7,1.5,1.0,0.5,0.9,9.1,finnedo01
Dorian Finney-Smith,26,27.7,.448,.789,4.9,1.6,0.7,0.6,1.0,7.2,finnedo01
Malachi Flynn,53,13.0,.457,.758,1.4,1.3,0.4,0.1,0.5,4.6,flynnma01
Simone Fontecchio,52,14.7,.470,.795,1.7,0.8,0.3,0.2,0.8,6.3,fontesi01
Bryn Forbes,25,10.7,.446,1.000,0.6,0.7,0.3,0.1,0.5,3.6,forbebr01
Trent Forrest,23,12.0,.417,.667,1.6,1.7,0.3,0.1,0.7,2.3,forretr01
Michael Foster Jr.,1,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,fostemi02
Evan Fournier,27,17.0,.443,.857,1.8,1.3,0.6,0.1,0.8,6.1,fournev01
De'Aaron Fox,73,33.4,.557,.780,4.2,6.1,1.1,0.3,2.5,25.0,foxde01
Markelle Fultz,60,29.6,.534,.783,3.9,5.7,1.5,0.4,2.3,14.0,fultzma01
Wenyen Gabriel,68,15.1,.615,.619,4.2,0.5,0.4,0.5,0.7,5.5,gabriwe01
Daniel Gafford,78,20.6,.732,.679,5.6,1.1,0.4,1.3,1.1,9.0,gaffoda01
Darius Garland,69,35.5,.537,.863,2.7,7.8,1.2,0.1,2.9,21.6,garlada01
Usman Garuba,75,12.9,.554,.617,4.1,0.9,0.6,0.4,0.6,3.0,garubus01
Luka Garza,28,8.7,.603,.788,2.3,0.6,0.1,0.1,0.5,6.5,garzalu01
Rudy Gay,56,14.6,.437,.857,2.9,1.0,0.3,0.3,0.7,5.2,gayru01
Paul George,56,34.6,.536,.871,6.1,5.1,1.5,0.4,3.1,23.8,georgpa01
Taj Gibson,49,9.8,.552,.714,1.9,0.7,0.3,0.2,0.5,3.4,gibsota01
Josh Giddey,76,31.1,.516,.731,7.9,6.2,0.8,0.4,2.8,16.6,giddejo01
Shai Gilgeous-Alexander,68,35.5,.531,.905,4.8,5.5,1.6,1.0,2.8,31.4,gilgesh01
Anthony Gill,59,10.6,.553,.731,1.7,0.6,0.1,0.2,0.3,3.3,gillan01
Jacob Gilyard,1,41.0,.500,,4.0,7.0,3.0,0.0,2.0,3.0,gilyaja01
Rudy Gobert,70,30.7,.659,.644,11.6,1.2,0.8,1.4,1.7,13.4,goberru01
Jordan Goodwin,62,17.8,.501,.768,3.3,2.7,0.9,0.4,0.9,6.6,goodwjo01
Aaron Gordon,68,30.2,.603,.608,6.6,3.0,0.8,0.8,1.4,16.3,gordoaa01
Eric Gordon,69,28.5,.547,.821,1.9,2.7,0.6,0.4,1.5,12.4,gordoer01
Eric Gordon,47,30.2,.528,.815,2.1,2.9,0.6,0.4,1.8,13.1,gordoer01
Eric Gordon,22,24.9,.597,.842,1.7,2.1,0.6,0.4,1.0,11.0,gordoer01
Devonte' Graham,73,18.3,.512,.748,1.7,2.7,0.6,0.2,0.7,7.4,grahade01
Devonte' Graham,53,15.3,.511,.746,1.4,2.2,0.6,0.2,0.5,5.3,grahade01
Devonte' Graham,20,26.4,.513,.750,2.5,4.0,0.8,0.3,1.3,13.0,grahade01
Jerami Grant,63,35.7,.554,.813,4.5,2.4,0.8,0.8,1.8,20.5,grantje01
RaiQuan Gray,1,35.0,.583,1.000,9.0,7.0,0.0,1.0,4.0,16.0,grayra01
A.J. Green,35,9.9,.600,1.000,1.3,0.6,0.2,0.0,0.3,4.4,greenaj01
Danny Green,11,12.5,.612,1.000,1.3,0.5,0.5,0.3,0.9,5.5,greenda02
Danny Green,3,14.3,.409,,1.3,0.7,0.3,0.0,1.0,3.0,greenda02
Danny Green,8,11.9,.671,1.000,1.3,0.5,0.6,0.4,0.9,6.5,greenda02
Draymond Green,73,31.5,.570,.713,7.2,6.8,1.0,0.8,2.8,8.5,greendr01
Jalen Green,76,34.2,.485,.786,3.7,3.7,0.8,0.2,2.6,22.1,greenja05
JaMychal Green,57,14.0,.623,.776,3.6,0.9,0.4,0.4,0.9,6.4,greenja01
Javonte Green,32,15.0,.625,.667,2.8,0.7,0.8,0.7,0.6,5.2,greenja02
Jeff Green,56,19.5,.534,.744,2.6,1.2,0.3,0.3,0.8,7.8,greenje02
Josh Green,60,25.7,.626,.723,3.0,1.7,0.7,0.1,1.2,9.1,greenjo02
AJ Griffin,72,19.5,.560,.894,2.1,1.0,0.6,0.2,0.6,8.9,griffaj01
Blake Griffin,41,13.9,.573,.656,3.8,1.5,0.3,0.2,0.5,4.1,griffbl01
Quentin Grimes,71,29.9,.599,.796,3.2,2.1,0.7,0.4,1.0,11.3,grimequ01
Rui Hachimura,63,23.3,.530,.739,4.5,0.9,0.3,0.4,0.8,11.2,hachiru01
Rui Hachimura,30,24.3,.534,.759,4.3,1.2,0.4,0.4,1.2,13.0,hachiru01
Rui Hachimura,33,22.4,.525,.721,4.7,0.7,0.2,0.4,0.5,9.6,hachiru01
Tyrese Haliburton,56,33.6,.586,.871,3.7,10.4,1.6,0.4,2.5,20.7,halibty01
Jordan Hall,9,9.2,.375,.778,1.3,1.2,0.1,0.0,0.8,3.1,halljo02
R.J. Hampton,47,16.0,.517,.750,1.9,1.1,0.6,0.2,0.9,6.4,hamptrj01
R.J. Hampton,26,13.9,.518,.838,1.5,1.3,0.6,0.2,0.8,5.7,hamptrj01
R.J. Hampton,21,18.5,.516,.667,2.3,1.0,0.5,0.2,1.0,7.3,hamptrj01
Tim Hardaway Jr.,71,30.3,.527,.770,3.5,1.8,0.7,0.2,0.8,14.4,hardati02
James Harden,58,36.8,.536,.867,6.1,10.7,1.2,0.5,3.4,21.0,hardeja01
Jaden Hardy,48,14.8,.533,.823,1.9,1.4,0.4,0.1,1.0,8.8,hardyja02
Ron Harper Jr.,9,5.3,.594,1.000,0.8,0.4,0.0,0.1,0.0,2.2,harpero02
Montrezl Harrell,57,11.9,.598,.693,2.8,0.6,0.3,0.4,0.6,5.6,harremo01
Gary Harris,48,24.7,.603,.900,2.0,1.2,0.9,0.3,0.6,8.3,harriga01
Joe Harris,74,20.6,.618,.643,2.2,1.4,0.5,0.2,0.6,7.6,harrijo01
Kevon Harris,34,13.4,.514,.756,2.1,0.5,0.5,0.1,0.6,4.1,harrike01
Tobias Harris,74,32.9,.575,.876,5.7,2.5,0.9,0.5,1.2,14.7,harrito02
Shaquille Harrison,5,24.0,.458,.733,4.4,6.0,2.2,0.4,1.2,8.8,harrish01
Josh Hart,76,32.3,.588,.750,7.8,3.8,1.2,0.3,1.5,9.8,hartjo01
Josh Hart,51,33.4,.551,.731,8.2,3.9,1.1,0.2,1.5,9.5,hartjo01
Josh Hart,25,30.0,.672,.789,7.0,3.6,1.4,0.5,1.5,10.2,hartjo01
Isaiah Hartenstein,82,19.8,.547,.676,6.5,1.2,0.6,0.8,0.8,5.0,harteis01
Udonis Haslem,7,10.1,.397,.800,1.6,0.0,0.1,0.3,0.1,3.9,hasleud01
Sam Hauser,80,16.1,.631,.706,2.6,0.9,0.4,0.3,0.4,6.4,hausesa01
Jaxson Hayes,47,13.0,.561,.699,2.8,0.7,0.4,0.4,0.7,5.0,hayesja02
Killian Hayes,76,28.3,.426,.821,2.9,6.2,1.4,0.4,2.3,10.3,hayeski01
Gordon Hayward,50,31.5,.520,.811,4.3,4.1,0.8,0.2,2.0,14.7,haywago01
Juancho Hernangómez,42,14.6,.496,.563,2.9,0.6,0.4,0.1,0.4,2.9,hernaju01
Willy Hernangómez,38,12.1,.536,.779,4.7,0.9,0.4,0.3,1.0,6.9,hernawi01
Tyler Herro,67,34.9,.531,.934,5.4,4.2,0.8,0.2,2.4,20.1,herroty01
Buddy Hield,80,31.0,.596,.822,5.0,2.8,1.2,0.3,1.7,16.8,hieldbu01
Haywood Highsmith,54,17.9,.516,.464,3.5,0.8,0.7,0.3,0.8,4.4,highsha01
George Hill,46,18.1,.572,.764,1.8,2.4,0.6,0.1,0.7,5.0,hillge01
George Hill,35,19.1,.534,.739,1.9,2.5,0.5,0.1,0.8,5.0,hillge01
George Hill,11,15.1,.721,.889,1.6,1.9,0.6,0.3,0.6,5.2,hillge01
Malcolm Hill,5,1.8,.625,,0.6,0.0,0.0,0.0,0.0,1.0,hillma01
Aaron Holiday,63,13.4,.500,.844,1.2,1.4,0.6,0.2,0.6,3.9,holidaa01
Jrue Holiday,67,32.6,.556,.859,5.1,7.4,1.2,0.4,2.9,19.3,holidjr01
Justin Holiday,46,15.3,.490,.625,1.2,0.9,0.4,0.4,0.5,4.5,holidju01
