Player,G,MP,eFG%,FT%,TRB,AST,STL,BLK,TOV,PTS,Player-additional
Justin Holiday,28,14.7,.504,,0.8,0.9,0.2,0.4,0.4,4.5,holidju01
Justin Holiday,18,16.4,.468,.625,1.8,0.9,0.8,0.5,0.6,4.4,holidju01
Richaun Holmes,42,8.3,.646,.789,1.9,0.2,0.1,0.3,0.3,3.1,holmeri01
Al Horford,63,30.5,.627,.714,6.2,3.0,0.5,1.0,0.6,9.8,horfoal01
Talen Horton-Tucker,65,20.2,.467,.750,3.2,3.8,0.6,0.4,1.9,10.7,hortota01
Danuel House Jr.,56,14.4,.566,.750,1.7,0.8,0.3,0.2,0.5,4.8,houseda01
Caleb Houstan,51,15.9,.489,.833,1.9,0.6,0.2,0.1,0.4,3.8,houstca01
Trevor Hudgins,5,5.6,.333,1.000,0.0,0.6,0.0,0.0,0.2,1.8,hudgitr01
Kevin Huerter,75,29.4,.603,.725,3.3,2.9,1.1,0.3,1.3,15.2,huertke01
Jay Huff,7,13.6,.720,.938,3.0,1.4,0.4,0.6,0.7,7.3,huffja01
De'Andre Hunter,67,31.7,.522,.826,4.2,1.4,0.5,0.3,1.2,15.4,huntede01
Bones Hyland,56,19.4,.502,.843,2.4,3.1,0.7,0.3,1.5,11.8,hylanbo01
Bones Hyland,42,19.5,.503,.866,2.0,3.0,0.7,0.3,1.6,12.1,hylanbo01
Bones Hyland,14,18.9,.496,.750,3.5,3.4,0.8,0.1,1.1,10.8,hylanbo01
Serge Ibaka,16,11.6,.537,.615,2.8,0.3,0.1,0.4,0.7,4.1,ibakase01
Andre Iguodala,8,14.1,.500,.667,2.1,2.4,0.5,0.4,1.1,2.1,iguodan01
Joe Ingles,46,22.7,.603,.857,2.8,3.3,0.7,0.1,1.2,6.9,inglejo01
Brandon Ingram,45,34.2,.522,.882,5.5,5.8,0.7,0.4,3.3,24.7,ingrabr01
Kyrie Irving,60,37.4,.572,.905,5.1,5.5,1.1,0.8,2.1,27.1,irvinky01
Kyrie Irving,40,37.0,.565,.883,5.1,5.3,1.0,0.8,2.3,27.1,irvinky01
Kyrie Irving,20,38.2,.586,.947,5.0,6.0,1.3,0.6,1.9,27.0,irvinky01
Jonathan Isaac,11,11.3,.472,.556,4.0,0.5,1.3,0.4,0.4,5.0,isaacjo01
Jaden Ivey,74,31.1,.477,.747,3.9,5.2,0.8,0.2,3.2,16.3,iveyja01
Frank Jackson,1,5.0,.000,,2.0,1.0,0.0,0.0,0.0,0.0,jacksfr01
Isaiah Jackson,63,16.5,.566,.651,4.5,0.8,0.5,1.5,0.8,7.2,jacksis01
Jaren Jackson Jr.,63,28.4,.567,.788,6.8,1.0,1.0,3.0,1.7,18.6,jacksja02
Justin Jackson,23,4.7,.352,.500,0.7,0.4,0.2,0.2,0.1,0.9,jacksju01
Quenton Jackson,9,15.0,.464,.773,0.9,1.7,0.4,0.1,0.4,6.2,jacksqu01
Reggie Jackson,68,24.4,.486,.910,2.1,3.4,0.7,0.1,1.7,10.2,jacksre01
Reggie Jackson,52,25.7,.493,.924,2.2,3.5,0.7,0.1,1.8,10.9,jacksre01
Reggie Jackson,16,19.9,.457,.833,1.8,3.1,0.6,0.1,1.2,7.9,jacksre01
LeBron James,55,35.5,.549,.768,8.3,6.8,0.9,0.6,3.2,28.9,jamesle01
Ty Jerome,45,18.1,.560,.927,1.7,3.0,0.5,0.1,0.7,6.9,jeromty01
Isaiah Joe,73,19.1,.599,.820,2.4,1.2,0.7,0.1,0.5,9.5,joeis01
Alize Johnson,4,7.5,.500,.500,2.5,0.3,0.3,0.0,1.0,1.8,johnsal02
Cameron Johnson,42,28.5,.579,.842,4.4,1.9,1.2,0.3,0.9,15.5,johnsca02
Cameron Johnson,17,25.2,.604,.818,3.8,1.5,0.9,0.4,0.6,13.9,johnsca02
Cameron Johnson,25,30.8,.565,.851,4.8,2.1,1.4,0.3,1.1,16.6,johnsca02
Jalen Johnson,70,14.9,.537,.628,4.0,1.2,0.5,0.5,0.6,5.6,johnsja05
James Johnson,18,9.0,.480,.500,1.7,0.8,0.4,0.3,0.4,2.8,johnsja01
Keldon Johnson,63,32.7,.512,.749,5.0,2.9,0.7,0.2,2.1,22.0,johnske04
Keon Johnson,40,10.4,.455,.659,1.1,1.5,0.5,0.2,1.1,4.7,johnske07
Stanley Johnson,30,15.6,.607,.667,3.2,2.2,0.5,0.2,1.1,5.8,johnsst04
Nikola Jokić,69,33.7,.660,.822,11.8,9.8,1.3,0.7,3.6,24.5,jokicni01
Carlik Jones,7,8.0,.500,.625,0.7,0.9,0.3,0.0,0.3,2.9,jonesca03
Damian Jones,41,11.6,.698,.759,3.0,0.4,0.2,0.5,0.6,3.5,jonesda03
Damian Jones,22,8.0,.541,.750,2.5,0.2,0.1,0.5,0.4,2.5,jonesda03
Damian Jones,19,15.8,.816,.778,3.5,0.6,0.3,0.5,0.7,4.6,jonesda03
Derrick Jones Jr.,64,14.0,.559,.738,2.4,0.5,0.5,0.6,0.4,5.0,jonesde02
Herbert Jones,66,29.6,.525,.764,4.1,2.5,1.6,0.6,1.3,9.8,joneshe01
Kai Jones,46,12.0,.575,.731,2.7,0.3,0.4,0.7,0.7,3.4,joneska01
Tre Jones,68,29.2,.489,.860,3.6,6.6,1.3,0.1,1.6,12.9,jonestr01
Tyus Jones,80,24.3,.523,.800,2.5,5.2,1.0,0.1,0.9,10.3,jonesty01
DeAndre Jordan,39,15.0,.770,.458,5.2,0.9,0.3,0.6,1.2,5.1,jordade01
Cory Joseph,62,19.8,.527,.792,1.7,3.5,0.5,0.1,0.9,6.9,josepco01
Nikola Jović,15,13.6,.464,.947,2.1,0.7,0.5,0.1,0.7,5.5,jovicni01
Johnny Juzang,18,12.9,.409,.500,2.2,0.4,0.2,0.2,0.2,4.8,juzanjo01
Mfiondu Kabengele,4,9.0,.286,1.000,2.5,0.0,0.5,0.0,0.3,1.5,kabenmf01
Frank Kaminsky,36,6.5,.595,.875,1.4,0.9,0.2,0.1,0.3,2.5,kaminfr01
Frank Kaminsky,26,6.8,.693,.833,1.4,0.8,0.2,0.0,0.3,2.7,kaminfr01
Frank Kaminsky,10,5.9,.368,1.000,1.6,1.1,0.1,0.3,0.0,1.8,kaminfr01
Trevor Keels,3,2.7,.375,,0.7,0.0,0.0,0.0,0.0,1.0,keelstr01
Luke Kennard,59,22.3,.666,.949,2.7,1.5,0.5,0.1,0.8,9.3,kennalu01
Luke Kennard,35,20.7,.604,.950,2.4,1.1,0.5,0.1,0.9,7.8,kennalu01
Luke Kennard,24,24.6,.743,.947,3.1,2.3,0.5,0.0,0.7,11.3,kennalu01
Walker Kessler,74,23.0,.721,.516,8.4,0.9,0.4,2.3,0.8,9.2,kesslwa01
Braxton Key,3,3.0,1.000,1.000,0.3,0.0,0.0,0.0,0.0,1.3,keybr01
Louis King,1,29.0,.769,.000,4.0,2.0,1.0,0.0,2.0,20.0,kinglo02
Corey Kispert,74,28.3,.637,.852,2.8,1.2,0.4,0.1,0.7,11.1,kispeco01
Maxi Kleber,37,25.1,.571,.711,3.6,1.4,0.3,0.8,0.7,5.9,klebima01
Nathan Knight,38,7.7,.617,.684,1.5,0.3,0.3,0.2,0.6,3.7,knighna01
Kevin Knox,63,15.1,.556,.767,2.8,0.5,0.4,0.2,0.8,6.6,knoxke01
Kevin Knox,42,14.1,.589,.788,2.6,0.4,0.3,0.3,0.8,5.6,knoxke01
Kevin Knox,21,17.1,.516,.741,3.3,0.9,0.5,0.0,0.9,8.5,knoxke01
Christian Koloko,58,13.8,.483,.627,2.9,0.5,0.4,1.0,0.3,3.1,kolokch01
John Konchar,72,20.8,.525,.778,4.3,1.4,1.1,0.3,0.5,5.1,konchjo01
Furkan Korkmaz,37,9.5,.514,.722,1.1,0.6,0.3,0.1,0.6,3.8,korkmfu01
Luke Kornet,69,11.7,.674,.821,2.9,0.8,0.2,0.7,0.4,3.8,kornelu01
Vit Krejci,29,5.7,.473,.500,0.9,0.6,0.2,0.0,0.2,1.2,krejcvi01
Jonathan Kuminga,67,20.8,.579,.652,3.4,1.9,0.6,0.5,1.4,9.9,kuminjo01
Kyle Kuzma,64,35.0,.518,.730,7.2,3.7,0.6,0.5,3.0,21.2,kuzmaky01
Anthony Lamb,62,19.3,.588,.767,3.5,1.5,0.5,0.3,0.9,6.7,lamban01
Jock Landale,69,14.2,.559,.752,4.1,1.0,0.2,0.4,0.9,6.6,landajo01
Romeo Langford,43,19.6,.498,.696,2.7,1.2,0.6,0.3,0.7,6.9,langfro01
Jake LaRavia,35,11.8,.516,.778,1.8,0.6,0.3,0.1,0.5,3.0,laravja01
Zach LaVine,77,35.9,.558,.848,4.5,4.2,0.9,0.2,2.5,24.8,lavinza01
A.J. Lawson,15,7.2,.614,.250,1.4,0.1,0.1,0.0,0.2,3.7,lawsoaj01
A.J. Lawson,1,2.0,1.000,,1.0,0.0,0.0,0.0,0.0,2.0,lawsoaj01
A.J. Lawson,14,7.6,.605,.250,1.4,0.1,0.1,0.0,0.2,3.9,lawsoaj01
Damion Lee,74,20.4,.564,.904,3.0,1.3,0.4,0.1,1.1,8.2,leeda03
Saben Lee,25,14.9,.450,.737,1.8,2.7,0.8,0.0,1.0,6.0,leesa01
Saben Lee,2,5.0,.750,,0.0,1.0,0.5,0.0,1.5,3.0,leesa01
Saben Lee,23,15.8,.440,.737,2.0,2.8,0.8,0.0,0.9,6.3,leesa01
Alex Len,26,6.2,.533,.688,2.3,0.5,0.2,0.4,0.6,1.7,lenal01
Kawhi Leonard,52,33.6,.572,.871,6.5,3.9,1.4,0.5,1.7,23.8,leonaka01
Meyers Leonard,9,12.7,.603,.889,3.8,0.1,0.2,0.0,0.7,4.8,leoname01
Caris LeVert,74,30.2,.517,.722,3.8,3.9,1.0,0.3,1.6,12.1,leverca01
Kira Lewis Jr.,25,9.4,.540,.864,1.3,0.9,0.4,0.1,0.4,4.6,lewiski01
Damian Lillard,58,36.3,.564,.914,4.8,7.3,0.9,0.3,3.3,32.2,lillada01
Nassir Little,54,18.1,.538,.717,2.6,0.9,0.4,0.4,0.7,6.6,littlna01
Isaiah Livers,52,23.1,.545,.821,2.8,0.8,0.5,0.5,0.6,6.7,liveris01
Kenneth Lofton Jr.,24,7.3,.559,.593,2.1,0.8,0.2,0.1,0.5,5.0,loftoke01
Kevon Looney,82,23.9,.630,.606,9.3,2.5,0.6,0.6,0.5,7.0,looneke01
Brook Lopez,78,30.4,.606,.784,6.7,1.3,0.5,2.5,1.4,15.9,lopezbr01
Robin Lopez,37,8.1,.653,.778,1.4,0.5,0.1,0.2,0.7,3.0,lopezro01
Kevin Love,62,20.0,.506,.879,6.4,1.9,0.3,0.2,1.1,8.2,loveke01
Kevin Love,41,20.0,.511,.889,6.8,1.9,0.2,0.2,1.1,8.5,loveke01
Kevin Love,21,20.0,.496,.857,5.7,1.9,0.4,0.2,1.1,7.7,loveke01
Kyle Lowry,55,31.2,.514,.859,4.1,5.1,1.0,0.4,1.9,11.2,lowryky01
Trey Lyles,74,16.9,.565,.815,4.1,0.9,0.4,0.4,0.9,7.6,lylestr01
Théo Maledon,44,19.4,.457,.851,2.8,3.5,0.8,0.3,1.3,6.7,maledth01
Sandro Mamukelashvili,43,15.3,.487,.684,4.3,1.4,0.3,0.3,0.8,6.1,mamuksa01
Sandro Mamukelashvili,24,9.0,.388,.667,2.3,0.7,0.2,0.2,0.4,2.4,mamuksa01
Sandro Mamukelashvili,19,23.3,.520,.692,6.8,2.4,0.5,0.4,1.4,10.8,mamuksa01
Terance Mann,81,23.1,.593,.780,3.4,2.3,0.5,0.3,1.0,8.8,mannte01
Tre Mann,67,17.7,.474,.764,2.3,1.8,0.6,0.2,0.9,7.7,manntr01
Boban Marjanović,31,5.5,.683,.741,1.9,0.3,0.2,0.1,0.5,3.3,marjabo01
Lauri Markkanen,66,34.4,.586,.875,8.6,1.9,0.6,0.6,1.9,25.6,markkla01
Naji Marshall,77,23.3,.490,.789,3.6,2.5,0.7,0.2,1.3,9.1,marshna01
Caleb Martin,71,29.3,.540,.805,4.8,1.6,1.0,0.4,1.1,9.6,martica02
Cody Martin,7,19.1,.431,.571,3.4,1.6,0.6,0.1,0.3,5.0,martico01
KJ Martin,82,28.0,.617,.680,5.5,1.5,0.5,0.4,1.1,12.7,martike04
Tyrese Martin,16,4.1,.413,1.000,0.8,0.1,0.1,0.0,0.1,1.3,martity01
Garrison Mathews,54,12.7,.520,.906,1.4,0.5,0.4,0.1,0.4,4.8,mathega01
Garrison Mathews,45,13.4,.509,.911,1.4,0.5,0.5,0.1,0.4,4.8,mathega01
Garrison Mathews,9,9.3,.581,.875,1.2,0.3,0.1,0.1,0.1,4.8,mathega01
Bennedict Mathurin,78,28.5,.487,.828,4.1,1.5,0.6,0.2,1.9,16.7,mathube01
Wesley Matthews,52,15.8,.484,.857,2.2,0.7,0.4,0.3,0.3,3.4,matthwe02
Tyrese Maxey,60,33.6,.568,.845,2.9,3.5,0.8,0.1,1.3,20.3,maxeyty01
Skylar Mays,6,31.5,.588,.923,3.2,8.3,1.0,0.2,1.7,15.3,mayssk01
Miles McBride,64,11.9,.451,.667,0.8,1.1,0.6,0.1,0.4,3.5,mcbrimi01
Mac McClung,2,20.5,.550,.600,5.0,4.5,0.0,0.0,1.5,12.5,mccluma01
CJ McCollum,75,35.3,.515,.769,4.4,5.7,0.9,0.5,2.4,20.9,mccolcj01
T.J. McConnell,75,20.3,.568,.853,3.1,5.3,1.1,0.1,1.9,8.7,mccontj01
Jaden McDaniels,79,30.6,.591,.736,3.9,1.9,0.9,1.0,1.4,12.1,mcdanja02
Jalen McDaniels,80,23.9,.518,.841,4.3,1.6,1.0,0.4,1.2,9.4,mcdanja01
Jalen McDaniels,56,26.7,.513,.846,4.8,2.0,1.2,0.5,1.4,10.6,mcdanja01
Jalen McDaniels,24,17.5,.537,.824,3.2,0.8,0.7,0.2,0.5,6.7,mcdanja01
Doug McDermott,64,20.5,.575,.757,2.2,1.4,0.2,0.1,0.9,10.2,mcderdo01
JaVale McGee,42,8.5,.648,.585,2.5,0.3,0.1,0.6,0.9,4.4,mcgeeja01
Bryce McGowens,46,17.1,.460,.750,2.0,1.2,0.3,0.1,0.9,5.3,mcgowbr01
Rodney McGruder,32,16.4,.543,.818,2.3,0.9,0.5,0.0,0.3,5.7,mcgruro01
Jordan McLaughlin,43,15.8,.503,.833,1.4,3.4,0.7,0.1,0.8,3.7,mclaujo01
De'Anthony Melton,77,27.9,.546,.793,4.1,2.6,1.6,0.5,1.3,10.1,meltode01
Sam Merrill,5,11.8,.523,1.000,1.8,1.0,0.8,0.0,0.0,5.0,merrisa01
Chimezie Metu,66,10.4,.610,.740,3.0,0.6,0.3,0.3,0.5,4.9,metuch01
Khris Middleton,33,24.3,.499,.902,4.2,4.9,0.7,0.2,2.2,15.1,middlkh01
Patty Mills,40,14.2,.529,.833,1.1,1.4,0.4,0.1,0.8,6.2,millspa02
Shake Milton,76,20.6,.535,.853,2.5,3.2,0.3,0.2,1.2,8.4,miltosh01
Justin Minaya,4,22.3,.370,.000,3.8,1.0,0.5,1.3,1.0,4.3,minayju01
Josh Minott,15,6.4,.528,1.000,1.7,0.3,0.3,0.4,0.2,3.1,minotjo01
Davion Mitchell,80,18.1,.533,.806,1.3,2.3,0.6,0.2,0.8,5.6,mitchda01
Donovan Mitchell,68,35.8,.572,.867,4.3,4.4,1.5,0.4,2.6,28.3,mitchdo01
Evan Mobley,79,34.4,.566,.674,9.0,2.8,0.8,1.5,1.8,16.2,mobleev01
Isaiah Mobley,12,7.0,.482,1.000,1.7,0.3,0.3,0.3,0.1,2.6,mobleis01
Chima Moneke,2,4.0,.500,.000,1.0,0.5,0.0,0.0,1.0,1.0,monekch01
Malik Monk,77,22.3,.538,.889,2.6,3.9,0.6,0.3,1.9,13.5,monkma01
Moses Moody,63,13.0,.584,.698,1.7,0.8,0.3,0.1,0.5,4.8,moodymo01
Xavier Moon,4,5.0,.389,,0.8,1.3,0.0,0.0,0.3,1.8,moonxa01
Wendell Moore Jr.,29,5.3,.442,.800,0.6,0.6,0.3,0.2,0.3,1.4,moorewe01
Ja Morant,61,31.9,.504,.748,5.9,8.1,1.1,0.3,3.4,26.2,moranja01
Marcus Morris,65,28.1,.513,.782,4.0,1.8,0.6,0.3,0.9,11.2,morrima03
Markieff Morris,35,10.1,.530,1.000,2.0,0.9,0.3,0.1,0.5,3.8,morrima02
Markieff Morris,27,10.6,.524,1.000,2.2,0.9,0.3,0.2,0.5,3.6,morrima02
Markieff Morris,8,8.8,.545,,1.5,0.8,0.1,0.0,0.5,4.5,morrima02
Monte Morris,62,27.3,.555,.831,3.4,5.3,0.7,0.2,1.0,10.3,morrimo01
Trey Murphy III,79,31.0,.610,.905,3.6,1.4,1.1,0.5,0.8,14.5,murphtr02
Dejounte Murray,74,36.4,.514,.832,5.3,6.1,1.5,0.3,2.2,20.5,murrade01
Jamal Murray,65,32.8,.537,.833,4.0,6.2,1.0,0.2,2.2,20.0,murraja01
Keegan Murray,80,29.8,.584,.765,4.6,1.2,0.8,0.5,0.8,12.2,murrake02
Mike Muscala,63,15.0,.587,.769,3.2,0.8,0.2,0.4,0.4,6.1,muscami01
Mike Muscala,43,14.5,.576,.795,3.1,0.9,0.3,0.4,0.3,6.2,muscami01
Mike Muscala,20,16.2,.612,.692,3.4,0.6,0.2,0.3,0.5,5.9,muscami01
Svi Mykhailiuk,32,14.6,.566,.667,1.7,1.7,0.5,0.1,0.8,6.9,mykhasv01
Svi Mykhailiuk,13,3.1,.750,.600,0.5,0.1,0.1,0.0,0.2,1.6,mykhasv01
Svi Mykhailiuk,19,22.5,.553,.676,2.4,2.7,0.7,0.2,1.2,10.6,mykhasv01
Larry Nance Jr.,65,21.2,.633,.696,5.4,1.8,0.9,0.6,0.6,6.8,nancela02
Andrew Nembhard,75,27.6,.512,.790,2.7,4.5,0.9,0.2,1.7,9.5,nembhan01
Aaron Nesmith,73,24.9,.525,.838,3.8,1.3,0.8,0.5,1.0,10.1,nesmiaa01
Raul Neto,48,10.5,.573,.912,1.0,1.6,0.4,0.1,0.5,3.3,netora01
Georges Niang,78,19.4,.596,.867,2.4,1.0,0.4,0.2,0.7,8.2,niangge01
Daishen Nix,57,16.0,.426,.667,1.7,2.3,0.5,0.1,1.5,4.0,nixda01
Zeke Nnaji,53,13.7,.605,.645,2.6,0.3,0.3,0.4,0.6,5.2,nnajize01
Nerlens Noel,17,11.5,.375,.667,2.7,0.6,0.9,0.6,0.8,2.1,noelne01
Nerlens Noel,14,10.9,.417,.700,2.6,0.5,0.9,0.6,0.6,2.3,noelne01
Nerlens Noel,3,14.3,.167,.500,3.0,1.0,1.0,0.3,1.7,1.0,noelne01
Jaylen Nowell,65,19.3,.502,.778,2.6,2.0,0.6,0.1,1.0,10.8,nowelja01
Frank Ntilikina,47,12.9,.428,.667,1.3,1.2,0.3,0.1,0.6,2.9,ntilila01
Kendrick Nunn,70,13.8,.512,.854,1.6,1.3,0.4,0.1,0.9,7.1,nunnke01
Kendrick Nunn,39,13.5,.488,.810,1.4,0.9,0.3,0.1,0.8,6.7,nunnke01
Kendrick Nunn,31,14.1,.543,.900,1.7,1.8,0.5,0.1,1.1,7.5,nunnke01
Jusuf Nurkić,52,26.8,.561,.661,9.1,2.9,0.8,0.8,2.3,13.3,nurkiju01
Jordan Nwora,62,19.2,.533,.791,3.7,1.4,0.4,0.2,1.1,8.7,nworajo01
Jordan Nwora,38,15.7,.487,.860,3.1,1.0,0.3,0.2,0.9,6.0,nworajo01
Jordan Nwora,24,24.6,.569,.721,4.7,2.1,0.5,0.3,1.3,13.0,nworajo01
Royce O'Neale,76,31.7,.524,.725,5.1,3.7,0.9,0.6,1.5,8.8,onealro01
Chuma Okeke,27,19.2,.459,.762,3.6,1.4,0.7,0.4,0.6,4.7,okekech01
Josh Okogie,72,18.8,.471,.724,3.5,1.5,0.8,0.5,0.9,7.3,okogijo01
Onyeka Okongwu,80,23.1,.642,.781,7.2,1.0,0.7,1.3,1.0,9.9,okongon01
Isaac Okoro,76,21.7,.582,.757,2.5,1.1,0.7,0.4,0.6,6.4,okorois01
KZ Okpala,35,7.1,.513,.875,1.0,0.4,0.2,0.2,0.2,1.3,okpalkz01
Victor Oladipo,42,26.3,.484,.747,3.0,3.5,1.4,0.3,2.1,10.7,oladivi01
Kelly Olynyk,68,28.6,.583,.853,6.2,3.7,0.9,0.5,2.5,12.5,olynyke01
Eugene Omoruyi,40,16.1,.498,.680,2.8,0.7,0.7,0.1,0.9,7.0,omorueu01
Eugene Omoruyi,23,11.8,.511,.607,2.3,0.5,0.6,0.0,0.7,4.9,omorueu01
Eugene Omoruyi,17,21.9,.489,.723,3.5,1.0,0.8,0.2,1.1,9.7,omorueu01
Cedi Osman,77,20.1,.560,.694,2.3,1.5,0.5,0.1,0.7,8.7,osmande01
Kelly Oubre Jr.,48,32.3,.497,.760,5.2,1.1,1.4,0.4,1.3,20.3,oubreke01
Chris Paul,59,32.0,.513,.831,4.3,8.9,1.5,0.4,1.9,13.9,paulch01
Cameron Payne,48,20.2,.490,.766,2.2,4.5,0.7,0.2,1.7,10.3,payneca01
Gary Payton II,22,16.7,.688,.857,3.1,1.4,1.0,0.2,0.7,4.6,paytoga02
Gary Payton II,15,17.0,.695,1.000,2.6,1.5,1.1,0.1,0.8,4.1,paytoga02
Gary Payton II,7,16.0,.679,.667,4.3,1.1,0.9,0.6,0.6,5.7,paytoga02
Theo Pinson,40,8.1,.483,.846,1.6,1.2,0.2,0.0,0.3,2.4,pinsoth01
Scotty Pippen Jr.,6,5.3,.375,.556,0.7,0.3,0.3,0.2,0.3,2.3,pippesc02
Mason Plumlee,79,26.0,.680,.636,8.9,3.1,0.6,0.6,1.5,10.8,plumlma01
Mason Plumlee,56,28.5,.669,.605,9.7,3.7,0.6,0.6,1.6,12.2,plumlma01
Mason Plumlee,23,19.9,.727,.772,6.9,1.7,0.5,0.5,1.3,7.5,plumlma01
Jakob Poeltl,72,26.5,.629,.592,9.1,2.7,0.9,1.2,1.7,12.5,poeltja01
Jakob Poeltl,46,26.1,.616,.605,9.0,3.1,0.8,1.1,2.1,12.1,poeltja01
Jakob Poeltl,26,27.2,.652,.569,9.1,2.2,1.2,1.3,1.1,13.1,poeltja01
Aleksej Pokusevski,34,20.6,.510,.629,4.7,1.9,0.6,1.3,1.3,8.1,pokusal01
Jordan Poole,82,30.0,.514,.870,2.7,4.5,0.8,0.3,3.1,20.4,poolejo01
Kevin Porter Jr.,59,34.3,.522,.784,5.3,5.7,1.4,0.3,3.2,19.2,porteke02
Michael Porter Jr.,62,29.0,.602,.800,5.5,1.0,0.6,0.5,1.1,17.4,portemi01
Otto Porter Jr.,8,18.3,.600,1.000,2.4,1.0,1.4,0.0,0.5,5.5,porteot01
Bobby Portis,70,26.0,.555,.768,9.6,1.5,0.4,0.2,1.2,14.1,portibo01
Kristaps Porziņģis,65,32.6,.565,.851,8.4,2.7,0.9,1.5,2.1,23.2,porzikr01
Micah Potter,7,7.4,.800,,2.3,0.6,0.1,0.0,0.3,3.4,pottemi01
Dwight Powell,76,19.2,.732,.667,4.1,0.9,0.6,0.3,0.9,6.7,poweldw01
Norman Powell,60,26.1,.559,.812,2.9,1.8,0.8,0.3,1.7,17.0,powelno01
Jason Preston,14,8.9,.500,.000,1.6,1.9,0.1,0.0,0.7,2.9,prestja01
Joshua Primo,4,23.3,.404,.778,3.3,4.5,0.3,0.5,2.8,7.0,primojo01
Taurean Prince,54,22.1,.565,.844,2.4,1.6,0.5,0.3,1.3,9.1,princta02
Payton Pritchard,48,13.4,.527,.750,1.8,1.3,0.3,0.0,0.8,5.6,pritcpa01
Trevelin Queen,7,10.0,.276,1.000,2.4,0.9,0.3,0.7,1.0,3.0,queentr01
Neemias Queta,5,5.8,.667,.000,2.2,0.2,0.0,0.4,0.2,2.4,quetane01
Immanuel Quickley,81,28.9,.537,.819,4.2,3.4,1.0,0.2,1.2,14.9,quickim01
Lester Quinones,4,4.5,.600,.667,0.8,0.5,0.3,0.0,1.3,2.5,quinole01
Julius Randle,77,35.5,.536,.757,10.0,4.1,0.6,0.3,2.8,25.1,randlju01
Austin Reaves,64,28.8,.616,.864,3.0,3.4,0.5,0.3,1.5,13.0,reaveau01
Cam Reddish,40,24.8,.518,.853,2.2,1.4,1.0,0.4,1.2,9.7,reddica01
Cam Reddish,20,21.9,.511,.879,1.6,1.0,0.8,0.4,0.8,8.4,reddica01
Cam Reddish,20,27.6,.523,.833,2.9,1.9,1.2,0.3,1.6,11.0,reddica01
Davon Reed,43,8.0,.435,.667,1.4,0.5,0.3,0.1,0.5,2.1,reedda01
Davon Reed,35,9.0,.413,.750,1.6,0.5,0.4,0.1,0.6,2.3,reedda01
Davon Reed,8,3.4,.875,.250,0.5,0.5,0.3,0.0,0.0,1.0,reedda01
Paul Reed,69,10.9,.596,.745,3.8,0.4,0.7,0.7,0.7,4.2,reedpa01
Naz Reid,68,18.4,.602,.677,4.9,1.1,0.6,0.8,1.4,11.5,reidna01
Jared Rhoden,14,14.1,.443,1.000,2.6,0.3,0.3,0.1,0.2,3.2,rhodeja01
Nick Richards,65,18.7,.631,.749,6.4,0.6,0.2,1.1,0.9,8.2,richani01
Josh Richardson,65,23.5,.528,.852,2.7,2.7,1.1,0.3,1.3,10.1,richajo01
Josh Richardson,42,23.7,.527,.883,2.8,3.3,1.0,0.3,1.5,11.5,richajo01
Josh Richardson,23,23.2,.530,.762,2.4,1.6,1.3,0.4,1.0,7.5,richajo01
Austin Rivers,52,19.5,.538,.769,1.6,1.4,0.5,0.1,0.4,4.9,riverau01
Duncan Robinson,42,16.5,.504,.906,1.6,1.1,0.3,0.0,0.7,6.4,robindu01
Mitchell Robinson,59,27.0,.671,.484,9.4,0.9,0.9,1.8,0.7,7.4,robinmi01
Orlando Robinson,31,13.7,.528,.710,4.1,0.8,0.4,0.4,0.5,3.7,robinor01
Jeremiah Robinson-Earl,43,18.9,.518,.833,4.2,1.0,0.6,0.3,0.4,6.8,robinje02
Isaiah Roby,42,11.3,.490,.488,2.5,0.9,0.4,0.2,0.7,4.1,robyis01
David Roddy,70,18.0,.506,.631,2.8,0.8,0.4,0.3,0.8,6.7,roddyda01
Ryan Rollins,12,5.2,.425,1.000,1.0,0.5,0.1,0.1,1.3,1.9,rolliry01
Derrick Rose,27,12.5,.443,.917,1.5,1.7,0.3,0.2,0.8,5.6,rosede01
Terrence Ross,63,21.1,.532,.794,2.4,1.5,0.6,0.2,0.7,8.3,rosste01
Terrence Ross,42,22.5,.533,.750,2.0,1.3,0.6,0.2,0.9,8.0,rosste01
Terrence Ross,21,18.4,.530,.857,3.3,2.0,0.5,0.1,0.3,9.0,rosste01
Terry Rozier,63,35.3,.484,.809,4.1,5.1,1.2,0.3,2.1,21.1,roziete01
Ricky Rubio,33,17.2,.402,.800,2.1,3.5,0.8,0.2,0.9,5.2,rubiori01
D'Angelo Russell,71,32.5,.572,.829,3.0,6.2,1.0,0.4,2.6,17.8,russeda01
D'Angelo Russell,54,32.9,.567,.856,3.1,6.2,1.1,0.4,2.7,17.9,russeda01
D'Angelo Russell,17,30.9,.588,.735,2.9,6.1,0.6,0.5,2.3,17.4,russeda01
Matt Ryan,34,9.1,.519,.833,0.8,0.5,0.1,0.0,0.2,3.6,ryanma01
Matt Ryan,12,10.8,.439,.800,1.2,0.3,0.2,0.0,0.3,3.9,ryanma01
Matt Ryan,22,8.2,.585,.857,0.5,0.5,0.1,0.0,0.2,3.4,ryanma01
Domantas Sabonis,79,34.6,.632,.742,12.3,7.3,0.8,0.5,2.9,19.1,sabondo01
Luka Šamanić,7,23.0,.526,.692,4.3,2.1,0.9,0.3,1.4,9.9,samanlu01
