Rk,Player,G,MP,eFG%,FT%,TRB,AST,STL,BLK,TOV,PTS,Player-additional
29,Lonzo Ball,52,34.2,.440,.451,6.9,7.2,1.7,0.8,2.6,10.2,balllo01
30,J.J. Barea,69,23.2,.522,.784,2.9,6.3,0.5,0.0,2.1,11.6,bareajo01
31,Harrison Barnes,77,34.2,.494,.827,6.1,2.0,0.6,0.2,1.5,18.9,barneha02
32,Will Barton,81,33.1,.528,.805,5.0,4.1,1.0,0.6,1.8,15.7,bartowi01
33,Nicolas Batum,64,31.0,.486,.831,4.8,5.5,1.0,0.4,2.0,11.6,batumni01
34,Jerryd Bayless,39,23.7,.519,.795,2.1,1.4,0.6,0.2,1.2,7.9,bayleje01
35,Aron Baynes,81,18.3,.474,.756,5.4,1.1,0.3,0.6,1.0,6.0,baynear01
36,Kent Bazemore,65,27.5,.500,.796,3.8,3.5,1.5,0.7,2.4,12.9,bazemke01
37,Bradley Beal,82,36.3,.527,.791,4.4,4.5,1.2,0.4,2.6,22.6,bealbr01
38,Malik Beasley,62,9.4,.489,.667,1.1,0.5,0.2,0.1,0.4,3.2,beaslma01
39,Michael Beasley,74,22.3,.528,.780,5.6,1.7,0.5,0.6,1.9,13.2,beaslmi01
40,Marco Belinelli,80,24.3,.539,.908,1.9,1.9,0.8,0.2,1.2,12.1,belinma01
40,Marco Belinelli,52,23.3,.505,.927,1.9,2.0,0.9,0.1,1.0,11.4,belinma01
40,Marco Belinelli,28,26.3,.597,.870,1.8,1.6,0.7,0.3,1.4,13.6,belinma01
41,Jordan Bell,57,14.2,.627,.682,3.6,1.8,0.6,1.0,0.9,4.6,belljo01
42,DeAndre' Bembry,26,17.5,.457,.576,2.8,1.9,0.8,0.5,1.8,5.2,bembrde01
43,Dragan Bender,82,25.2,.508,.765,4.4,1.6,0.3,0.6,1.4,6.5,bendedr01
44,Dāvis Bertāns,77,14.1,.568,.816,2.0,1.0,0.3,0.4,0.5,5.9,bertada01
45,Patrick Beverley,11,30.4,.504,.824,4.1,2.9,1.7,0.5,2.3,12.2,beverpa01
46,Khem Birch,42,13.8,.540,.689,4.3,0.8,0.4,0.5,0.5,4.2,birchkh01
47,Jabari Bird,13,8.8,.635,.462,1.5,0.6,0.2,0.1,0.6,3.0,birdja01
48,Bismack Biyombo,82,18.2,.520,.650,5.7,0.8,0.3,1.2,1.0,5.7,biyombi01
49,Nemanja Bjelica,67,20.5,.563,.800,4.1,1.3,0.7,0.2,0.8,6.8,bjeline01
50,Tarik Black,51,10.5,.594,.460,3.2,0.3,0.4,0.6,0.7,3.5,blackta01
51,Antonio Blakeney,19,16.5,.423,.769,1.7,1.1,0.4,0.1,0.6,7.9,blakean01
52,Eric Bledsoe,74,31.4,.536,.795,3.8,5.0,2.0,0.6,2.9,17.7,bledser01
52,Eric Bledsoe,3,27.7,.450,.786,2.3,3.0,1.3,0.7,3.3,15.7,bledser01
52,Eric Bledsoe,71,31.5,.540,.795,3.9,5.1,2.0,0.6,2.9,17.8,bledser01
53,Vander Blue,5,9.0,.200,.500,0.2,0.6,0.2,0.0,0.6,0.6,blueva01
54,Bogdan Bogdanović,78,27.9,.529,.840,2.9,3.3,0.9,0.2,1.6,11.8,bogdabo01
55,Bojan Bogdanović,80,30.8,.565,.868,3.4,1.5,0.7,0.1,1.3,14.3,bogdabo02
56,Andrew Bogut,24,9.0,.680,1.000,3.3,0.6,0.2,0.5,0.8,1.5,bogutan01
57,Joel Bolomboy,6,6.3,.500,.500,1.7,0.0,0.3,0.0,0.3,1.5,bolomjo01
58,Devin Booker,54,34.5,.501,.878,4.5,4.7,0.9,0.3,3.6,24.9,bookede01
59,Trevor Booker,68,17.0,.528,.710,4.7,1.2,0.4,0.3,0.9,6.3,booketr01
59,Trevor Booker,18,21.9,.523,.558,6.6,2.1,0.4,0.3,1.7,10.1,booketr01
59,Trevor Booker,33,15.0,.569,.821,3.7,0.8,0.5,0.3,0.6,4.7,booketr01
59,Trevor Booker,17,15.8,.482,.909,4.5,1.0,0.2,0.3,0.5,5.4,booketr01
60,Chris Boucher,1,1.0,.000,,1.0,0.0,0.0,0.0,0.0,0.0,bouchch01
61,Avery Bradley,46,31.2,.474,.768,2.5,2.0,1.1,0.2,2.2,14.3,bradlav01
61,Avery Bradley,40,31.7,.474,.763,2.4,2.1,1.2,0.2,2.3,15.0,bradlav01
61,Avery Bradley,6,27.5,.482,1.000,3.7,1.8,0.8,0.2,1.3,9.2,bradlav01
62,Tony Bradley,9,3.2,.273,1.000,1.2,0.1,0.0,0.0,0.0,0.9,bradlto01
63,Corey Brewer,72,16.8,.498,.722,2.1,0.9,1.1,0.2,0.7,5.3,breweco01
63,Corey Brewer,54,12.9,.477,.667,1.7,0.8,0.8,0.1,0.7,3.7,breweco01
63,Corey Brewer,18,28.6,.524,.795,3.4,1.3,2.1,0.3,0.6,10.1,breweco01
64,Malcolm Brogdon,48,29.9,.547,.882,3.3,3.2,0.9,0.3,1.4,13.0,brogdma01
65,Aaron Brooks,32,5.9,.486,.727,0.5,0.6,0.2,0.0,0.3,2.3,brookaa01
66,Dillon Brooks,82,28.7,.501,.747,3.1,1.6,0.9,0.2,1.5,11.0,brookdi01
67,MarShon Brooks,7,27.6,.593,.870,3.0,3.6,1.6,0.4,2.3,20.1,brookma01
68,Anthony Brown,1,4.0,1.500,,0.0,1.0,0.0,0.0,0.0,3.0,brownan02
69,Bobby Brown,20,5.8,.422,.500,0.4,0.6,0.2,0.0,0.5,2.5,brownbo02
70,Jaylen Brown,70,30.7,.540,.644,4.9,1.6,1.0,0.4,1.8,14.5,brownja02
71,Lorenzo Brown,14,9.9,.441,1.000,1.1,0.9,0.4,0.0,0.2,2.3,brownlo01
72,Markel Brown,4,7.8,.357,,1.3,0.5,0.0,0.0,0.5,1.3,brownma02
73,Sterling Brown,54,14.4,.478,.875,2.6,0.5,0.6,0.2,0.5,4.0,brownst02
74,Nicolás Brussino,4,2.5,.000,,0.8,0.0,0.0,0.0,0.0,0.0,brussni01
75,Thomas Bryant,15,4.8,.405,.556,1.1,0.4,0.1,0.1,0.1,1.5,bryanth01
76,Reggie Bullock,62,27.9,.603,.796,2.5,1.5,0.8,0.2,0.8,11.3,bullore01
77,Trey Burke,36,21.8,.552,.649,2.0,4.7,0.7,0.1,1.2,12.8,burketr01
78,Alec Burks,64,16.5,.467,.863,3.0,1.0,0.6,0.1,0.9,7.7,burksal01
79,Jimmy Butler,59,36.7,.512,.854,5.3,4.9,2.0,0.4,1.8,22.2,butleji01
80,Dwight Buycks,29,14.7,.452,.878,1.4,2.0,0.7,0.1,1.3,7.4,buyckdw01
81,Bruno Caboclo,12,8.9,.339,.833,1.8,0.3,0.3,0.3,0.3,2.2,cabocbr01
81,Bruno Caboclo,2,3.5,.000,,0.5,0.5,0.5,0.0,0.0,0.0,cabocbr01
81,Bruno Caboclo,10,10.0,.362,.833,2.1,0.3,0.2,0.4,0.4,2.6,cabocbr01
82,José Calderón,57,16.0,.624,.800,1.5,2.1,0.5,0.0,0.7,4.5,caldejo01
83,Kentavious Caldwell-Pope,74,33.2,.526,.789,5.2,2.2,1.4,0.2,1.3,13.4,caldwke01
84,Isaiah Canaan,20,21.1,.460,.902,2.3,3.8,0.8,0.1,1.5,8.6,canaais01
84,Isaiah Canaan,1,4.0,.000,,1.0,0.0,0.0,0.0,0.0,0.0,canaais01
84,Isaiah Canaan,19,22.0,.463,.902,2.3,4.0,0.8,0.1,1.5,9.1,canaais01
85,Clint Capela,74,27.5,.652,.560,10.8,0.9,0.8,1.9,1.4,13.9,capelca01
86,DeMarre Carroll,73,29.9,.506,.764,6.6,2.0,0.8,0.4,1.4,13.5,carrode01
87,Vince Carter,58,17.7,.504,.757,2.6,1.2,0.7,0.4,0.6,5.4,cartevi01
88,Michael Carter-Williams,52,16.1,.362,.820,2.7,2.2,0.8,0.4,1.0,4.6,cartemi01
89,Alex Caruso,37,15.2,.487,.700,1.8,2.0,0.6,0.3,1.1,3.6,carusal01
90,Omri Casspi,53,14.0,.604,.725,3.8,1.0,0.3,0.4,0.7,5.7,casspom01
91,Willie Cauley-Stein,73,28.0,.504,.619,7.0,2.4,1.1,0.9,1.5,12.8,caulewi01
92,Tyler Cavanaugh,39,13.3,.546,.810,3.3,0.7,0.2,0.1,0.4,4.7,cavanty01
93,Mario Chalmers,66,21.5,.439,.855,2.4,3.0,1.2,0.2,1.8,7.7,chalmma01
94,Tyson Chandler,46,25.0,.647,.624,9.1,1.2,0.3,0.6,1.3,6.5,chandty01
95,Wilson Chandler,74,31.7,.515,.772,5.4,2.1,0.6,0.5,1.2,10.0,chandwi01
96,Marquese Chriss,72,21.2,.482,.608,5.5,1.2,0.7,1.0,1.5,7.7,chrisma01
97,Ian Clark,74,19.7,.511,.763,1.7,1.5,0.4,0.1,0.8,7.4,clarkia01
98,Jordan Clarkson,81,23.3,.509,.800,2.7,2.7,0.7,0.1,1.6,13.9,clarkjo01
98,Jordan Clarkson,53,23.7,.499,.795,3.0,3.3,0.7,0.1,1.8,14.5,clarkjo01
98,Jordan Clarkson,28,22.6,.533,.810,2.1,1.7,0.7,0.1,1.1,12.6,clarkjo01
99,Gian Clavell,7,9.1,.500,1.000,1.0,0.4,0.3,0.0,0.3,2.9,clavegi01
100,Antonius Cleveland,17,7.2,.452,.667,0.8,0.1,0.4,0.3,0.4,1.4,clevean01
100,Antonius Cleveland,13,6.2,.286,.500,0.8,0.2,0.5,0.3,0.2,0.8,clevean01
100,Antonius Cleveland,4,10.5,.786,1.000,1.0,0.0,0.3,0.3,1.3,3.3,clevean01
101,John Collins,74,24.1,.591,.715,7.3,1.3,0.6,1.1,1.4,10.5,collijo01
102,Zach Collins,66,15.8,.458,.643,3.3,0.8,0.3,0.5,0.9,4.4,colliza01
103,Kyle Collinsworth,32,15.0,.404,.525,3.3,1.8,0.5,0.3,0.8,3.2,colliky01
104,Darren Collison,69,29.2,.571,.882,2.6,5.3,1.3,0.2,1.2,12.4,collida01
105,Nick Collison,15,5.0,.684,.385,1.3,0.3,0.0,0.0,0.5,2.1,collini01
106,Mike Conley,12,31.1,.452,.803,2.3,4.1,1.0,0.3,1.5,17.1,conlemi01
107,Pat Connaughton,82,18.1,.518,.841,2.0,1.1,0.3,0.3,0.5,5.4,connapa01
108,Quinn Cook,33,22.4,.575,.880,2.5,2.7,0.4,0.0,1.0,9.5,cookqu01
109,Charles Cooke,13,2.9,.179,.500,0.2,0.1,0.1,0.0,0.1,0.5,cookech01
110,Jack Cooley,7,12.4,.481,.737,4.3,0.9,0.1,0.0,0.4,5.7,cooleja01
111,Matt Costello,4,8.0,.500,,2.3,0.5,0.5,0.5,0.3,1.0,costema01
112,DeMarcus Cousins,48,36.2,.530,.746,12.9,5.4,1.6,1.6,5.0,25.2,couside01
113,Robert Covington,80,31.7,.534,.853,5.4,2.0,1.7,0.9,1.6,12.6,covinro01
114,Allen Crabbe,75,29.3,.529,.852,4.3,1.6,0.6,0.5,1.0,13.2,crabbal01
115,Torrey Craig,39,16.1,.515,.629,3.3,0.6,0.3,0.4,0.5,4.2,craigto01
116,Jamal Crawford,80,20.7,.485,.903,1.2,2.3,0.5,0.1,1.2,10.3,crawfja01
117,Jordan Crawford,5,10.6,.593,1.000,0.8,2.6,0.2,0.2,1.0,6.6,crawfjo02
118,Jae Crowder,80,26.1,.486,.818,3.4,1.2,0.8,0.3,0.9,9.7,crowdja01
118,Jae Crowder,53,25.4,.500,.848,3.3,1.1,0.8,0.2,0.8,8.6,crowdja01
118,Jae Crowder,27,27.6,.468,.768,3.8,1.5,0.9,0.3,1.2,11.8,crowdja01
119,Dante Cunningham,73,21.4,.530,.596,4.1,0.7,0.5,0.4,0.5,5.7,cunnida01
119,Dante Cunningham,51,21.9,.518,.556,3.8,0.5,0.5,0.3,0.3,5.0,cunnida01
119,Dante Cunningham,22,20.3,.550,.688,4.8,1.0,0.5,0.6,0.8,7.5,cunnida01
120,Stephen Curry,51,32.0,.618,.921,5.1,6.1,1.6,0.2,3.0,26.4,curryst01
121,Troy Daniels,79,20.5,.563,.875,1.6,0.6,0.3,0.1,0.7,8.9,danietr01
122,Anthony Davis,75,36.4,.552,.828,11.1,2.3,1.5,2.6,2.2,28.1,davisan02
123,Deyonta Davis,62,15.2,.608,.667,4.0,0.6,0.2,0.6,0.5,5.8,davisde01
124,Ed Davis,78,18.9,.582,.667,7.4,0.5,0.4,0.7,0.8,5.3,davised01
125,Dewayne Dedmon,62,24.9,.577,.779,7.9,1.5,0.6,0.8,1.4,10.0,dedmode01
126,Sam Dekker,73,12.1,.514,.661,2.4,0.5,0.3,0.1,0.5,4.2,dekkesa01
127,Malcolm Delaney,54,18.8,.463,.804,1.9,3.0,0.6,0.1,1.2,6.3,delanma01
128,Matthew Dellavedova,38,18.7,.457,.926,1.7,3.8,0.4,0.0,1.3,4.3,dellama01
129,Luol Deng,1,13.0,.500,,0.0,1.0,1.0,0.0,1.0,2.0,denglu01
130,DeMar DeRozan,80,33.9,.488,.825,3.9,5.2,1.1,0.3,2.2,23.0,derozde01
131,Cheick Diallo,52,11.2,.580,.758,4.1,0.4,0.2,0.4,0.5,4.9,diallch01
132,Gorgui Dieng,79,16.9,.504,.775,4.6,0.9,0.6,0.5,0.7,5.9,dienggo01
133,Spencer Dinwiddie,80,28.8,.471,.813,3.2,6.6,0.9,0.3,1.6,12.6,dinwisp01
134,Tyler Dorsey,56,17.4,.471,.714,2.3,1.4,0.3,0.1,0.7,7.2,dorsety01
135,Damyean Dotson,44,10.8,.516,.696,1.9,0.7,0.3,0.0,0.4,4.1,dotsoda01
136,Milton Doyle,10,12.5,.319,.500,1.8,1.0,0.6,0.2,0.2,3.4,doylemi01
137,PJ Dozier,2,1.5,.500,,0.5,0.0,0.0,0.0,0.5,1.0,doziepj01
138,Goran Dragić,75,31.7,.502,.801,4.1,4.8,0.8,0.2,2.2,17.3,dragigo01
139,Larry Drew II,10,7.0,.354,,0.3,1.0,0.0,0.0,0.3,1.7,drewla02
139,Larry Drew II,3,5.0,.143,,0.3,0.7,0.0,0.0,0.3,0.7,drewla02
139,Larry Drew II,7,7.9,.441,,0.3,1.1,0.0,0.0,0.3,2.1,drewla02
140,Andre Drummond,78,33.7,.529,.605,16.0,3.0,1.5,1.6,2.6,15.0,drumman01
141,Jared Dudley,48,14.3,.512,.771,2.0,1.6,0.5,0.2,0.6,3.2,dudleja01
142,Kris Dunn,52,29.3,.462,.737,4.3,6.0,2.0,0.5,2.9,13.4,dunnkr01
143,Kevin Durant,68,34.2,.586,.889,6.8,5.4,0.7,1.8,3.0,26.4,duranke01
144,Jarell Eddie,3,3.0,.000,,0.3,0.0,0.3,0.0,0.0,0.0,eddieja01
144,Jarell Eddie,2,3.0,.000,,0.5,0.0,0.5,0.0,0.0,0.0,eddieja01
144,Jarell Eddie,1,3.0,.000,,0.0,0.0,0.0,0.0,0.0,0.0,eddieja01
145,Henry Ellenson,38,8.7,.432,.862,2.1,0.5,0.1,0.0,0.5,4.0,ellenhe01
146,Wayne Ellington,77,26.5,.569,.859,2.8,1.0,0.7,0.1,0.7,11.2,ellinwa01
147,Joel Embiid,63,30.3,.514,.769,11.0,3.2,0.6,1.8,3.7,22.9,embiijo01
148,James Ennis III,72,22.3,.540,.836,3.1,1.0,0.7,0.3,0.8,7.1,ennisja01
148,James Ennis III,45,23.4,.554,.877,3.5,1.1,0.7,0.3,0.8,6.9,ennisja01
148,James Ennis III,27,20.4,.522,.767,2.5,0.8,0.6,0.2,0.7,7.5,ennisja01
149,Tyler Ennis,54,12.6,.451,.759,1.8,1.9,0.6,0.2,0.7,4.1,ennisty01
150,Jawun Evans,48,16.2,.381,.776,1.8,2.1,0.8,0.1,0.9,4.8,evansja01
151,Jeremy Evans,1,5.0,1.000,,1.0,0.0,0.0,0.0,1.0,2.0,evansje01
152,Tyreke Evans,52,30.9,.523,.785,5.1,5.2,1.1,0.3,2.3,19.4,evansty01
153,Dante Exum,14,16.8,.511,.806,1.9,3.1,0.6,0.2,1.4,8.1,exumda01
154,Kenneth Faried,32,14.4,.514,.706,4.8,0.6,0.4,0.4,0.7,5.9,farieke01
155,Derrick Favors,77,28.0,.573,.651,7.2,1.3,0.7,1.1,1.1,12.3,favorde01
156,Kay Felder,16,8.8,.329,.917,1.1,1.3,0.2,0.1,1.0,3.6,feldeka01
156,Kay Felder,14,9.6,.333,.917,1.0,1.4,0.2,0.1,1.1,3.9,feldeka01
156,Kay Felder,2,3.0,.250,,2.0,0.0,0.0,0.0,0.5,1.0,feldeka01
157,Cristiano Felício,55,17.8,.591,.667,4.2,1.0,0.3,0.2,1.0,5.6,feliccr01
158,Raymond Felton,82,16.6,.479,.818,1.9,2.5,0.6,0.2,0.9,6.9,feltora01
159,Terrance Ferguson,61,12.5,.533,.900,0.8,0.3,0.4,0.2,0.2,3.1,fergute01
160,Yogi Ferrell,82,27.8,.518,.796,3.0,2.5,0.8,0.1,1.0,10.2,ferreyo01
161,Dorian Finney-Smith,21,21.3,.463,.733,3.6,1.2,0.5,0.2,1.0,5.9,finnedo01
162,Bryn Forbes,80,19.0,.510,.667,1.4,1.0,0.4,0.0,0.5,6.9,forbebr01
163,Evan Fournier,57,32.2,.538,.867,3.2,2.9,0.8,0.3,1.7,17.8,fournev01
164,De'Aaron Fox,73,27.8,.441,.723,2.8,4.4,1.0,0.3,2.4,11.6,foxde01
165,Tim Frazier,59,14.2,.445,.767,1.9,3.3,0.8,0.1,1.0,3.0,fraziti01
166,Enes Freedom,71,25.8,.592,.848,11.0,1.5,0.5,0.5,1.7,14.1,kanteen01
167,Channing Frye,53,13.1,.583,.895,2.5,0.7,0.3,0.2,0.4,5.0,fryech01
167,Channing Frye,44,12.4,.586,.933,2.5,0.6,0.4,0.3,0.4,4.8,fryech01
167,Channing Frye,9,16.7,.570,.750,2.8,1.1,0.1,0.1,0.4,5.8,fryech01
168,Markelle Fultz,14,18.1,.405,.476,3.1,3.8,0.9,0.3,1.2,7.1,fultzma01
169,Danilo Gallinari,21,32.0,.469,.931,4.8,2.0,0.6,0.5,1.2,15.3,gallida01
170,Langston Galloway,58,14.9,.481,.805,1.6,1.0,0.6,0.1,0.3,6.2,gallola01
171,Marc Gasol,73,33.0,.473,.834,8.1,4.2,0.7,1.4,2.7,17.2,gasolma01
172,Pau Gasol*,77,23.5,.492,.756,8.0,3.1,0.3,1.0,1.4,10.1,gasolpa01
173,Rudy Gay,57,21.6,.506,.772,5.1,1.3,0.8,0.7,1.4,11.5,gayru01
174,Paul George,79,36.6,.521,.822,5.7,3.3,2.0,0.5,2.7,21.9,georgpa01
175,Marcus Georges-Hunt,42,5.3,.479,.619,0.4,0.2,0.1,0.0,0.1,1.4,georgma01
176,Jonathan Gibson,4,10.0,.739,,0.8,1.0,0.0,0.0,0.8,8.5,gibsojo01
177,Taj Gibson,82,33.2,.581,.768,7.1,1.2,0.8,0.7,1.1,12.2,gibsota01
178,Manu Ginóbili*,65,20.0,.503,.840,2.2,2.5,0.7,0.2,1.6,8.9,ginobma01
179,Rudy Gobert,56,32.4,.622,.682,10.7,1.4,0.8,2.3,1.9,13.5,goberru01
180,Aaron Gordon,58,32.9,.500,.698,7.9,2.3,1.0,0.8,1.8,17.6,gordoaa01
181,Eric Gordon,69,31.2,.540,.809,2.5,2.2,0.6,0.4,1.9,18.0,gordoer01
182,Marcin Gortat,82,25.3,.518,.675,7.6,1.8,0.5,0.7,1.2,8.4,gortama01
183,Treveon Graham,63,16.7,.525,.695,1.9,0.9,0.5,0.0,0.4,4.3,grahatr01
184,Jerami Grant,81,20.3,.570,.675,3.9,0.7,0.4,1.0,0.7,8.4,grantje01
185,Jerian Grant,74,22.8,.476,.745,2.3,4.6,0.9,0.1,1.2,8.4,grantje02
186,Josh Gray,5,17.2,.305,.636,2.0,2.4,1.6,0.4,1.4,6.4,grayjo01
187,Danny Green,70,25.6,.490,.769,3.6,1.6,0.9,1.1,1.1,8.6,greenda02
188,Draymond Green,70,32.7,.516,.775,7.6,7.3,1.4,1.3,2.9,11.0,greendr01
189,Gerald Green,41,22.7,.540,.850,3.2,0.6,0.6,0.4,0.8,12.1,greenge01
190,JaMychal Green,55,28.0,.501,.721,8.4,1.4,0.6,0.5,1.4,10.3,greenja01
191,Jeff Green,78,23.4,.520,.868,3.2,1.3,0.5,0.4,1.0,10.8,greenje02
192,Blake Griffin,58,34.0,.493,.785,7.4,5.8,0.7,0.3,2.8,21.4,griffbl01
192,Blake Griffin,33,34.5,.497,.785,7.9,5.4,0.9,0.3,3.0,22.6,griffbl01
192,Blake Griffin,25,33.2,.489,.784,6.6,6.2,0.4,0.4,2.6,19.8,griffbl01
193,Daniel Hamilton,6,4.7,.545,,0.8,1.3,0.2,0.0,0.3,2.0,hamilda02
194,Tim Hardaway Jr.,57,33.1,.496,.816,3.9,2.7,1.1,0.2,1.6,17.5,hardati02
195,James Harden,72,35.4,.541,.858,5.4,8.8,1.8,0.7,4.4,30.4,hardeja01
196,Maurice Harkless,59,21.4,.577,.712,2.7,0.9,0.8,0.7,0.7,6.5,harklma01
197,Montrezl Harrell,76,17.0,.636,.626,4.0,1.0,0.5,0.7,0.9,11.0,harremo01
198,Devin Harris,71,18.9,.499,.835,1.8,2.1,0.7,0.2,1.1,8.4,harride01
198,Devin Harris,44,18.3,.493,.830,1.9,1.9,0.8,0.2,1.1,8.5,harride01
198,Devin Harris,27,19.7,.509,.845,1.6,2.5,0.5,0.1,1.0,8.2,harride01
199,Gary Harris,67,34.4,.570,.827,2.6,2.9,1.8,0.2,1.8,17.5,harriga01
200,Joe Harris,78,25.3,.612,.827,3.3,1.6,0.4,0.3,1.2,10.8,harrijo01
201,Tobias Harris,80,33.4,.535,.829,5.5,2.4,0.9,0.4,1.3,18.6,harrito02
201,Tobias Harris,48,32.6,.531,.846,5.1,2.0,0.7,0.3,1.1,18.1,harrito02
201,Tobias Harris,32,34.5,.541,.800,6.0,3.1,1.2,0.6,1.7,19.3,harrito02
202,Aaron Harrison,9,25.9,.341,.765,2.7,1.2,1.0,0.2,0.3,6.7,harriaa01
203,Andrew Harrison,56,23.7,.477,.780,2.3,3.2,0.7,0.5,1.4,9.5,harrian01
204,Shaquille Harrison,23,16.7,.500,.737,2.7,2.4,1.1,0.3,1.0,6.6,harrish01
205,Josh Hart,63,23.2,.573,.702,4.2,1.3,0.7,0.3,0.7,7.9,hartjo01
206,Udonis Haslem,14,5.1,.233,.500,0.7,0.4,0.0,0.1,0.1,0.6,hasleud01
207,Nigel Hayes,9,13.6,.394,.333,2.4,0.7,0.2,0.3,0.2,3.0,hayesni01
207,Nigel Hayes,2,5.5,.333,1.000,0.0,1.0,0.0,0.0,0.0,1.5,hayesni01
207,Nigel Hayes,2,3.0,1.500,,0.0,0.0,0.0,0.0,0.5,3.0,hayesni01
207,Nigel Hayes,5,21.0,.321,.000,4.4,0.8,0.4,0.6,0.2,3.6,hayesni01
208,Gordon Hayward,1,5.0,.500,,1.0,0.0,0.0,0.0,0.0,2.0,haywago01
209,Reggie Hearn,3,2.3,.750,,0.0,0.0,0.0,0.0,0.0,1.0,hearnre01
210,Myke Henry,20,18.9,.463,.600,1.9,1.1,1.6,0.3,1.0,5.4,henrymy01
211,John Henson,76,25.9,.573,.570,6.8,1.5,0.6,1.4,1.1,8.8,hensojo01
212,Juancho Hernangómez,25,11.1,.480,.833,2.2,0.5,0.2,0.1,0.4,3.3,hernaju01
213,Willy Hernangómez,48,10.3,.570,.656,3.8,0.7,0.4,0.3,0.7,5.1,hernawi01
213,Willy Hernangómez,26,9.0,.611,.429,2.6,0.8,0.3,0.3,1.0,4.3,hernawi01
213,Willy Hernangómez,22,11.9,.530,.758,5.3,0.5,0.5,0.4,0.4,6.1,hernawi01
214,Mario Hezonja,75,22.1,.515,.819,3.7,1.4,1.1,0.4,1.1,9.6,hezonma01
215,Isaiah Hicks,18,13.3,.472,.667,2.3,0.9,0.1,0.2,0.9,4.4,hicksis01
216,Buddy Hield,80,25.3,.540,.877,3.8,1.9,1.1,0.3,1.6,13.5,hieldbu01
217,Nenê,52,14.6,.569,.636,3.4,0.9,0.5,0.3,0.7,6.5,hilarne01
218,George Hill,67,27.0,.543,.786,2.7,2.8,0.9,0.4,1.3,10.0,hillge01
