Player,G,MP,eFG%,FT%,TRB,AST,STL,BLK,TOV,PTS,Player-additional
Shaquille Harrison,17,3.3,.300,.833,0.5,0.5,0.1,0.0,0.3,1.0,harrish01
Shaquille Harrison,17,16.3,.371,.813,2.3,0.9,0.9,0.3,0.4,3.3,harrish01
Josh Hart,47,28.7,.531,.775,8.0,2.3,0.8,0.3,1.0,9.2,hartjo01
Isaiah Hartenstein,46,12.2,.556,.648,3.9,1.2,0.4,0.8,1.0,5.1,harteis01
Isaiah Hartenstein,30,9.1,.513,.611,2.8,0.5,0.4,0.7,0.7,3.5,harteis01
Isaiah Hartenstein,16,17.9,.593,.686,6.0,2.5,0.5,1.2,1.4,8.3,harteis01
Udonis Haslem,1,3.0,1.000,,1.0,0.0,0.0,0.0,0.0,4.0,hasleud01
Jaxson Hayes,60,16.1,.636,.775,4.3,0.6,0.4,0.6,0.7,7.5,hayesja02
Killian Hayes,26,25.8,.403,.824,2.7,5.3,1.0,0.4,3.2,6.8,hayeski01
Gordon Hayward,44,34.0,.537,.843,5.9,4.1,1.2,0.3,2.1,19.6,haywago01
Juancho Hernangómez,52,17.3,.527,.619,3.9,0.7,0.4,0.1,0.5,7.2,hernaju01
Willy Hernangómez,47,18.0,.565,.667,7.1,1.1,0.5,0.5,0.7,7.8,hernawi01
Tyler Herro,54,30.3,.516,.803,5.0,3.4,0.6,0.3,1.9,15.1,herroty01
Buddy Hield,71,34.3,.548,.846,4.7,3.6,0.9,0.4,1.8,16.6,hieldbu01
George Hill,30,22.4,.561,.800,2.0,2.4,0.8,0.2,1.0,8.7,hillge01
George Hill,14,26.4,.600,.840,2.1,3.1,0.9,0.1,0.9,11.8,hillge01
George Hill,16,18.9,.500,.760,2.0,1.9,0.7,0.2,1.2,6.0,hillge01
Solomon Hill,71,21.3,.473,.761,3.0,1.1,0.7,0.2,0.6,4.5,hillso01
Nate Hinton,21,4.4,.405,.700,0.4,0.4,0.3,0.1,0.2,2.0,hintona01
Jaylen Hoard,19,16.8,.500,.683,3.4,1.3,0.7,0.3,0.9,6.1,hoardja01
Aaron Holiday,66,17.8,.467,.819,1.3,1.9,0.7,0.2,1.0,7.2,holidaa01
Jrue Holiday,59,32.3,.570,.787,4.5,6.1,1.6,0.6,2.2,17.7,holidjr01
Justin Holiday,72,30.3,.551,.788,3.6,1.7,1.0,0.6,0.8,10.5,holidju01
Rondae Hollis-Jefferson,11,9.7,.500,.563,2.4,1.2,0.2,0.4,0.2,2.5,holliro01
Richaun Holmes,61,29.2,.638,.794,8.3,1.7,0.6,1.6,1.2,14.2,holmeri01
Rodney Hood,55,17.1,.427,.857,1.9,1.0,0.4,0.1,0.7,4.5,hoodro01
Rodney Hood,38,19.1,.425,.750,1.9,1.2,0.5,0.1,0.8,4.7,hoodro01
Rodney Hood,17,12.7,.432,.938,1.8,0.4,0.2,0.2,0.3,3.9,hoodro01
Al Horford,28,27.9,.528,.818,6.7,3.4,0.9,0.9,1.0,14.2,horfoal01
Talen Horton-Tucker,65,20.1,.496,.775,2.6,2.8,1.0,0.3,1.6,9.0,hortota01
Danuel House Jr.,36,25.9,.504,.651,3.7,1.9,0.6,0.4,1.0,8.8,houseda01
Dwight Howard,69,17.3,.596,.576,8.4,0.9,0.4,0.9,1.6,7.0,howardw01
Markus Howard,37,5.5,.462,.778,0.6,0.5,0.1,0.0,0.5,2.8,howarma02
Kevin Huerter,69,30.8,.528,.781,3.3,3.5,1.2,0.3,1.1,11.9,huertke01
Elijah Hughes,18,3.6,.467,.750,0.5,0.3,0.1,0.1,0.3,1.7,hugheel01
De'Andre Hunter,23,29.5,.546,.859,4.8,1.9,0.8,0.5,1.3,15.0,huntede01
Chandler Hutchison,25,13.8,.417,.840,3.1,0.7,0.5,0.2,0.8,4.3,hutchch01
Chandler Hutchison,7,9.1,.306,1.000,2.9,0.6,0.1,0.0,0.7,1.9,hutchch01
Chandler Hutchison,18,15.7,.441,.826,3.2,0.7,0.6,0.3,0.8,5.2,hutchch01
Serge Ibaka,41,23.3,.563,.811,6.7,1.8,0.2,1.1,1.1,11.1,ibakase01
Andre Iguodala,63,21.3,.504,.658,3.5,2.3,0.9,0.6,1.1,4.4,iguodan01
Ersan İlyasova,17,8.7,.556,1.000,1.7,0.2,0.6,0.2,0.5,3.8,ilyaser01
Joe Ingles,67,27.9,.652,.844,3.6,4.7,0.7,0.2,1.7,12.1,inglejo01
Brandon Ingram,61,34.3,.531,.878,4.9,4.9,0.7,0.6,2.5,23.8,ingrabr01
Kyrie Irving,54,34.9,.576,.922,4.8,6.0,1.4,0.7,2.4,26.9,irvinky01
Wes Iwundu,41,13.1,.358,.839,2.2,0.4,0.4,0.1,0.5,2.4,iwundwe01
Wes Iwundu,23,12.5,.356,.857,1.9,0.4,0.4,0.1,0.3,2.1,iwundwe01
Wes Iwundu,18,13.9,.360,.824,2.6,0.4,0.3,0.1,0.7,2.8,iwundwe01
Frank Jackson,40,18.5,.561,.813,2.2,0.9,0.4,0.0,0.9,9.8,jacksfr01
Jaren Jackson Jr.,11,23.5,.492,.833,5.6,1.1,1.1,1.6,1.4,14.4,jacksja02
Josh Jackson,62,25.2,.473,.729,4.1,2.3,0.9,0.8,2.3,13.4,jacksjo02
Justin Jackson,34,17.0,.484,.838,2.3,1.5,0.4,0.1,0.9,7.2,jacksju01
Justin Jackson,33,16.5,.486,.857,2.2,1.5,0.5,0.1,0.9,7.2,jacksju01
Justin Jackson,1,33.0,.444,.500,6.0,1.0,0.0,0.0,1.0,9.0,jacksju01
Reggie Jackson,67,23.0,.554,.817,2.9,3.1,0.6,0.1,1.1,10.7,jacksre01
Justin James,36,8.6,.532,.583,0.8,0.6,0.2,0.1,0.4,3.9,jamesju01
LeBron James,45,33.4,.576,.698,7.7,7.8,1.1,0.6,3.7,25.0,jamesle01
Mike James,13,18.2,.429,.778,2.5,4.2,0.5,0.1,1.5,7.7,jamesmi02
DaQuan Jeffries,31,15.9,.500,.875,2.3,0.7,0.5,0.3,0.5,4.1,jeffrda01
DaQuan Jeffries,18,12.9,.500,.857,1.6,0.3,0.4,0.2,0.4,3.5,jeffrda01
DaQuan Jeffries,13,20.1,.500,1.000,3.2,1.2,0.6,0.5,0.5,4.9,jeffrda01
Ty Jerome,33,23.9,.570,.765,2.8,3.6,0.6,0.2,1.4,10.7,jeromty01
Isaiah Joe,41,9.3,.508,.750,0.9,0.5,0.3,0.1,0.3,3.7,joeis01
Alize Johnson,18,10.5,.596,1.000,5.0,0.8,0.3,0.3,0.5,5.2,johnsal02
Cameron Johnson,60,24.0,.541,.847,3.3,1.4,0.6,0.3,0.7,9.6,johnsca02
James Johnson,51,20.5,.494,.592,3.5,1.9,0.8,0.8,1.1,7.2,johnsja01
James Johnson,29,17.4,.514,.586,3.0,1.7,0.8,0.8,0.9,5.7,johnsja01
James Johnson,22,24.5,.478,.596,4.1,2.2,0.8,0.9,1.3,9.2,johnsja01
Keldon Johnson,69,28.5,.522,.740,6.0,1.8,0.6,0.3,1.1,12.8,johnske04
Stanley Johnson,61,16.5,.479,.800,2.5,1.5,0.9,0.3,0.9,4.4,johnsst04
Tyler Johnson,39,17.5,.525,.857,2.0,1.2,0.4,0.0,0.4,5.4,johnsty01
Nikola Jokić,72,34.6,.602,.868,10.8,8.3,1.3,0.7,3.1,26.4,jokicni01
Damian Jones,39,14.0,.684,.724,3.1,0.7,0.3,0.7,0.7,4.7,jonesda03
Damian Jones,14,6.7,.500,.545,1.3,0.3,0.1,0.4,0.4,1.6,jonesda03
Damian Jones,8,14.0,.941,.917,3.3,0.1,0.1,0.9,0.6,5.4,jonesda03
Damian Jones,17,20.1,.664,.714,4.5,1.4,0.5,1.0,0.9,6.9,jonesda03
Derrick Jones Jr.,58,22.7,.554,.648,3.5,0.8,0.6,0.9,0.6,6.8,jonesde02
Mason Jones,32,10.4,.520,.625,1.7,1.3,0.2,0.0,0.9,5.3,jonesma05
Mason Jones,26,11.8,.513,.614,2.0,1.5,0.2,0.0,1.1,5.8,jonesma05
Mason Jones,6,4.5,.611,.714,0.7,0.5,0.2,0.0,0.2,2.7,jonesma05
Tre Jones,37,7.3,.494,.895,0.6,1.1,0.2,0.0,0.4,2.5,jonestr01
Tyus Jones,70,17.5,.485,.911,2.0,3.7,0.9,0.1,0.7,6.3,jonesty01
DeAndre Jordan,57,21.9,.763,.500,7.5,1.6,0.3,1.1,1.5,7.5,jordade01
Cory Joseph,63,23.0,.522,.818,2.5,3.4,1.0,0.3,1.3,8.2,josepco01
Cory Joseph,44,21.5,.506,.766,2.3,2.5,0.9,0.2,1.0,6.6,josepco01
Cory Joseph,19,26.4,.545,.878,3.2,5.5,1.2,0.5,1.8,12.0,josepco01
Mfiondu Kabengele,39,7.2,.444,.800,1.5,0.4,0.2,0.3,0.4,2.4,kabenmf01
Mfiondu Kabengele,23,4.1,.344,.833,0.6,0.2,0.1,0.1,0.3,1.2,kabenmf01
Mfiondu Kabengele,16,11.6,.500,.786,2.9,0.8,0.4,0.6,0.6,4.3,kabenmf01
Frank Kaminsky,47,15.2,.531,.617,4.0,1.7,0.3,0.4,0.5,6.6,kaminfr01
Luke Kennard,63,19.6,.597,.839,2.6,1.7,0.4,0.1,0.8,8.3,kennalu01
Louis King,6,14.2,.559,1.000,3.0,1.5,1.2,0.5,0.7,7.3,kinglo02
Maxi Kleber,50,26.8,.580,.919,5.2,1.4,0.5,0.7,0.6,7.1,klebima01
Nathan Knight,33,8.5,.400,.800,2.2,0.2,0.3,0.3,0.5,3.8,knighna01
Kevin Knox,42,11.0,.514,.800,1.5,0.5,0.3,0.1,0.4,3.9,knoxke01
John Konchar,43,13.4,.576,.833,3.0,1.1,0.7,0.2,0.4,4.3,konchjo01
Furkan Korkmaz,55,19.3,.520,.732,2.1,1.5,0.9,0.2,0.8,9.1,korkmfu01
Luke Kornet,31,11.2,.510,.500,2.2,0.8,0.1,1.0,0.2,3.4,kornelu01
Luke Kornet,13,7.2,.444,.500,1.2,0.3,0.2,0.5,0.1,2.0,kornelu01
Luke Kornet,18,14.1,.534,.500,2.9,1.1,0.1,1.4,0.3,4.4,kornelu01
Rodions Kurucs,21,6.0,.438,.750,1.1,0.5,0.4,0.2,0.6,1.5,kurucro01
Rodions Kurucs,5,3.2,.500,,0.6,0.4,0.0,0.0,0.0,0.6,kurucro01
Rodions Kurucs,11,6.8,.286,.500,1.0,0.4,0.5,0.4,0.8,1.2,kurucro01
Rodions Kurucs,5,6.8,.813,1.000,1.8,0.8,0.6,0.0,0.8,3.0,kurucro01
Kyle Kuzma,68,28.7,.533,.691,6.1,1.9,0.5,0.6,1.7,12.9,kuzmaky01
Anthony Lamb,24,17.3,.487,.857,2.9,1.0,0.3,0.2,0.8,5.5,lamban01
Jeremy Lamb,36,21.3,.529,.947,3.6,1.5,0.9,0.6,0.6,10.1,lambje01
Romeo Langford,18,15.7,.398,.750,1.9,0.7,0.3,0.3,0.6,3.1,langfro01
Zach LaVine,58,35.1,.596,.849,5.0,4.9,0.8,0.5,3.5,27.4,lavinza01
Jake Layman,45,13.9,.557,.703,1.5,0.6,0.6,0.4,0.6,5.1,laymaja01
T.J. Leaf,7,5.0,.500,1.000,0.7,0.1,0.3,0.1,0.3,1.7,leaftj01
Jalen Lecque,4,3.0,.111,1.000,1.3,0.5,0.0,0.0,0.0,1.3,lecquja01
Damion Lee,57,18.9,.608,.909,3.2,1.3,0.7,0.1,0.5,6.5,leeda03
Saben Lee,48,16.3,.490,.685,2.0,3.6,0.7,0.3,1.1,5.6,leesa01
Alex Len,64,15.3,.629,.629,4.1,0.8,0.3,1.0,0.9,6.6,lenal01
Alex Len,7,10.9,.650,.500,1.6,0.4,0.1,0.9,1.1,2.3,lenal01
Alex Len,57,15.8,.629,.636,4.4,0.8,0.3,1.0,0.8,7.1,lenal01
Kawhi Leonard,52,34.1,.568,.885,6.5,5.2,1.6,0.4,2.0,24.8,leonaka01
Meyers Leonard,3,9.7,.643,.500,2.3,0.7,0.0,0.0,0.7,3.3,leoname01
Caris LeVert,47,31.6,.493,.811,4.6,5.2,1.4,0.6,2.2,20.2,leverca01
Caris LeVert,12,27.8,.490,.765,4.3,6.0,1.1,0.5,2.2,18.5,leverca01
Caris LeVert,35,32.9,.493,.822,4.6,4.9,1.5,0.7,2.2,20.7,leverca01
Kira Lewis Jr.,54,16.7,.445,.843,1.3,2.3,0.7,0.2,0.6,6.4,lewiski01
Damian Lillard,67,35.8,.554,.928,4.2,7.5,0.9,0.3,3.0,28.8,lillada01
Nassir Little,48,13.3,.551,.800,2.7,0.5,0.1,0.3,0.4,4.6,littlna01
Kevon Looney,61,19.0,.558,.646,5.3,2.0,0.3,0.4,0.6,4.1,looneke01
Brook Lopez,70,27.2,.577,.845,5.0,0.7,0.6,1.5,0.9,12.3,lopezbr01
Robin Lopez,71,19.1,.639,.723,3.8,0.8,0.2,0.6,1.1,9.0,lopezro01
Didi Louzada,3,18.7,.308,,1.0,1.0,0.7,0.0,1.0,2.7,louzama01
Kevin Love,25,24.9,.522,.824,7.4,2.5,0.6,0.1,1.5,12.2,loveke01
Kyle Lowry,46,34.8,.546,.875,5.4,7.3,1.0,0.3,2.7,17.2,lowryky01
Timothé Luwawu-Cabarrot,58,18.1,.471,.814,2.2,1.2,0.6,0.1,0.7,6.4,luwawti01
Trey Lyles,23,15.6,.556,.652,3.7,0.6,0.3,0.0,0.3,5.0,lylestr01
Will Magnay,1,3.0,.000,,0.0,0.0,0.0,0.0,1.0,0.0,magnawi01
Thon Maker,8,9.5,.556,.909,2.3,0.5,0.3,0.5,0.4,3.8,makerth01
Théo Maledon,65,27.4,.454,.748,3.2,3.5,0.9,0.2,2.2,10.1,maledth01
Karim Mané,10,8.8,.269,.800,1.4,0.4,0.0,0.2,0.3,1.1,maneka01
Terance Mann,67,18.9,.563,.830,3.6,1.6,0.4,0.2,0.6,7.0,mannte01
Nico Mannion,30,12.1,.439,.821,1.5,2.3,0.5,0.0,1.0,4.1,mannini01
Boban Marjanović,33,8.2,.512,.816,3.9,0.3,0.1,0.2,0.4,4.7,marjabo01
Lauri Markkanen,51,25.8,.594,.826,5.3,0.9,0.5,0.3,1.0,13.6,markkla01
Naji Marshall,32,21.9,.462,.707,4.6,2.8,0.8,0.3,1.2,7.7,marshna01
Caleb Martin,53,15.4,.436,.641,2.7,1.3,0.7,0.2,0.6,5.0,martica02
Cody Martin,52,16.3,.484,.581,3.1,1.7,0.7,0.2,0.8,4.0,martico01
Jeremiah Martin,9,8.3,.318,.200,0.8,0.4,0.6,0.2,0.7,2.4,martije02
Kelan Martin,35,9.2,.536,.900,2.2,0.5,0.3,0.3,0.5,4.5,martike03
KJ Martin,45,23.7,.564,.714,5.4,1.1,0.7,0.9,0.8,9.3,martike04
Frank Mason III,4,19.8,.417,.714,3.0,3.0,0.0,0.0,1.3,6.3,masonfr01
Garrison Mathews,64,16.2,.570,.884,1.4,0.4,0.5,0.1,0.2,5.5,mathega01
Dakota Mathias,8,15.4,.479,.333,0.9,1.6,0.1,0.4,0.1,6.0,mathida01
Wesley Matthews,58,19.5,.484,.854,1.6,0.9,0.7,0.3,0.4,4.8,matthwe02
Tyrese Maxey,61,15.3,.498,.871,1.7,2.0,0.4,0.2,0.7,8.0,maxeyty01
Skylar Mays,33,8.2,.520,.880,1.1,0.9,0.4,0.1,0.3,3.8,mayssk01
Patrick McCaw,5,6.6,1.000,1.000,0.6,0.8,0.4,0.0,0.0,1.0,mccawpa01
CJ McCollum,47,34.0,.554,.812,3.9,4.7,0.9,0.4,1.4,23.1,mccolcj01
T.J. McConnell,69,26.0,.574,.688,3.7,6.6,1.9,0.3,2.0,8.6,mccontj01
Jaden McDaniels,63,24.0,.545,.600,3.7,1.1,0.6,1.0,0.7,6.8,mcdanja02
Jalen McDaniels,47,19.2,.530,.703,3.6,1.1,0.6,0.4,1.0,7.4,mcdanja01
Doug McDermott,66,24.5,.616,.816,3.3,1.3,0.3,0.1,0.8,13.6,mcderdo01
Sean McDermott,18,8.8,.470,1.000,1.1,0.2,0.1,0.2,0.2,2.2,mcderse01
JaVale McGee,46,14.7,.520,.657,5.2,0.8,0.4,1.2,1.3,7.3,mcgeeja01
JaVale McGee,33,15.2,.533,.655,5.2,1.0,0.5,1.2,1.4,8.0,mcgeeja01
JaVale McGee,13,13.5,.478,.667,5.3,0.5,0.2,1.1,1.2,5.5,mcgeeja01
Rodney McGruder,16,12.1,.607,.750,1.4,1.0,0.5,0.1,0.4,5.7,mcgruro01
Alfonzo McKinnie,39,6.6,.602,.556,1.4,0.2,0.2,0.0,0.1,3.1,mckinal01
Jordan McLaughlin,51,18.4,.481,.767,2.1,3.8,1.0,0.1,1.0,5.0,mclaujo01
Ben McLemore,53,17.1,.503,.736,1.9,0.7,0.4,0.2,0.8,7.7,mclembe01
Ben McLemore,32,16.8,.480,.719,2.1,0.9,0.6,0.1,0.9,7.4,mclembe01
Ben McLemore,21,17.5,.539,.762,1.6,0.5,0.1,0.3,0.7,8.0,mclembe01
Nicolò Melli,45,12.6,.408,.760,2.7,1.0,0.3,0.1,0.3,3.0,mellini01
Nicolò Melli,22,11.0,.314,.857,2.6,1.1,0.4,0.0,0.3,2.0,mellini01
Nicolò Melli,23,14.1,.476,.722,2.8,0.8,0.2,0.1,0.2,4.0,mellini01
De'Anthony Melton,52,20.1,.548,.804,3.1,2.5,1.2,0.6,1.3,9.1,meltode01
Sam Merrill,30,7.8,.590,1.000,1.0,0.7,0.3,0.0,0.3,3.0,merrisa01
Chimezie Metu,36,13.6,.545,.721,3.1,0.8,0.4,0.5,0.8,6.3,metuch01
Khris Middleton,68,33.4,.546,.898,6.0,5.4,1.1,0.1,2.6,20.4,middlkh01
Darius Miller,18,10.9,.635,1.000,1.3,1.2,0.7,0.3,0.4,4.1,milleda01
Patty Mills,68,24.8,.544,.910,1.7,2.4,0.6,0.0,1.0,10.8,millspa02
Paul Millsap,56,20.8,.537,.724,4.7,1.8,0.9,0.6,0.9,9.0,millspa01
Shake Milton,63,23.2,.503,.830,2.3,3.1,0.6,0.3,1.6,13.0,miltosh01
Donovan Mitchell,53,33.4,.520,.845,4.4,5.2,1.0,0.3,2.8,26.4,mitchdo01
Adam Mokoka,14,4.0,.395,.000,0.4,0.4,0.1,0.1,0.4,1.1,mokokad01
Malik Monk,42,20.9,.540,.819,2.4,2.1,0.5,0.1,1.3,11.7,monkma01
E'Twaun Moore,27,14.4,.500,.857,1.7,1.5,0.6,0.2,0.9,4.9,mooreet01
Ja Morant,63,32.6,.487,.728,4.0,7.4,0.9,0.2,3.2,19.1,moranja01
Juwan Morgan,29,5.1,.533,.429,1.0,0.3,0.1,0.0,0.1,1.2,morgaju01
Marcus Morris,57,26.4,.592,.820,4.1,1.0,0.6,0.3,1.0,13.4,morrima03
Markieff Morris,61,19.7,.491,.720,4.4,1.2,0.4,0.3,0.9,6.7,morrima02
Monte Morris,47,25.4,.547,.795,2.0,3.2,0.7,0.3,0.7,10.2,morrimo01
Mychal Mulder,60,12.8,.609,.636,1.0,0.4,0.2,0.2,0.3,5.6,muldemy01
Dejounte Murray,67,31.9,.485,.791,7.1,5.4,1.5,0.1,1.7,15.7,murrade01
Jamal Murray,48,35.5,.559,.869,4.0,4.8,1.3,0.3,2.3,21.2,murraja01
Mike Muscala,35,18.4,.573,.917,3.8,0.8,0.2,0.3,0.6,9.7,muscami01
Svi Mykhailiuk,66,20.1,.515,.760,2.5,1.7,0.8,0.2,1.3,8.5,mykhasv01
Svi Mykhailiuk,36,17.6,.504,.800,2.1,1.6,0.8,0.2,1.1,6.9,mykhasv01
Svi Mykhailiuk,30,23.0,.523,.700,3.0,1.8,0.8,0.2,1.6,10.3,mykhasv01
Abdel Nader,24,14.8,.569,.757,2.6,0.8,0.4,0.4,0.8,6.7,naderab01
Larry Nance Jr.,35,31.2,.546,.612,6.7,3.1,1.7,0.5,1.6,9.3,nancela02
Aaron Nesmith,46,14.5,.551,.786,2.8,0.5,0.3,0.2,0.5,4.7,nesmiaa01
Raul Neto,64,21.9,.539,.882,2.4,2.3,1.1,0.1,0.8,8.7,netora01
Georges Niang,72,16.0,.590,.957,2.4,0.8,0.3,0.1,0.7,6.9,niangge01
Zeke Nnaji,42,9.5,.596,.800,1.5,0.2,0.2,0.1,0.2,3.2,nnajize01
Nerlens Noel,64,24.2,.614,.714,6.4,0.7,1.1,2.2,1.0,5.1,noelne01
Jaylen Nowell,42,18.1,.499,.818,2.3,1.5,0.5,0.3,0.7,9.0,nowelja01
Frank Ntilikina,33,9.8,.513,.444,0.9,0.6,0.5,0.1,0.3,2.7,ntilila01
Kendrick Nunn,56,29.5,.578,.933,3.2,2.6,0.9,0.3,1.4,14.6,nunnke01
James Nunnally,9,5.3,.538,.500,1.0,0.3,0.0,0.0,0.2,1.7,nunnaja01
Jusuf Nurkić,37,23.8,.532,.619,9.0,3.4,1.0,1.1,2.0,11.5,nurkiju01
David Nwaba,30,22.6,.525,.691,3.9,1.0,1.0,0.7,0.6,9.2,nwabada01
Jordan Nwora,30,9.1,.563,.760,2.0,0.2,0.5,0.2,0.8,5.7,nworajo01
Royce O'Neale,71,31.6,.580,.848,6.8,2.5,0.8,0.5,1.2,7.0,onealro01
Semi Ojeleye,56,17.0,.534,.750,2.6,0.7,0.3,0.0,0.4,4.6,ojelese01
Jahlil Okafor,27,12.9,.627,.708,2.4,0.5,0.2,0.2,0.8,5.4,okafoja01
Chuma Okeke,45,25.2,.492,.750,4.0,2.2,1.1,0.5,0.8,7.8,okekech01
Josh Okogie,59,20.3,.459,.769,2.6,1.1,0.9,0.5,0.7,5.4,okogijo01
Onyeka Okongwu,50,12.0,.644,.632,3.3,0.4,0.5,0.7,0.6,4.6,okongon01
Isaac Okoro,67,32.4,.476,.726,3.1,1.9,0.9,0.4,1.3,9.6,okorois01
KZ Okpala,37,12.1,.438,.533,1.8,0.5,0.3,0.3,0.4,2.5,okpalkz01
Victor Oladipo,33,32.7,.476,.754,4.8,4.6,1.4,0.4,2.5,19.8,oladivi01
Victor Oladipo,9,33.3,.503,.730,5.7,4.2,1.7,0.2,2.0,20.0,oladivi01
Victor Oladipo,20,33.5,.471,.783,4.8,5.0,1.2,0.5,2.6,21.2,oladivi01
Victor Oladipo,4,27.8,.419,.667,3.5,3.5,1.8,0.5,3.5,12.0,oladivi01
Cameron Oliver,4,21.8,.636,.250,5.3,1.3,0.5,1.0,0.8,10.8,oliveca01
Kelly Olynyk,70,28.5,.574,.829,7.0,2.9,1.1,0.6,1.8,13.5,olynyke01
Kelly Olynyk,43,26.9,.533,.775,6.1,2.1,0.9,0.6,1.3,10.0,olynyke01
Kelly Olynyk,27,31.1,.621,.844,8.4,4.1,1.4,0.6,2.6,19.0,olynyke01
Miye Oni,54,9.6,.505,.833,1.6,0.5,0.2,0.1,0.3,1.9,onimi01
Cedi Osman,59,25.6,.458,.800,3.4,2.9,0.9,0.2,1.4,10.4,osmande01
Daniel Oturu,30,5.4,.433,.750,1.6,0.3,0.1,0.2,0.3,1.8,oturuda01
Kelly Oubre Jr.,55,30.7,.501,.695,6.0,1.3,1.0,0.8,1.3,15.4,oubreke01
Jabari Parker,13,12.7,.564,.769,3.2,0.8,0.1,0.4,0.8,5.5,parkeja01
Jabari Parker,3,9.0,.571,,2.0,0.3,0.0,0.3,1.0,2.7,parkeja01
Jabari Parker,10,13.8,.563,.769,3.6,1.0,0.1,0.4,0.7,6.4,parkeja01
Eric Paschall,40,17.4,.527,.713,3.2,1.3,0.3,0.2,1.1,9.5,pascher01
Anžejs Pasečņiks,1,6.0,.000,,1.0,1.0,0.0,0.0,5.0,0.0,pasecan01
Patrick Patterson,38,15.3,.558,.765,2.0,0.8,0.4,0.2,0.3,5.2,pattepa01
Justin Patton,13,19.0,.479,.750,3.8,1.1,0.9,1.1,0.3,5.4,pattoju01
Chris Paul,70,31.4,.557,.934,4.5,8.9,1.4,0.3,2.2,16.4,paulch01
Cameron Payne,60,18.0,.576,.893,2.4,3.6,0.6,0.3,1.0,8.4,payneca01
Elfrid Payton,63,23.6,.455,.682,3.4,3.2,0.7,0.1,1.6,10.1,paytoel01
Gary Payton II,10,4.0,.846,.750,1.1,0.1,0.6,0.1,0.1,2.5,paytoga02
Norvel Pelle,13,6.5,.533,.667,1.5,0.2,0.1,0.7,0.2,1.5,pelleno01
Norvel Pelle,3,9.3,.429,,2.3,0.0,0.0,1.0,1.0,2.0,pelleno01
Norvel Pelle,1,4.0,.000,.750,1.0,1.0,0.0,0.0,0.0,3.0,pelleno01
Norvel Pelle,9,5.8,.714,.500,1.2,0.1,0.1,0.7,0.0,1.2,pelleno01
Reggie Perry,26,8.1,.436,.769,2.8,0.5,0.2,0.2,0.6,3.0,perryre01
Theo Pinson,17,2.0,.111,,0.3,0.1,0.0,0.0,0.1,0.1,pinsoth01
Mason Plumlee,56,26.8,.614,.669,9.3,3.6,0.8,0.9,1.9,10.4,plumlma01
Jakob Poeltl,69,26.7,.616,.508,7.9,1.9,0.7,1.8,1.2,8.6,poeltja01
Vincent Poirier,10,3.9,.250,.333,1.4,0.2,0.0,0.3,0.4,0.8,poirivi01
Aleksej Pokusevski,45,24.2,.412,.738,4.7,2.2,0.4,0.9,2.2,8.2,pokusal01
Jordan Poole,51,19.4,.535,.882,1.8,1.9,0.5,0.2,1.0,12.0,poolejo01
Jontay Porter,11,4.9,.633,.600,1.3,0.1,0.3,0.1,0.6,2.0,portejo01
Kevin Porter Jr.,26,32.1,.493,.734,3.8,6.3,0.7,0.3,3.5,16.6,porteke02
Michael Porter Jr.,61,31.3,.646,.791,7.3,1.1,0.7,0.9,1.3,19.0,portemi01
Otto Porter Jr.,28,21.6,.518,.857,5.4,2.0,0.6,0.1,0.9,9.7,porteot01
Otto Porter Jr.,25,21.6,.535,.838,5.5,2.0,0.5,0.2,1.0,9.9,porteot01
Otto Porter Jr.,3,22.0,.380,1.000,4.7,1.7,1.3,0.0,0.0,8.0,porteot01
Bobby Portis,66,20.8,.585,.740,7.1,1.1,0.8,0.4,0.8,11.4,portibo01
Kristaps Porziņģis,43,30.9,.547,.855,8.9,1.6,0.5,1.3,1.2,20.1,porzikr01
Dwight Powell,58,16.7,.631,.782,4.0,1.1,0.6,0.5,0.7,5.9,poweldw01
Norman Powell,69,32.0,.570,.871,3.1,1.9,1.2,0.3,1.7,18.6,powelno01
Norman Powell,42,30.4,.602,.865,3.0,1.8,1.1,0.2,1.8,19.6,powelno01
Norman Powell,27,34.4,.518,.880,3.3,1.9,1.3,0.4,1.6,17.0,powelno01
Taurean Prince,41,22.1,.495,.855,3.5,1.9,0.7,0.6,1.1,9.5,princta02
Taurean Prince,12,18.2,.493,.889,2.8,0.6,0.7,0.7,0.9,8.1,princta02
Taurean Prince,29,23.7,.496,.837,3.7,2.4,0.7,0.5,1.2,10.1,princta02
Payton Pritchard,66,19.2,.562,.889,2.4,1.8,0.6,0.1,0.8,7.7,pritcpa01
Immanuel Quickley,64,19.4,.497,.891,2.1,2.0,0.5,0.2,0.9,11.4,quickim01
Jahmi'us Ramsey,13,7.2,.461,1.000,0.8,0.5,0.3,0.1,0.2,3.1,ramseja01
Chasson Randle,41,20.4,.481,.792,2.0,1.8,0.5,0.1,1.1,6.5,randlch01
Julius Randle,71,37.6,.516,.811,10.2,6.0,0.9,0.3,3.4,24.1,randlju01
Cam Reddish,26,28.8,.428,.817,4.0,1.3,1.3,0.3,1.3,11.2,reddica01
J.J. Redick,44,16.4,.521,.942,1.5,1.2,0.3,0.1,0.8,7.4,redicjj01
J.J. Redick,31,18.6,.526,.957,1.7,1.3,0.3,0.1,0.8,8.7,redicjj01
J.J. Redick,13,11.3,.500,.800,0.9,0.8,0.2,0.1,0.8,4.4,redicjj01
