Rk,Player,G,MP,eFG%,FT%,TRB,AST,STL,BLK,TOV,PTS,Player-additional
64,Trey Burke,57,12.3,.516,.759,0.8,1.8,0.2,0.1,0.8,5.0,burketr01
65,Alec Burks,42,15.5,.450,.769,2.9,0.7,0.4,0.1,0.8,6.7,burksal01
66,Jimmy Butler,76,37.0,.492,.865,6.2,5.5,1.9,0.4,2.1,23.9,butleji01
67,Bruno Caboclo,9,4.4,.438,,1.1,0.4,0.2,0.1,0.2,1.6,cabocbr01
68,José Calderón,41,13.1,.485,.917,1.8,2.1,0.3,0.0,1.0,3.4,caldejo01
68,José Calderón,24,12.2,.494,1.000,1.8,2.1,0.3,0.0,1.1,3.3,caldejo01
68,José Calderón,17,14.5,.474,.875,1.9,2.2,0.2,0.0,0.9,3.6,caldejo01
69,Kentavious Caldwell-Pope,76,33.3,.481,.832,3.3,2.5,1.2,0.2,1.1,13.8,caldwke01
70,Isaiah Canaan,39,15.2,.436,.909,1.3,0.9,0.6,0.0,0.5,4.6,canaais01
71,Clint Capela,65,23.9,.643,.531,8.1,1.0,0.5,1.2,1.3,12.6,capelca01
72,DeMarre Carroll,72,26.1,.499,.761,3.8,1.0,1.1,0.4,0.8,8.9,carrode01
73,Vince Carter,73,24.6,.508,.765,3.1,1.8,0.8,0.5,0.7,8.0,cartevi01
74,Michael Carter-Williams,45,18.8,.391,.753,3.4,2.5,0.8,0.5,1.5,6.6,cartemi01
75,Omri Casspi,36,17.9,.515,.586,3.1,1.0,0.6,0.1,0.8,5.2,casspom01
75,Omri Casspi,22,18.0,.500,.571,4.1,1.2,0.5,0.0,0.8,5.9,casspom01
75,Omri Casspi,1,24.0,.667,,2.0,0.0,0.0,0.0,2.0,12.0,casspom01
75,Omri Casspi,13,17.1,.526,.625,1.5,0.8,1.0,0.2,0.8,3.5,casspom01
76,Willie Cauley-Stein,75,18.9,.530,.669,4.5,1.1,0.7,0.6,0.9,8.1,caulewi01
77,Tyson Chandler,47,27.6,.671,.734,11.5,0.6,0.7,0.5,1.4,8.4,chandty01
78,Wilson Chandler,71,30.9,.520,.727,6.5,2.0,0.7,0.4,1.6,15.7,chandwi01
79,Marquese Chriss,82,21.3,.506,.624,4.2,0.7,0.8,0.9,1.3,9.2,chrisma01
80,Rakeem Christmas,29,7.6,.442,.724,1.9,0.1,0.1,0.2,0.3,2.0,chrisra01
81,Semaj Christon,64,15.2,.372,.548,1.4,2.0,0.4,0.1,0.7,2.9,chrisse01
82,Ian Clark,77,14.8,.558,.759,1.6,1.2,0.5,0.1,0.7,6.8,clarkia01
83,Jordan Clarkson,82,29.2,.500,.798,3.0,2.6,1.1,0.1,2.0,14.7,clarkjo01
84,Norris Cole,13,9.6,.337,.800,0.8,1.1,0.6,0.0,0.5,3.3,coleno01
85,Darren Collison,68,30.3,.527,.860,2.2,4.6,1.0,0.1,1.7,13.2,collida01
86,Nick Collison,20,6.4,.609,.625,1.6,0.6,0.1,0.1,0.2,1.7,collini01
87,Mike Conley,69,33.2,.545,.859,3.5,6.3,1.3,0.3,2.3,20.5,conlemi01
88,Pat Connaughton,39,8.1,.632,.778,1.3,0.7,0.2,0.1,0.4,2.5,connapa01
89,Quinn Cook,14,13.4,.583,.400,0.5,1.9,0.3,0.0,0.9,5.6,cookqu01
89,Quinn Cook,5,15.4,.540,.000,0.6,2.4,0.2,0.0,1.6,5.4,cookqu01
89,Quinn Cook,9,12.3,.610,.667,0.4,1.6,0.3,0.0,0.6,5.8,cookqu01
90,DeMarcus Cousins,72,34.2,.498,.772,11.0,4.6,1.4,1.3,3.7,27.0,couside01
90,DeMarcus Cousins,55,34.4,.494,.770,10.6,4.8,1.4,1.3,3.8,27.8,couside01
90,DeMarcus Cousins,17,33.8,.510,.777,12.4,3.9,1.5,1.1,3.6,24.4,couside01
91,Robert Covington,67,31.6,.492,.822,6.5,1.5,1.9,1.0,2.0,12.9,covinro01
92,Allen Crabbe,79,28.5,.572,.847,2.9,1.2,0.7,0.3,0.8,10.7,crabbal01
93,Jamal Crawford,82,26.3,.479,.857,1.6,2.6,0.7,0.2,1.6,12.3,crawfja01
94,Jordan Crawford,19,23.3,.567,.769,1.8,3.0,0.6,0.1,1.3,14.1,crawfjo02
95,Jae Crowder,72,32.4,.572,.811,5.8,2.2,1.0,0.3,1.1,13.9,crowdja01
96,Dante Cunningham,66,25.0,.584,.593,4.2,0.6,0.6,0.4,0.4,6.6,cunnida01
97,Seth Curry,70,29.0,.578,.850,2.6,2.7,1.1,0.1,1.3,12.8,curryse01
98,Stephen Curry,79,33.4,.580,.898,4.5,6.6,1.8,0.2,3.0,25.3,curryst01
99,Troy Daniels,67,17.7,.513,.796,1.5,0.7,0.3,0.1,0.7,8.2,danietr01
100,Anthony Davis,75,36.1,.518,.802,11.8,2.1,1.3,2.2,2.4,28.0,davisan02
101,Deyonta Davis,36,6.6,.511,.556,1.7,0.1,0.1,0.5,0.2,1.6,davisde01
102,Ed Davis,46,17.2,.528,.617,5.3,0.6,0.3,0.5,0.8,4.3,davised01
103,Dewayne Dedmon,76,17.5,.622,.699,6.5,0.6,0.5,0.8,0.8,5.1,dedmode01
104,Sam Dekker,77,18.4,.543,.559,3.7,1.0,0.5,0.3,0.5,6.5,dekkesa01
105,Malcolm Delaney,73,17.1,.407,.806,1.7,2.6,0.5,0.0,1.3,5.4,delanma01
106,Matthew Dellavedova,76,26.1,.463,.854,1.9,4.7,0.7,0.0,1.8,7.6,dellama01
107,Luol Deng,56,26.5,.447,.730,5.3,1.3,0.9,0.4,0.8,7.6,denglu01
108,DeMar DeRozan,74,35.4,.477,.842,5.2,3.9,1.1,0.2,2.4,27.3,derozde01
109,Cheick Diallo,17,11.7,.474,.714,4.3,0.2,0.2,0.4,0.4,5.1,diallch01
110,Boris Diaw,73,17.6,.477,.743,2.2,2.3,0.2,0.1,1.2,4.6,diawbo01
111,Gorgui Dieng,82,32.4,.514,.814,7.9,1.9,1.1,1.2,1.3,10.0,dienggo01
112,Spencer Dinwiddie,59,22.6,.507,.792,2.8,3.1,0.7,0.4,1.1,7.3,dinwisp01
113,Toney Douglas,24,16.4,.397,.828,2.5,2.3,0.8,0.2,0.9,4.9,douglto01
114,Goran Dragić,73,33.7,.527,.790,3.8,5.8,1.2,0.2,2.9,20.3,dragigo01
115,Andre Drummond,81,29.7,.531,.386,13.8,1.1,1.5,1.1,1.9,13.6,drumman01
116,Jared Dudley,64,21.3,.565,.662,3.5,1.9,0.7,0.3,1.1,6.8,dudleja01
117,Mike Dunleavy,53,15.9,.543,.800,2.2,0.9,0.3,0.1,0.5,5.2,dunlemi02
117,Mike Dunleavy,23,15.9,.511,.737,2.0,0.9,0.3,0.1,0.6,4.6,dunlemi02
117,Mike Dunleavy,30,15.8,.565,.846,2.3,1.0,0.3,0.2,0.5,5.6,dunlemi02
118,Kris Dunn,78,17.1,.411,.610,2.1,2.4,1.0,0.5,1.1,3.8,dunnkr01
119,Kevin Durant,62,33.4,.594,.875,8.3,4.8,1.1,1.6,2.2,25.1,duranke01
120,Jarell Eddie,5,12.4,.421,.889,1.4,0.0,0.2,0.0,0.2,4.8,eddieja01
121,Henry Ellenson,19,7.7,.438,.500,2.2,0.4,0.1,0.1,0.7,3.2,ellenhe01
122,Wayne Ellington,62,24.2,.550,.860,2.1,1.1,0.6,0.1,0.5,10.5,ellinwa01
123,Monta Ellis,74,27.0,.482,.727,2.8,3.2,1.1,0.4,1.8,8.5,ellismo01
124,Joel Embiid,31,25.4,.508,.783,7.8,2.1,0.9,2.5,3.8,20.2,embiijo01
125,James Ennis III,64,23.5,.534,.782,4.0,1.0,0.7,0.3,0.9,6.7,ennisja01
126,Tyler Ennis,53,11.1,.498,.840,0.8,1.6,0.5,0.0,0.8,4.3,ennisty01
126,Tyler Ennis,31,6.3,.438,.667,0.6,1.1,0.2,0.0,0.8,1.9,ennisty01
126,Tyler Ennis,22,17.8,.524,.864,1.2,2.4,0.9,0.1,1.0,7.7,ennisty01
127,Tyreke Evans,40,19.7,.462,.750,3.4,3.1,0.9,0.2,1.5,10.3,evansty01
127,Tyreke Evans,26,18.2,.447,.776,3.3,3.5,0.9,0.2,1.5,9.5,evansty01
127,Tyreke Evans,14,22.4,.486,.706,3.6,2.4,0.9,0.4,1.6,11.6,evansty01
128,Dante Exum,66,18.6,.488,.795,2.0,1.7,0.3,0.2,1.2,6.2,exumda01
129,Kenneth Faried,61,21.2,.548,.693,7.6,0.9,0.7,0.7,1.0,9.6,farieke01
130,Jordan Farmar,2,17.5,.500,,1.5,4.5,1.0,0.0,1.5,6.0,farmajo01
131,Derrick Favors,50,23.7,.490,.615,6.1,1.1,0.9,0.8,1.2,9.5,favorde01
132,Kay Felder,42,9.2,.415,.714,1.0,1.4,0.4,0.2,0.7,4.0,feldeka01
133,Cristiano Felício,66,15.8,.579,.645,4.7,0.6,0.4,0.3,0.5,4.8,feliccr01
134,Raymond Felton,80,21.3,.475,.781,2.7,2.4,0.8,0.3,1.0,6.7,feltora01
135,Yogi Ferrell,46,26.0,.492,.831,2.4,3.7,0.9,0.2,1.5,10.0,ferreyo01
135,Yogi Ferrell,10,15.1,.449,.625,1.2,1.7,0.2,0.2,1.4,5.4,ferreyo01
135,Yogi Ferrell,36,29.1,.499,.877,2.8,4.3,1.1,0.2,1.6,11.3,ferreyo01
136,Dorian Finney-Smith,81,20.3,.456,.754,2.7,0.8,0.6,0.3,0.6,4.3,finnedo01
137,Bryn Forbes,36,7.9,.449,.833,0.6,0.6,0.0,0.0,0.3,2.6,forbebr01
138,Evan Fournier,68,32.9,.508,.805,3.1,3.0,1.0,0.1,2.1,17.2,fournev01
139,Randy Foye,69,18.6,.466,.857,2.2,2.0,0.5,0.1,1.2,5.2,foyera01
140,Tim Frazier,65,23.5,.453,.760,2.7,5.2,0.9,0.1,1.6,7.1,fraziti01
141,Enes Freedom,72,21.3,.549,.786,6.7,0.9,0.4,0.5,1.7,14.3,kanteen01
142,Channing Frye,74,18.9,.589,.851,3.9,0.6,0.4,0.5,0.7,9.1,fryech01
143,Danilo Gallinari,63,33.9,.531,.902,5.2,2.1,0.6,0.2,1.3,18.2,gallida01
144,Langston Galloway,74,20.2,.490,.797,2.1,1.3,0.6,0.1,0.6,7.9,gallola01
144,Langston Galloway,55,20.4,.489,.769,2.2,1.2,0.7,0.1,0.5,8.6,gallola01
144,Langston Galloway,19,19.7,.495,.917,1.8,1.5,0.3,0.1,0.9,6.0,gallola01
145,Patricio Garino,5,8.6,.000,,1.4,0.0,0.0,0.0,0.6,0.0,garinpa01
146,Marc Gasol,74,34.2,.503,.837,6.3,4.6,0.9,1.3,2.2,19.5,gasolma01
147,Pau Gasol*,64,25.4,.548,.707,7.8,2.3,0.4,1.1,1.3,12.4,gasolpa01
148,Rudy Gay,30,33.8,.502,.855,6.3,2.8,1.5,0.9,2.5,18.7,gayru01
149,Michael Gbinije,9,3.6,.100,1.000,0.3,0.2,0.0,0.0,0.0,0.4,gbinimi01
150,Alonzo Gee,13,6.8,.214,.556,1.2,0.5,0.4,0.1,0.3,0.8,geeal01
151,Paul George,75,35.9,.534,.898,6.6,3.3,1.6,0.4,2.9,23.7,georgpa01
152,Marcus Georges-Hunt,5,9.6,.357,.900,1.8,0.6,0.2,0.0,0.4,2.8,georgma01
153,Jonathan Gibson,17,13.6,.447,.724,1.3,1.5,0.5,0.0,1.2,6.2,gibsojo01
154,Taj Gibson,78,25.5,.517,.715,6.2,0.9,0.5,0.8,1.3,10.8,gibsota01
154,Taj Gibson,55,27.3,.523,.714,6.9,1.1,0.5,0.9,1.4,11.6,gibsota01
154,Taj Gibson,23,21.2,.500,.718,4.5,0.6,0.6,0.7,1.2,9.0,gibsota01
155,Manu Ginóbili*,69,18.7,.491,.804,2.3,2.7,1.2,0.2,1.4,7.5,ginobma01
156,Rudy Gobert,81,33.9,.661,.653,12.8,1.2,0.6,2.6,1.8,14.0,goberru01
157,Archie Goodwin,15,14.3,.583,.786,1.9,1.6,0.3,0.3,0.9,7.3,goodwar01
157,Archie Goodwin,3,10.0,.500,1.000,0.0,0.3,0.0,0.3,0.0,5.0,goodwar01
157,Archie Goodwin,12,15.3,.590,.719,2.3,1.9,0.3,0.3,1.2,7.9,goodwar01
158,Aaron Gordon,80,28.7,.499,.719,5.1,1.9,0.8,0.5,1.1,12.7,gordoaa01
159,Eric Gordon,75,31.0,.527,.840,2.7,2.5,0.6,0.5,1.6,16.2,gordoer01
160,Marcin Gortat,82,31.2,.579,.648,10.4,1.5,0.5,0.7,1.5,10.8,gortama01
161,Treveon Graham,27,7.0,.588,.667,0.8,0.2,0.2,0.0,0.1,2.1,grahatr01
162,Jerami Grant,80,19.1,.529,.612,2.6,0.6,0.4,1.0,0.6,5.5,grantje01
162,Jerami Grant,2,20.5,.353,.500,3.0,0.0,0.0,2.0,1.5,8.0,grantje01
162,Jerami Grant,78,19.1,.539,.619,2.6,0.6,0.4,1.0,0.5,5.4,grantje01
163,Jerian Grant,63,16.3,.507,.890,1.8,1.9,0.7,0.1,0.7,5.9,grantje02
164,Danny Green,68,26.6,.523,.844,3.3,1.8,1.0,0.8,1.1,7.3,greenda02
165,Draymond Green,76,32.5,.481,.709,7.9,7.0,2.0,1.4,2.4,10.2,greendr01
166,Gerald Green,47,11.4,.494,.805,1.8,0.7,0.2,0.1,0.5,5.6,greenge01
167,JaMychal Green,77,27.3,.555,.802,7.1,1.1,0.6,0.4,1.2,8.9,greenja01
168,Jeff Green,69,22.2,.442,.863,3.1,1.2,0.5,0.2,1.1,9.2,greenje02
169,Blake Griffin,61,34.0,.513,.760,8.1,4.9,0.9,0.4,2.3,21.6,griffbl01
170,Justin Hamilton,64,18.4,.532,.750,4.1,0.9,0.5,0.7,0.7,6.9,hamilju01
171,A.J. Hammons,22,7.4,.464,.450,1.6,0.2,0.0,0.6,0.5,2.2,hammoaj01
172,Tim Hardaway Jr.,79,27.3,.537,.766,2.8,2.3,0.7,0.2,1.3,14.5,hardati02
173,James Harden,81,36.4,.525,.847,8.1,11.2,1.5,0.5,5.7,29.1,hardeja01
174,Maurice Harkless,77,28.9,.558,.621,4.4,1.1,1.1,0.9,1.1,10.0,harklma01
175,Justin Harper,3,10.3,.500,,1.7,0.7,0.0,0.0,1.3,4.0,harpeju01
176,Montrezl Harrell,58,18.3,.654,.628,3.8,1.1,0.3,0.7,0.8,9.1,harremo01
177,Devin Harris,65,16.7,.484,.829,2.0,2.1,0.7,0.1,0.9,6.7,harride01
178,Gary Harris,57,31.3,.586,.776,3.1,2.9,1.2,0.1,1.3,14.9,harriga01
179,Joe Harris,52,21.9,.543,.714,2.8,1.0,0.6,0.2,1.1,8.2,harrijo01
180,Manny Harris,4,6.3,.200,.500,2.3,0.5,0.0,0.0,0.5,2.0,harrima01
181,Tobias Harris,82,31.3,.532,.841,5.1,1.7,0.7,0.5,1.2,16.1,harrito02
182,Aaron Harrison,5,3.4,.000,.500,0.6,0.6,0.0,0.0,0.0,0.2,harriaa01
183,Andrew Harrison,72,20.5,.385,.763,1.9,2.8,0.7,0.3,1.2,5.9,harrian01
184,Udonis Haslem,16,8.1,.478,.600,2.3,0.4,0.4,0.1,0.5,1.9,hasleud01
185,Spencer Hawes,54,14.8,.529,.846,3.5,1.5,0.3,0.6,0.9,6.2,hawessp01
185,Spencer Hawes,35,17.9,.514,.882,4.2,1.8,0.4,0.7,1.1,7.3,hawessp01
185,Spencer Hawes,19,9.0,.585,.778,2.4,1.0,0.1,0.2,0.5,4.4,hawessp01
186,Gordon Hayward,73,34.5,.536,.844,5.4,3.5,1.0,0.3,1.9,21.9,haywago01
187,Gerald Henderson,72,23.2,.478,.806,2.6,1.6,0.6,0.2,0.9,9.2,hendege02
188,John Henson,58,19.4,.515,.692,5.1,1.0,0.5,1.3,0.9,6.8,hensojo01
189,Juancho Hernangómez,62,13.6,.554,.750,3.0,0.5,0.5,0.2,0.5,4.9,hernaju01
190,Willy Hernangómez,72,18.4,.533,.728,7.0,1.3,0.6,0.5,1.4,8.2,hernawi01
191,Mario Hezonja,65,14.8,.420,.800,2.2,1.0,0.5,0.2,0.9,4.9,hezonma01
192,Roy Hibbert,48,14.2,.544,.813,3.2,0.4,0.2,1.0,0.7,4.6,hibbero01
192,Roy Hibbert,42,16.0,.542,.813,3.6,0.5,0.2,1.0,0.7,5.2,hibbero01
192,Roy Hibbert,6,1.8,.667,,0.3,0.2,0.0,0.3,0.2,0.7,hibbero01
193,Buddy Hield,82,23.0,.523,.842,3.3,1.5,0.5,0.1,1.2,10.6,hieldbu01
193,Buddy Hield,57,20.4,.487,.879,2.9,1.4,0.3,0.1,0.8,8.6,hieldbu01
193,Buddy Hield,25,29.1,.579,.814,4.1,1.8,0.8,0.1,2.1,15.1,hieldbu01
194,Nenê,67,17.9,.621,.589,4.2,1.0,0.8,0.6,1.1,9.1,hilarne01
195,George Hill,49,31.5,.554,.801,3.4,4.2,1.0,0.2,1.7,16.9,hillge01
196,Jordan Hill,7,6.7,.385,1.000,2.0,0.0,0.1,0.0,0.6,1.7,hilljo01
197,Solomon Hill,80,29.7,.481,.805,3.8,1.8,0.9,0.4,1.0,7.0,hillso01
198,Darrun Hilliard,39,9.8,.421,.750,0.8,0.8,0.3,0.1,0.7,3.3,hillida01
199,Jrue Holiday,67,32.7,.510,.708,3.9,7.3,1.5,0.7,2.9,15.4,holidjr01
200,Justin Holiday,82,20.0,.523,.825,2.7,1.2,0.8,0.4,0.8,7.7,holidju01
201,Rondae Hollis-Jefferson,78,22.6,.447,.751,5.8,2.0,1.1,0.6,1.5,8.7,holliro01
202,Richaun Holmes,57,20.9,.591,.699,5.5,1.0,0.7,1.0,1.0,9.8,holmeri01
203,Rodney Hood,59,27.0,.494,.783,3.4,1.6,0.6,0.2,1.1,12.7,hoodro01
204,Al Horford,68,32.3,.527,.800,6.8,5.0,0.8,1.3,1.7,14.0,horfoal01
205,Danuel House Jr.,1,1.0,,,1.0,0.0,0.0,0.0,0.0,0.0,houseda01
206,Dwight Howard,74,29.7,.633,.533,12.7,1.4,0.9,1.2,2.3,13.5,howardw01
207,Marcelo Huertas,23,10.3,.397,.529,1.0,2.3,0.4,0.1,0.8,2.7,huertma01
208,Josh Huestis,2,15.5,.636,.000,4.5,1.5,0.0,1.5,0.0,7.0,huestjo01
209,Kris Humphries,56,12.3,.451,.780,3.7,0.5,0.3,0.4,0.5,4.6,humphkr01
210,R.J. Hunter,3,3.0,.000,,0.3,0.0,0.0,0.0,0.0,0.0,hunterj01
211,Serge Ibaka,79,30.7,.543,.856,6.8,0.9,0.5,1.6,1.3,14.8,ibakase01
211,Serge Ibaka,56,30.5,.547,.846,6.8,1.1,0.6,1.6,1.2,15.1,ibakase01
211,Serge Ibaka,23,31.0,.532,.882,6.8,0.7,0.3,1.4,1.7,14.2,ibakase01
212,Andre Iguodala,76,26.3,.605,.706,4.0,3.4,1.0,0.5,0.8,7.6,iguodan01
213,Ersan İlyasova,82,26.1,.511,.778,5.9,1.7,0.7,0.3,1.4,13.1,ilyaser01
213,Ersan İlyasova,3,20.7,.469,,5.3,0.3,1.0,0.3,1.3,5.0,ilyaser01
213,Ersan İlyasova,53,27.3,.522,.768,5.9,1.8,0.6,0.3,1.5,14.8,ilyaser01
213,Ersan İlyasova,26,24.3,.482,.800,5.8,1.7,0.8,0.3,1.3,10.4,ilyaser01
214,Joe Ingles,82,24.0,.589,.735,3.2,2.7,1.2,0.1,1.3,7.1,inglejo01
215,Brandon Ingram,79,28.8,.442,.621,4.0,2.1,0.6,0.5,1.5,9.4,ingrabr01
216,Kyrie Irving,72,35.1,.535,.905,3.2,5.8,1.2,0.3,2.5,25.2,irvinky01
