Rk,Player,G,MP,eFG%,FT%,TRB,AST,STL,BLK,TOV,PTS,Player-additional
93,Joe Ingles,11,34.7,.616,.647,4.4,3.4,0.5,0.2,2.4,14.5,inglejo01
94,Aaron Jackson,7,2.4,.500,.500,0.6,0.3,0.0,0.0,0.3,0.7,jacksaa01
95,LeBron James,22,41.9,.577,.746,9.1,9.0,1.4,1.0,4.3,34.0,jamesle01
96,Brandon Jennings,1,5.0,.000,1.000,0.0,0.0,0.0,0.0,1.0,2.0,jennibr01
97,Jonas Jerebko,10,7.9,.447,1.000,1.6,0.3,0.3,0.0,0.1,1.9,jerebjo01
98,Amir Johnson,8,11.8,.524,.800,2.9,1.1,0.3,0.1,0.4,3.3,johnsam01
99,Dakari Johnson,2,1.5,,,0.0,0.0,0.0,0.0,0.0,0.0,johnsda04
100,James Johnson,5,32.2,.631,.643,6.0,4.8,1.2,1.2,2.0,12.4,johnsja01
101,Joe Johnson,8,6.8,.353,,1.3,0.4,0.0,0.1,0.4,1.5,johnsjo02
102,Tyler Johnson,5,16.2,.654,.857,1.6,0.8,0.4,0.0,0.4,8.0,johnsty01
103,Damian Jones,4,2.8,.500,.667,0.8,0.0,0.0,0.0,0.8,1.0,jonesda03
104,Tyus Jones,4,13.8,.286,,2.3,2.0,0.3,0.0,0.3,1.0,jonesty01
105,Cory Joseph,7,20.4,.409,1.000,2.4,3.0,1.3,0.3,0.6,4.7,josepco01
106,Furkan Korkmaz,1,2.0,1.500,,0.0,0.0,0.0,0.0,0.0,3.0,korkmfu01
107,Kyle Korver,22,23.0,.578,.864,2.4,0.9,0.4,0.4,0.6,8.3,korveky01
108,Shane Larkin,11,14.0,.514,1.000,1.0,1.8,0.5,0.0,0.5,3.7,larkish01
109,Joffrey Lauvergne,1,6.0,1.000,,1.0,0.0,0.0,0.0,0.0,2.0,lauvejo01
110,Ty Lawson,5,19.2,.442,1.000,2.6,3.0,0.6,0.0,0.6,5.8,lawsoty01
111,Jake Layman,1,8.0,1.000,,1.0,1.0,2.0,0.0,0.0,6.0,laymaja01
112,T.J. Leaf,1,4.0,,,0.0,0.0,0.0,0.0,0.0,0.0,leaftj01
113,Meyers Leonard,2,4.0,1.000,,2.0,0.0,0.0,0.0,0.0,4.0,leoname01
114,DeAndre Liggins,3,4.7,.000,.500,0.3,0.0,0.0,0.0,0.7,0.3,liggide01
115,Damian Lillard,4,40.5,.415,.882,4.5,4.8,1.3,0.0,4.0,18.5,lillada01
116,Shaun Livingston,21,17.2,.536,.880,2.2,1.5,0.3,0.0,0.8,6.7,livinsh01
117,Kevon Looney,21,18.4,.542,.381,4.2,0.9,0.7,0.4,0.4,4.1,looneke01
118,Kevin Love,21,31.4,.457,.922,10.2,1.6,0.7,0.4,2.0,14.9,loveke01
119,Kyle Lowry,10,36.1,.627,.813,4.3,8.5,1.5,0.0,3.1,17.4,lowryky01
120,Ian Mahinmi,6,8.7,.714,.909,1.8,0.2,0.7,0.8,0.2,5.0,mahinia01
121,Thon Maker,6,21.7,.500,.714,3.8,0.8,0.3,1.8,0.7,5.5,makerth01
122,Luc Mbah a Moute,9,16.6,.292,.571,2.4,0.3,0.7,0.4,0.7,2.8,mbahalu01
123,Patrick McCaw,6,2.7,.500,1.000,0.5,0.0,0.3,0.0,0.0,0.7,mccawpa01
124,CJ McCollum,4,38.8,.591,.769,2.0,3.5,1.3,0.3,2.3,25.3,mccolcj01
125,T.J. McConnell,10,15.5,.722,.600,2.6,2.3,0.6,0.0,0.6,5.5,mccontj01
126,JaVale McGee,13,12.2,.672,.667,3.2,0.3,0.2,0.8,0.4,6.5,mcgeeja01
127,Rodney McGruder,4,4.0,.250,,1.0,0.0,0.0,0.0,0.0,0.5,mcgruro01
128,Khris Middleton,7,39.3,.710,.737,5.1,3.1,0.9,0.7,2.3,24.7,middlkh01
129,C.J. Miles,10,22.7,.585,.813,2.4,0.8,0.7,0.3,0.9,9.6,milescj01
130,Darius Miller,9,18.0,.544,1.000,2.2,1.2,0.6,0.0,0.7,4.8,milleda01
131,Patty Mills,5,33.0,.553,.800,2.0,2.6,0.6,0.2,1.8,13.4,millspa02
132,Nikola Mirotić,9,35.6,.588,.789,9.6,1.7,1.1,1.3,1.1,15.0,mirotni01
133,Donovan Mitchell,11,37.4,.471,.907,5.9,4.2,1.5,0.4,2.9,24.4,mitchdo01
134,Greg Monroe,11,9.5,.500,.682,3.2,0.5,0.2,0.2,1.3,4.8,monrogr01
135,E'Twaun Moore,9,31.6,.517,.688,2.6,1.7,0.7,0.1,1.2,11.3,mooreet01
136,Marcus Morris,19,29.6,.435,.712,5.4,1.1,0.4,0.3,1.0,12.4,morrima03
137,Markieff Morris,6,30.2,.510,.900,7.5,1.7,0.7,0.8,1.0,9.8,morrima02
138,Shabazz Muhammad,4,7.3,.550,.600,1.0,0.0,0.5,0.3,0.5,6.3,muhamsh01
139,Dejounte Murray,5,19.2,.516,.778,4.2,1.8,1.0,0.4,1.0,7.8,murrade01
140,Abdel Nader,11,3.0,.333,.500,0.3,0.3,0.1,0.1,0.2,1.1,naderab01
141,Larry Nance Jr.,20,15.4,.683,.452,4.5,0.9,0.8,0.7,0.6,4.8,nancela02
142,Shabazz Napier,2,17.5,.455,.500,1.0,1.5,1.5,0.0,3.0,5.5,napiesh01
143,Raul Neto,8,9.0,.348,1.000,1.3,1.3,0.3,0.0,0.5,2.6,netora01
144,Lucas Nogueira,5,4.8,.000,.500,0.2,0.2,0.0,0.0,0.6,0.2,noguelu01
145,Jusuf Nurkić,4,23.5,.487,.818,8.0,1.0,1.5,1.3,0.8,11.8,nurkiju01
146,Royce O'Neale,11,23.5,.589,.632,3.5,1.4,0.9,0.4,1.5,7.1,onealro01
147,Semi Ojeleye,17,13.5,.394,.857,1.6,0.1,0.2,0.0,0.1,1.9,ojelese01
148,Emeka Okafor,1,4.0,.000,,0.0,0.0,0.0,0.0,0.0,0.0,okafoem01
149,Victor Oladipo,7,37.3,.508,.732,8.3,6.0,2.4,0.4,3.4,22.7,oladivi01
150,Kelly Olynyk,5,29.2,.568,.700,4.6,3.8,1.4,1.2,1.6,12.8,olynyke01
151,Chinanu Onuaku,1,3.0,,,1.0,1.0,1.0,0.0,0.0,0.0,onuakch01
152,Cedi Osman,14,4.4,.361,.250,0.5,0.2,0.2,0.0,0.0,1.0,osmande01
153,Kelly Oubre Jr.,6,24.7,.417,.889,3.8,0.7,1.0,0.5,0.8,9.3,oubreke01
154,Zaza Pachulia,7,3.7,.571,.750,1.7,0.1,0.4,0.1,0.4,2.4,pachuza01
155,Jabari Parker,7,23.9,.500,.615,6.1,1.4,1.0,0.6,0.9,10.0,parkeja01
156,Tony Parker*,5,13.4,.378,.714,0.8,1.2,0.4,0.0,0.8,6.6,parketo01
157,Patrick Patterson,6,9.7,.667,,1.8,0.5,0.2,0.0,0.5,1.3,pattepa01
158,Brandon Paul,1,3.0,,,1.0,1.0,0.0,0.0,0.0,0.0,paulbr01
159,Chris Paul,15,34.5,.531,.830,5.9,5.8,2.0,0.3,1.9,21.1,paulch01
160,Jakob Poeltl,9,15.6,.548,.789,4.0,0.7,0.3,0.4,0.9,5.4,poeltja01
161,Otto Porter Jr.,5,31.6,.549,.625,5.0,1.6,1.2,1.0,0.6,10.0,porteot01
162,Norman Powell,6,6.7,.321,.750,0.3,0.3,0.0,0.0,0.2,2.0,powelno01
163,Zhou Qi,3,2.0,1.000,,0.3,0.0,0.0,0.0,0.0,0.7,qizh01
164,J.J. Redick,10,34.2,.541,.857,1.5,2.6,0.8,0.1,1.1,18.2,redicjj01
165,Josh Richardson,5,26.0,.450,.857,3.0,2.8,2.2,1.0,1.0,8.4,richajo01
166,Glenn Robinson III,2,3.0,1.000,,0.5,0.0,0.0,0.0,0.0,1.0,robingl02
167,Rajon Rondo,9,33.6,.457,.643,7.6,12.2,1.4,0.2,3.7,10.3,rondora01
168,Derrick Rose,5,23.8,.570,.857,1.8,2.6,0.4,0.0,1.6,14.2,rosede01
169,Terry Rozier,19,36.6,.502,.821,5.3,5.7,1.3,0.3,1.2,16.5,roziete01
170,Ricky Rubio,6,30.2,.418,.783,7.3,7.0,1.3,0.5,3.0,14.0,rubiori01
171,Domantas Sabonis,7,23.7,.589,.778,4.6,0.7,0.1,0.3,1.0,12.4,sabondo01
172,Dario Šarić,10,32.9,.493,.850,7.3,3.5,1.0,0.4,1.5,17.2,saricda01
173,Tomáš Satoranský,6,10.0,.154,.750,1.5,0.5,0.0,0.0,0.5,1.2,satorto01
174,Mike Scott,6,21.0,.720,1.000,3.5,0.7,0.3,0.2,0.8,10.8,scottmi01
175,Pascal Siakam,10,17.9,.646,.650,3.6,0.8,0.1,0.6,0.7,6.6,siakapa01
176,Ben Simmons,10,36.9,.488,.707,9.4,7.7,1.7,0.8,4.4,16.3,simmobe01
177,Marcus Smart,15,29.9,.388,.735,3.7,5.3,1.7,0.7,2.4,9.8,smartma01
178,J.R. Smith,22,32.1,.465,.773,2.7,1.1,1.0,0.2,0.9,8.7,smithjr01
179,Jason Smith,1,2.0,,,0.0,0.0,0.0,0.0,0.0,0.0,smithja02
180,Tony Snell,7,19.1,.396,,1.9,0.6,0.4,0.6,0.4,2.7,snellto01
181,Lance Stephenson,7,21.3,.523,.556,2.7,2.9,0.3,0.1,1.3,10.4,stephla01
182,David Stockton,2,3.0,.333,,0.5,0.0,0.0,0.0,0.0,1.0,stockda01
183,Caleb Swanigan,1,8.0,.000,.750,2.0,1.0,0.0,0.0,1.0,3.0,swanica01
184,Jayson Tatum,19,35.9,.515,.845,4.4,2.7,1.2,0.5,2.2,18.5,tatumja01
185,Jeff Teague,5,30.6,.520,.706,3.6,5.8,0.6,0.4,2.8,13.0,teaguje01
186,Jason Terry,3,14.7,.600,,0.7,0.7,0.3,0.0,0.3,2.0,terryja01
187,Klay Thompson,21,37.8,.563,.871,4.1,1.8,0.8,0.3,1.5,19.6,thompkl01
188,Tristan Thompson,19,21.9,.590,.741,5.9,0.6,0.1,0.4,0.6,6.2,thomptr01
189,Karl-Anthony Towns,5,34.0,.492,.739,13.4,2.2,0.4,1.0,2.4,15.2,townska01
190,P.J. Tucker,17,33.5,.644,.667,6.5,1.3,0.6,0.8,0.8,8.9,tuckepj01
191,Evan Turner,3,29.0,.394,1.000,4.0,3.3,1.0,0.3,2.0,9.3,turneev01
192,Myles Turner,7,28.0,.667,.789,5.1,0.6,0.3,0.6,1.6,12.4,turnemy01
193,Ekpe Udoh,6,3.5,1.000,.000,0.5,0.0,0.0,0.3,0.2,0.3,udohek01
194,Jonas Valančiūnas,10,24.4,.551,.824,10.5,1.2,0.4,1.5,1.9,14.6,valanjo01
195,Fred VanVleet,6,19.0,.436,.875,1.7,2.2,0.0,0.0,0.7,6.8,vanvlfr01
196,Dwyane Wade*,5,25.4,.443,.808,4.2,3.6,1.4,0.2,2.2,16.6,wadedw01
197,John Wall,6,39.0,.457,.851,5.7,11.5,2.3,1.3,4.5,26.0,walljo01
198,David West,18,9.7,.611,1.000,2.1,1.8,0.3,0.6,0.6,3.3,westda01
199,Russell Westbrook,6,39.2,.444,.825,12.0,7.5,1.5,0.0,5.2,29.3,westbru01
200,Derrick White,3,6.0,.583,,0.0,0.3,0.3,0.7,0.0,2.3,whitede01
201,Hassan Whiteside,5,15.4,.450,.615,6.0,0.2,0.0,1.2,2.4,5.2,whiteha01
202,Andrew Wiggins,5,32.8,.493,.600,5.2,2.0,0.4,0.4,1.8,15.8,wiggian01
203,Justise Winslow,5,25.0,.440,.706,6.6,2.6,0.8,0.8,1.6,9.8,winslju01
204,Delon Wright,10,21.5,.522,.938,2.2,2.3,1.5,0.9,0.9,8.6,wrighde01
205,Guerschon Yabusele,12,4.0,.111,.400,0.9,0.3,0.2,0.0,0.0,0.3,yabusgu01
206,Joe Young,1,3.0,,,0.0,0.0,0.0,0.0,0.0,0.0,youngjo01
207,Nick Young,20,10.3,.434,.750,0.6,0.2,0.1,0.0,0.1,2.6,youngni01
208,Thaddeus Young,7,33.9,.617,.385,7.7,1.4,1.7,0.9,1.0,11.3,youngth01
209,Tyler Zeller,7,9.4,.800,.750,2.0,0.4,0.6,0.4,0.1,1.6,zellety01
210,Ante Žižić,8,2.9,.500,.500,0.8,0.1,0.0,0.1,0.3,1.6,zizican01
