Rk,Player,G,MP,eFG%,FT%,TRB,AST,STL,BLK,TOV,PTS,Player-additional
36,Rasual Butler,11,6.4,.567,1.000,0.5,0.1,0.1,0.1,0.1,1.7,butlera01
37,José Calderón,7,27.3,.546,1.000,1.3,4.4,0.1,0.0,1.0,10.3,caldejo01
38,DeMarre Carroll,7,35.1,.561,.636,4.9,1.6,0.7,0.4,1.1,8.9,carrode01
39,Vince Carter,7,27.1,.566,.786,3.6,2.4,0.4,0.3,0.9,12.6,cartevi01
40,Mario Chalmers,20,26.8,.491,.760,2.3,3.6,1.0,0.3,1.5,6.4,chalmma01
41,Victor Claver,2,3.5,,.000,2.5,0.0,0.0,0.0,0.5,0.0,clavevi01
42,Norris Cole,20,20.2,.506,.867,1.1,1.8,0.5,0.1,1.0,4.6,coleno01
43,Darren Collison,13,19.2,.394,.867,2.1,2.4,0.5,0.1,0.9,8.5,collida01
44,Nick Collison,17,10.8,.448,.700,2.2,0.8,0.2,0.4,0.4,1.9,collini01
45,Mike Conley,7,38.1,.446,.769,4.6,7.9,2.0,0.1,2.1,15.9,conlemi01
46,Chris Copeland,12,6.8,.536,.667,0.4,0.1,0.3,0.3,0.4,3.0,copelch01
47,Jamal Crawford,13,24.1,.477,.886,1.5,2.0,0.9,0.2,1.2,15.5,crawfja01
48,Jordan Crawford,6,9.5,.394,.786,1.5,0.3,0.2,0.0,0.8,6.2,crawfjo02
49,Jae Crowder,7,11.6,.528,,1.7,0.3,0.3,0.1,0.4,2.7,crowdja01
50,Stephen Curry,7,42.3,.534,.881,3.6,8.4,1.7,0.1,3.7,23.0,curryst01
51,Samuel Dalembert,7,19.3,.458,.667,8.4,0.0,0.3,1.4,0.6,4.6,dalemsa01
52,Troy Daniels,4,17.0,.765,1.000,2.3,0.3,0.5,0.0,0.5,7.8,danietr01
53,Ed Davis,7,3.6,.300,.000,2.1,0.0,0.1,0.4,0.3,0.9,davised01
54,Glen Davis,13,12.2,.610,,2.8,0.7,0.2,0.2,0.5,3.8,davisgl01
55,Austin Daye,1,6.0,.000,,1.0,0.0,0.0,0.0,0.0,0.0,dayeau01
56,Nando De Colo,1,4.0,,,1.0,0.0,0.0,0.0,0.0,0.0,decolna01
57,DeMar DeRozan,7,40.3,.410,.899,4.1,3.6,1.1,0.3,2.6,23.9,derozde01
58,Boris Diaw,23,26.3,.556,.688,4.8,3.4,0.6,0.1,1.3,9.2,diawbo01
59,Toney Douglas,10,2.9,.500,.500,0.4,0.5,0.0,0.0,0.1,1.0,douglto01
60,Chris Douglas-Roberts,4,17.5,.813,.857,2.0,0.5,0.0,0.0,1.0,9.5,douglch01
61,Jared Dudley,7,6.4,.409,,0.9,0.3,0.1,0.0,0.0,1.3,dudleja01
62,Tim Duncan*,23,32.7,.523,.760,9.2,2.0,0.3,1.3,1.1,16.3,duncati01
63,Mike Dunleavy,5,32.6,.585,.667,3.6,2.4,0.6,0.2,1.0,13.2,dunlemi02
64,Kevin Durant,19,42.9,.511,.810,8.9,3.9,1.0,1.3,3.8,29.6,duranke01
65,Wayne Ellington,2,7.0,.500,1.000,1.0,1.0,0.0,0.0,1.0,4.0,ellinwa01
66,Monta Ellis,7,35.6,.457,.871,2.4,2.9,1.3,0.1,2.1,20.4,ellismo01
67,Landry Fields,3,8.7,.000,,2.3,0.3,1.3,0.3,0.3,0.0,fieldla01
68,Derek Fisher,19,15.7,.397,1.000,1.7,0.8,0.7,0.0,0.3,3.8,fishede01
69,Jamaal Franklin,2,2.0,.000,.500,0.5,0.0,0.0,0.0,0.0,0.5,frankja01
70,Joel Freeland,9,2.7,.000,.500,0.9,0.1,0.1,0.1,0.4,0.1,freeljo01
71,Francisco García,2,11.0,.333,.750,1.0,0.0,0.0,0.0,0.0,3.5,garcifr01
72,Kevin Garnett*,12,20.8,.524,.739,6.3,1.3,0.8,0.4,1.1,6.9,garneke01
73,Marc Gasol,7,42.7,.405,.794,7.7,4.4,1.7,0.9,1.7,17.3,gasolma01
74,Paul George,19,41.1,.521,.789,7.6,3.8,2.2,0.4,2.6,22.6,georgpa01
75,Taj Gibson,5,30.8,.561,.750,6.2,0.4,0.4,2.4,1.6,18.2,gibsota01
76,Manu Ginóbili*,23,25.5,.525,.862,3.3,4.1,1.6,0.1,2.3,14.3,ginobma01
77,Drew Gooden,10,14.6,.368,.750,4.2,0.4,0.3,0.4,0.4,3.4,goodedr01
78,Marcin Gortat,11,34.7,.492,.659,9.9,1.5,0.5,1.3,1.8,13.0,gortama01
79,Danny Granger,13,10.3,.338,.778,1.5,0.2,0.5,0.1,0.2,2.6,grangda01
80,Danny Green,23,23.0,.642,.818,3.0,0.9,1.4,0.7,0.9,9.3,greenda02
81,Draymond Green,7,32.6,.533,.792,8.3,2.9,1.7,1.7,2.4,11.9,greendr01
82,Willie Green,5,3.8,.300,1.000,1.4,0.2,0.6,0.0,0.2,1.0,greenwi01
83,Blake Griffin,13,36.8,.502,.740,7.4,3.8,1.2,1.1,2.4,23.5,griffbl01
84,Jorge Gutiérrez,2,1.5,,.500,0.5,0.0,0.0,0.0,0.0,1.0,gutiejo01
85,Tyler Hansbrough,3,9.7,.333,.833,2.0,0.3,0.0,0.0,0.7,2.3,hansbty01
86,James Harden,6,43.8,.436,.900,4.7,5.8,2.0,0.2,3.5,26.8,hardeja01
87,Al Harrington,7,8.4,.400,.714,2.3,0.0,0.4,0.0,0.6,2.4,harrial01
88,Devin Harris,7,25.1,.553,.875,2.4,3.9,0.3,0.3,1.6,11.4,harride01
89,Udonis Haslem,16,10.6,.459,.600,2.6,0.3,0.1,0.2,0.1,2.5,hasleud01
90,Chuck Hayes,5,7.6,.250,1.000,1.6,0.4,0.6,0.0,0.2,1.2,hayesch01
91,Gerald Henderson,4,29.8,.378,.647,4.0,2.3,1.0,0.3,1.5,9.8,hendege02
92,Roy Hibbert,19,28.5,.449,.772,5.5,0.9,0.2,1.4,1.3,9.3,hibbero01
93,Nenê,10,32.5,.464,.346,5.3,2.6,0.9,1.1,1.7,13.7,hilarne01
94,George Hill,19,36.2,.522,.721,3.7,3.0,1.2,0.2,1.5,12.1,hillge01
95,Solomon Hill,1,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,hillso01
96,Kirk Hinrich,5,33.4,.473,.500,3.0,4.4,0.8,0.2,2.2,11.0,hinriki01
97,Ryan Hollins,5,1.8,.250,1.000,0.6,0.0,0.0,0.0,0.2,0.6,holliry01
98,Dwight Howard,6,38.5,.547,.625,13.7,1.8,0.7,2.8,3.2,26.0,howardw01
99,Serge Ibaka,17,34.2,.609,.765,6.8,0.7,0.6,2.5,1.2,12.1,ibakase01
100,Andre Iguodala,7,35.4,.581,.606,4.7,4.4,1.3,0.3,3.0,13.1,iguodan01
101,Reggie Jackson,19,27.9,.531,.886,3.8,2.4,0.3,0.2,2.0,11.1,jacksre01
102,Bernard James,2,4.0,,,0.5,0.0,0.5,0.0,0.0,0.0,jamesbe01
103,LeBron James,20,38.2,.616,.806,7.1,4.8,1.8,0.6,3.1,27.4,jamesle01
104,Al Jefferson,3,35.3,.491,.800,9.3,0.7,0.3,1.7,0.3,18.7,jeffeal01
105,Amir Johnson,7,27.3,.654,.750,6.0,1.0,0.4,0.6,1.7,11.0,johnsam01
106,James Johnson,3,9.3,.400,.700,2.0,0.0,0.3,0.0,0.0,6.3,johnsja01
107,Joe Johnson,12,39.1,.592,.837,3.8,2.9,0.5,0.3,1.6,21.2,johnsjo02
108,James Jones,15,8.4,.638,.667,0.7,0.3,0.2,0.1,0.0,3.5,jonesja02
109,Perry Jones,11,5.0,.472,,0.8,0.1,0.0,0.1,0.1,1.5,jonespe01
110,Terrence Jones,6,23.0,.513,.500,6.2,1.3,0.8,0.5,0.3,7.7,joneste01
111,DeAndre Jordan,13,34.0,.730,.434,12.5,0.8,0.9,2.5,1.8,9.6,jordade01
112,Cory Joseph,17,5.1,.486,.778,0.5,0.5,0.2,0.0,0.2,2.8,josepco01
113,Michael Kidd-Gilchrist,4,22.8,.519,.600,6.5,1.5,0.0,0.5,2.0,8.5,kiddgmi01
114,Andrei Kirilenko,10,14.4,.467,.647,2.3,1.0,1.0,0.3,0.3,2.5,kirilan01
115,Kyle Korver,7,35.7,.629,.917,5.3,0.7,0.6,0.3,1.6,13.4,korveky01
116,Kosta Koufos,7,6.4,.438,1.000,2.1,0.3,0.3,0.4,0.4,2.6,koufoko01
117,Ognjen Kuzmić,3,2.7,,,1.3,0.0,0.0,0.0,0.0,0.0,kuzmiog01
118,Jeremy Lamb,11,9.1,.429,1.000,1.5,0.6,0.6,0.1,0.3,3.6,lambje01
119,Shane Larkin,2,5.0,.000,,0.5,1.0,0.0,0.0,0.5,0.0,larkish01
120,Courtney Lee,7,32.0,.467,.778,2.0,1.6,0.7,0.3,0.9,10.0,leeco01
121,David Lee,7,31.0,.532,.789,9.1,2.6,0.6,0.0,2.4,13.9,leeda02
122,Kawhi Leonard,23,32.0,.575,.736,6.7,1.7,1.7,0.6,1.3,14.3,leonaka01
123,Meyers Leonard,4,2.3,.000,,0.5,0.0,0.0,0.0,0.0,0.0,leoname01
124,Jon Leuer,3,7.7,.500,1.000,2.7,0.7,0.3,0.0,0.0,3.0,leuerjo01
125,Rashard Lewis,18,17.7,.541,.750,2.1,0.3,0.4,0.3,0.3,5.3,lewisra02
126,Damian Lillard,11,42.4,.511,.894,5.1,6.5,1.0,0.1,2.7,22.9,lillada01
127,Jeremy Lin,6,29.5,.451,.813,3.7,4.3,0.5,0.2,2.2,11.3,linje01
128,Shaun Livingston,12,27.1,.517,.730,3.5,3.3,0.4,0.4,1.8,9.7,livinsh01
129,Robin Lopez,11,33.4,.489,.667,9.2,0.8,0.5,1.8,1.0,10.0,lopezro01
130,Kyle Lowry,7,38.7,.482,.878,4.7,4.7,0.9,0.0,2.9,21.1,lowryky01
131,Shelvin Mack,7,16.9,.511,.750,1.9,3.6,0.6,0.0,0.9,8.1,macksh01
132,Ian Mahinmi,19,12.7,.481,.611,2.4,0.2,0.3,0.8,0.5,1.9,mahinia01
133,Shawn Marion,7,27.6,.441,.636,5.3,1.9,0.9,0.1,0.7,8.4,mariosh01
134,Cartier Martin,3,5.0,.667,,1.0,0.0,0.7,0.0,0.3,1.3,martica01
135,Wesley Matthews,11,38.7,.493,.813,3.9,1.3,1.3,0.5,2.0,14.5,matthwe02
136,CJ McCollum,6,4.0,.091,1.000,0.2,0.0,0.0,0.0,0.2,0.7,mccolcj01
137,Josh McRoberts,4,38.5,.576,.800,6.8,3.8,1.0,0.3,1.5,11.5,mcrobjo01
138,Andre Miller,11,9.8,.476,.556,1.0,0.8,0.3,0.0,0.7,4.0,millean02
139,Mike Miller,7,24.7,.524,.778,3.7,1.3,0.9,0.0,0.7,7.3,millemi01
140,Patty Mills,23,15.3,.560,.769,1.5,1.4,0.7,0.0,0.6,7.3,millspa02
141,Paul Millsap,7,38.1,.442,.804,10.9,2.9,1.4,1.9,2.9,19.4,millspa01
142,Nazr Mohammed,2,2.5,.000,,1.0,0.0,0.0,0.0,0.0,0.0,mohamna01
143,Mike Muscala,2,2.5,.000,,0.0,0.0,0.0,0.0,0.0,0.0,muscami01
144,Gary Neal,4,26.0,.392,.714,2.0,1.0,0.0,0.0,2.0,11.3,nealga01
145,Nemanja Nedović,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,nedovne01
146,Joakim Noah,5,42.0,.512,.588,12.8,4.6,1.0,1.4,3.8,10.4,noahjo01
147,Steve Novak,4,3.8,.000,,1.3,0.3,0.0,0.0,0.0,0.0,novakst01
148,Dirk Nowitzki*,7,37.6,.433,.806,8.0,1.6,0.9,0.9,2.1,19.1,nowitdi01
149,Jermaine O'Neal,7,12.0,.563,.750,3.4,0.1,0.1,0.4,0.6,6.0,onealje01
150,Greg Oden,3,2.3,,,0.3,0.3,0.3,0.0,0.0,0.0,odengr01
151,Jannero Pargo,1,3.0,,,1.0,1.0,0.0,0.0,1.0,0.0,pargoja01
152,Tony Parker*,23,31.3,.504,.729,2.0,4.8,0.7,0.1,2.7,17.4,parketo01
153,Chandler Parsons,6,41.7,.500,.733,6.8,2.3,0.7,0.3,0.8,19.3,parsoch01
154,Patrick Patterson,7,28.4,.615,.778,6.7,1.3,0.4,0.4,0.9,10.4,pattepa01
155,Chris Paul,13,36.3,.548,.774,4.2,10.3,2.8,0.0,3.0,19.8,paulch01
156,Kendrick Perkins,19,20.2,.533,.800,5.4,0.7,0.2,0.3,1.3,3.2,perkike01
157,Paul Pierce*,12,30.7,.539,.781,4.5,2.0,1.2,0.3,1.7,13.7,piercpa01
158,Mason Plumlee,10,11.4,.438,.444,2.3,0.2,0.3,0.7,0.9,2.2,plumlma01
159,Otto Porter Jr.,3,2.0,.333,,0.0,0.0,0.0,0.0,0.0,0.7,porteot01
160,Tayshaun Prince,7,16.1,.404,,1.4,0.9,0.1,0.0,0.1,3.0,princta01
161,Zach Randolph,6,39.0,.404,.610,8.7,2.3,0.8,0.2,1.7,18.2,randoza01
162,J.J. Redick,13,27.0,.556,.962,1.7,1.5,0.8,0.0,1.0,13.3,redicjj01
163,Luke Ridnour,4,9.0,.385,,1.0,3.0,0.0,0.3,1.0,2.5,ridnolu01
164,Andre Roberson,2,4.5,.000,,1.0,0.0,0.0,0.0,0.0,0.0,roberan03
165,Thomas Robinson,11,11.1,.419,.857,2.5,0.5,0.5,0.5,0.5,2.9,robinth01
166,Terrence Ross,7,22.6,.340,.600,2.0,0.3,0.9,0.4,1.1,5.0,rosste01
167,John Salmons,6,12.8,.353,1.000,1.0,0.8,0.3,0.0,0.2,2.2,salmojo01
168,Dennis Schröder,2,3.5,1.250,,1.0,0.0,0.0,0.0,0.0,2.5,schrode01
169,Luis Scola,18,13.5,.462,.591,2.3,0.5,0.3,0.2,0.4,6.1,scolalu01
170,Mike Scott,7,20.9,.444,.714,2.6,0.4,0.1,0.0,0.3,9.4,scottmi01
171,Thabo Sefolosha,15,15.7,.473,.800,2.1,0.7,0.7,0.0,0.5,3.7,sefolth01
172,Kevin Séraphin,4,1.5,.000,,0.5,0.0,0.0,0.0,0.3,0.0,serapke01
173,Donald Sloan,4,3.8,.357,.500,0.3,0.8,0.3,0.0,0.5,1.8,sloando01
174,Tony Snell,5,9.2,.222,,1.2,0.4,0.2,0.2,0.2,0.8,snellto01
175,Marreese Speights,7,9.7,.528,.500,3.1,0.4,0.3,0.6,0.3,6.3,speigma01
176,Tiago Splitter,23,22.4,.610,.718,6.1,2.0,0.7,0.5,0.8,7.5,splitti01
177,Lance Stephenson,19,37.1,.509,.714,6.9,4.2,0.8,0.2,2.4,13.6,stephla01
178,Jeff Teague,7,34.6,.433,.950,3.7,5.0,1.0,0.6,3.0,19.3,teaguje01
179,Mirza Teletović,12,18.3,.555,.667,3.3,0.3,0.4,0.2,0.4,8.3,teletmi01
180,Garrett Temple,10,0.9,1.250,,0.0,0.0,0.0,0.0,0.1,0.5,templga01
181,Hasheem Thabeet,2,3.5,,,0.0,0.0,0.0,0.0,0.0,0.0,thabeha01
182,Klay Thompson,7,36.7,.490,.792,3.4,3.6,1.0,0.7,2.1,16.4,thompkl01
183,Marcus Thornton,10,12.4,.435,.667,1.9,0.1,0.2,0.1,0.2,5.9,thornma01
184,Anthony Tolliver,4,5.3,.750,1.000,1.0,0.3,0.0,0.0,0.0,1.5,tollian01
185,Hedo Türkoğlu,5,8.2,.615,,1.0,0.2,0.6,0.0,0.0,3.2,turkohe01
186,Evan Turner,12,12.4,.486,1.000,2.2,1.6,0.3,0.0,0.9,3.3,turneev01
187,Beno Udrih,7,16.4,.511,.692,1.7,1.7,0.4,0.0,1.3,7.9,udrihbe01
188,Jonas Valančiūnas,7,28.6,.633,.636,9.7,0.3,0.0,1.0,2.7,10.9,valanjo01
189,Greivis Vásquez,7,27.1,.500,.778,3.7,5.1,0.6,0.1,1.4,10.1,vasqugr01
190,Dwyane Wade*,20,34.7,.516,.767,3.9,3.9,1.5,0.3,2.7,17.8,wadedw01
191,Kemba Walker,4,38.3,.582,.778,3.8,6.0,2.0,0.8,3.8,19.5,walkeke02
192,John Wall,11,38.2,.387,.765,4.0,7.1,1.6,0.7,3.3,16.3,walljo01
193,C.J. Watson,19,18.0,.500,.607,2.1,0.9,0.8,0.1,0.7,5.6,watsocj01
194,Earl Watson,4,3.5,.000,,0.3,0.3,0.0,0.0,0.3,0.0,watsoea01
195,Martell Webster,11,17.7,.439,.667,2.3,0.5,0.4,0.5,0.4,3.8,webstma02
196,David West,19,36.2,.498,.705,6.7,3.9,0.7,0.8,2.3,15.1,westda01
197,Russell Westbrook,19,38.7,.455,.884,7.3,8.1,2.2,0.3,4.4,26.7,westbru01
198,D.J. White,1,3.0,,,2.0,0.0,0.0,0.0,1.0,0.0,whitedj01
199,Deron Williams,12,35.7,.454,.800,3.2,5.8,1.1,0.2,2.3,14.5,willide01
200,Lou Williams,7,19.0,.430,.938,2.3,1.1,1.0,0.1,1.9,8.3,willilo02
201,Mo Williams,8,23.4,.415,.909,1.5,1.9,0.4,0.0,1.8,7.4,willima01
202,Brandan Wright,6,15.0,.833,.500,2.0,1.3,0.3,1.0,0.3,5.5,wrighbr03
203,Dorell Wright,8,11.0,.474,.733,2.0,0.4,0.4,1.1,0.6,3.6,wrighdo01
204,Cody Zeller,4,13.3,.333,.500,2.3,0.5,0.0,0.8,0.5,2.0,zelleco01
