Player,G,MP,eFG%,FT%,TRB,AST,STL,BLK,TOV,PTS,Player-additional
Evan Fournier,5,33.4,.532,.833,3.6,1.4,1.2,0.0,1.0,15.4,fournev01
Enes Freedom,5,11.2,.500,1.000,2.6,0.0,0.0,0.4,0.6,2.0,kanteen01
Daniel Gafford,5,23.4,.846,.625,5.8,0.6,1.0,2.0,0.6,11.8,gaffoda01
Danilo Gallinari,18,24.6,.523,.942,3.9,0.8,0.3,0.2,0.8,12.8,gallida01
Langston Galloway,2,7.5,.143,.000,1.0,0.5,0.0,0.5,0.0,1.0,gallola01
Marc Gasol,5,17.4,.885,.750,3.8,3.0,0.8,0.8,0.8,5.2,gasolma01
Paul George,19,40.8,.509,.844,9.6,5.4,1.0,0.5,3.5,26.9,georgpa01
Taj Gibson,5,27.6,.600,1.000,7.0,0.8,1.6,1.0,0.6,5.0,gibsota01
Harry Giles,1,4.0,.000,,3.0,0.0,0.0,0.0,3.0,0.0,gilesha01
Anthony Gill,4,8.3,.000,,1.0,0.0,0.0,0.0,0.8,0.0,gillan01
Rudy Gobert,11,34.2,.741,.636,12.3,0.8,0.5,2.1,1.5,14.7,goberru01
Aaron Gordon,10,29.9,.480,.640,5.4,2.0,0.5,0.3,1.4,11.1,gordoaa01
Danny Green,8,24.9,.583,,2.6,2.6,1.1,1.0,0.6,7.0,greenda02
JaMychal Green,10,19.0,.511,.889,5.2,1.1,0.2,0.2,0.3,5.4,greenja01
Jeff Green,6,24.7,.636,.875,2.8,1.7,0.5,0.3,0.5,8.2,greenje02
Josh Green,1,4.0,,,0.0,0.0,0.0,0.0,0.0,0.0,greenjo02
Blake Griffin,12,26.5,.620,.714,5.9,1.8,0.8,0.5,0.4,9.0,griffbl01
Rui Hachimura,5,34.6,.713,.583,7.2,1.0,0.4,0.2,1.0,14.8,hachiru01
Tim Hardaway Jr.,7,37.4,.530,.750,3.3,1.4,0.4,0.0,0.9,17.0,hardati02
James Harden,9,35.8,.583,.903,6.3,8.6,1.7,0.7,2.9,20.2,hardeja01
Montrezl Harrell,4,9.8,.571,.778,2.5,0.0,0.5,0.0,0.5,5.8,harremo01
Joe Harris,12,36.2,.533,.750,3.6,1.6,0.3,0.2,0.8,11.2,harrijo01
Tobias Harris,12,36.5,.526,.875,8.5,3.5,1.0,0.4,1.5,21.8,harrito02
Shaquille Harrison,9,4.4,.875,.667,0.9,0.3,0.3,0.3,0.6,1.0,harrish01
Tyler Herro,4,23.3,.395,1.000,3.3,1.8,0.3,0.3,0.8,9.3,herroty01
George Hill,12,17.1,.535,.769,1.3,1.5,0.7,0.3,0.8,4.7,hillge01
Solomon Hill,14,10.4,.313,.500,1.4,0.2,0.1,0.1,0.1,1.2,hillso01
Jrue Holiday,23,39.7,.461,.714,5.7,8.7,1.7,0.4,2.4,17.3,holidjr01
Rondae Hollis-Jefferson,5,7.2,.800,.667,1.6,0.0,0.2,0.2,0.0,2.0,holliro01
Talen Horton-Tucker,4,12.0,.479,.600,3.5,0.5,0.3,0.0,0.8,6.5,hortota01
Dwight Howard,12,12.4,.533,.600,6.3,0.7,0.2,0.5,1.0,4.7,howardw01
Markus Howard,9,12.4,.554,.500,0.8,0.4,0.0,0.1,0.0,4.7,howarma02
Kevin Huerter,18,31.0,.519,.706,3.8,2.8,0.8,0.9,1.1,11.1,huertke01
De'Andre Hunter,5,30.4,.467,.750,4.0,0.6,0.2,0.6,1.4,10.8,huntede01
Chandler Hutchison,2,9.0,.400,1.000,1.5,0.5,0.0,0.0,0.5,3.0,hutchch01
Serge Ibaka,2,9.0,.500,1.000,2.0,1.0,0.5,1.5,0.5,5.0,ibakase01
Andre Iguodala,4,17.8,.682,,3.0,1.3,1.0,0.5,1.3,3.8,iguodan01
Ersan İlyasova,1,3.0,.500,1.000,0.0,0.0,0.0,0.0,0.0,4.0,ilyaser01
Joe Ingles,11,27.8,.646,.769,3.1,3.5,0.6,0.0,0.8,10.2,inglejo01
Kyrie Irving,9,36.1,.546,.929,5.8,3.4,1.0,0.6,1.2,22.7,irvinky01
Jaren Jackson Jr.,5,27.4,.500,.875,5.6,1.0,1.0,1.2,0.8,13.6,jacksja02
Justin Jackson,5,3.0,.600,,0.4,0.2,0.2,0.0,0.2,1.2,jacksju01
Reggie Jackson,19,32.7,.599,.878,3.2,3.4,0.9,0.2,1.5,17.8,jacksre01
LeBron James,6,37.3,.553,.609,7.2,8.0,1.5,0.3,4.2,23.3,jamesle01
Mike James,9,11.4,.384,,1.8,1.3,0.2,0.0,0.3,3.7,jamesmi02
Isaiah Joe,4,2.3,.333,,0.0,0.3,0.0,0.0,0.0,0.5,joeis01
Alize Johnson,5,4.6,.571,,2.6,0.0,0.6,0.0,0.6,1.6,johnsal02
Cameron Johnson,21,21.1,.650,.906,3.1,0.8,0.9,0.2,0.7,8.2,johnsca02
Tyler Johnson,8,8.6,.441,1.000,0.8,0.6,0.3,0.0,0.1,2.1,johnsty01
Nikola Jokić,10,34.5,.553,.836,11.6,5.0,0.6,0.9,2.4,29.8,jokicni01
Derrick Jones Jr.,2,5.0,.400,,0.0,0.0,0.5,0.0,0.0,2.0,jonesde02
Tyus Jones,5,9.4,.382,1.000,1.4,1.2,0.2,0.0,0.0,3.0,jonesty01
Frank Kaminsky,10,6.8,.477,1.000,1.4,1.4,0.2,0.3,0.4,2.2,kaminfr01
Luke Kennard,15,14.6,.638,.500,0.9,0.5,0.1,0.0,0.2,5.6,kennalu01
Maxi Kleber,7,26.7,.533,.714,3.6,1.4,0.4,0.0,0.1,5.3,klebima01
Nathan Knight,6,2.3,.286,.000,1.0,0.0,0.0,0.3,0.0,0.7,knighna01
Kevin Knox,1,4.0,,1.000,1.0,1.0,0.0,1.0,0.0,2.0,knoxke01
John Konchar,1,3.0,.000,,1.0,0.0,0.0,1.0,0.0,0.0,konchjo01
Furkan Korkmaz,12,16.3,.507,.714,2.0,0.6,0.6,0.3,0.4,7.0,korkmfu01
Luke Kornet,2,2.5,1.000,.500,1.5,0.0,0.0,0.0,0.0,1.5,kornelu01
Kyle Kuzma,6,21.5,.333,.667,3.8,1.2,0.3,0.2,1.0,6.3,kuzmaky01
Romeo Langford,4,27.3,.500,1.000,2.5,1.3,0.8,0.5,0.3,9.0,langfro01
T.J. Leaf,3,2.3,.750,,1.0,0.0,0.0,0.0,0.0,2.0,leaftj01
Alex Len,5,8.4,.571,.571,2.2,0.4,0.2,0.0,0.2,4.0,lenal01
Kawhi Leonard,11,39.3,.629,.880,7.7,4.4,2.1,0.8,2.2,30.4,leonaka01
Damian Lillard,6,41.3,.593,.940,4.3,10.2,1.0,0.7,2.2,34.3,lillada01
Nassir Little,3,3.0,.375,.500,0.3,0.0,0.0,0.3,0.3,1.7,littlna01
Brook Lopez,23,29.0,.601,.860,5.9,0.3,0.7,1.5,1.1,13.0,lopezbr01
Robin Lopez,5,14.6,.720,.250,1.8,0.0,0.0,0.8,0.2,7.4,lopezro01
Timothé Luwawu-Cabarrot,7,3.6,.400,,0.4,0.3,0.0,0.0,0.1,1.1,luwawti01
Terance Mann,19,19.9,.596,.714,2.7,0.7,0.5,0.3,0.2,7.6,mannte01
Boban Marjanović,4,20.8,.513,.778,8.0,1.0,0.0,0.3,1.0,11.8,marjabo01
Garrison Mathews,3,5.7,.000,.800,0.7,0.0,0.0,0.0,0.0,1.3,mathega01
Wesley Matthews,6,18.3,.409,1.000,1.7,0.3,0.3,0.0,0.0,5.5,matthwe02
Tyrese Maxey,12,13.0,.470,.636,1.8,1.3,0.3,0.5,0.4,6.3,maxeyty01
Skylar Mays,7,2.4,.800,,0.3,0.1,0.3,0.0,0.1,1.1,mayssk01
CJ McCollum,6,40.0,.500,.769,6.0,4.3,0.3,0.7,2.0,20.7,mccolcj01
JaVale McGee,4,8.5,.300,.333,3.0,0.8,0.3,1.3,0.3,2.0,mcgeeja01
Alfonzo McKinnie,2,6.0,.000,,0.5,0.0,0.0,0.0,0.0,0.0,mckinal01
Ben McLemore,4,9.0,.333,,1.8,0.3,0.3,0.0,0.3,1.5,mclembe01
Nicolò Melli,3,6.3,.000,,2.0,0.0,0.3,0.0,0.0,0.0,mellini01
De'Anthony Melton,5,16.6,.452,.600,3.2,1.0,0.2,0.8,0.6,6.2,meltode01
Sam Merrill,8,3.8,.357,,0.6,0.1,0.5,0.0,0.1,0.6,merrisa01
Khris Middleton,23,40.1,.504,.887,7.6,5.1,1.5,0.2,3.2,23.6,middlkh01
Paul Millsap,9,12.1,.500,.615,3.9,1.7,0.3,0.7,0.9,6.4,millspa01
Shake Milton,12,10.1,.404,.933,0.8,0.8,0.3,0.1,0.9,4.3,miltosh01
Donovan Mitchell,10,34.6,.553,.829,4.2,5.5,1.1,0.2,2.8,32.3,mitchdo01
E'Twaun Moore,7,6.6,.472,,1.4,1.3,0.1,0.0,0.4,2.4,mooreet01
Ja Morant,5,40.6,.531,.775,4.8,8.2,0.4,0.0,3.4,30.2,moranja01
Juwan Morgan,2,3.0,,,1.0,0.5,0.0,0.0,0.0,0.0,morgaju01
Marcus Morris,19,31.8,.520,.750,4.3,1.5,0.5,0.5,0.4,12.2,morrima03
Markieff Morris,4,9.5,.278,.667,1.0,0.8,0.0,0.3,0.5,2.3,morrima02
Monte Morris,10,28.6,.500,.724,2.4,5.5,1.0,0.2,0.7,13.7,morrimo01
Abdel Nader,5,5.8,.333,,1.0,0.0,0.0,0.0,0.0,0.8,naderab01
Aaron Nesmith,5,15.0,.389,1.000,2.6,0.2,0.2,0.2,0.4,3.2,nesmiaa01
Raul Neto,5,22.4,.412,.800,2.2,1.0,0.4,0.0,0.2,6.4,netora01
Georges Niang,11,11.7,.397,1.000,1.7,0.7,0.0,0.1,0.7,3.2,niangge01
Zeke Nnaji,5,3.6,.688,.500,0.4,0.4,0.2,0.0,0.0,2.4,nnajize01
Nerlens Noel,5,18.4,.500,.813,4.0,0.2,0.8,0.6,0.8,4.6,noelne01
Frank Ntilikina,3,1.3,.000,,0.0,0.0,0.0,0.0,0.0,0.0,ntilila01
Kendrick Nunn,4,23.3,.453,1.000,1.5,1.5,0.5,0.0,0.8,10.3,nunnke01
Jusuf Nurkić,6,28.8,.555,.720,10.3,2.7,0.5,1.2,2.3,13.2,nurkiju01
Jordan Nwora,5,6.2,.278,.714,1.8,0.2,0.0,0.2,0.2,3.0,nworajo01
Royce O'Neale,11,36.7,.671,.833,7.3,2.1,1.1,0.3,0.7,11.3,onealro01
Semi Ojeleye,2,6.0,.000,.500,0.0,0.0,0.5,0.5,0.0,0.5,ojelese01
Onyeka Okongwu,18,9.2,.548,.667,2.7,0.1,0.3,0.7,0.2,2.7,okongon01
KZ Okpala,2,3.0,.000,,0.0,0.0,0.0,0.0,0.0,0.0,okpalkz01
Miye Oni,8,5.1,.000,,0.4,0.0,0.1,0.0,0.0,0.0,onimi01
Daniel Oturu,8,1.9,.400,.500,0.5,0.0,0.0,0.1,0.0,0.6,oturuda01
Jabari Parker,4,14.8,.667,.750,3.8,0.5,0.0,0.8,1.5,8.5,parkeja01
Chris Paul,20,34.2,.545,.877,3.5,8.6,1.2,0.2,2.2,19.2,paulch01
Cameron Payne,22,19.0,.490,.889,2.5,3.2,0.8,0.5,1.1,9.3,payneca01
Elfrid Payton,2,6.5,.000,.500,0.0,0.5,0.5,0.0,0.0,0.5,paytoel01
Reggie Perry,5,4.4,.615,,1.2,0.2,0.2,0.0,0.6,3.2,perryre01
Michael Porter Jr.,10,33.2,.581,.810,6.2,1.3,1.1,0.3,1.6,17.4,portemi01
Bobby Portis,20,18.3,.523,.720,5.0,0.6,0.7,0.4,0.5,8.8,portibo01
Kristaps Porziņģis,7,33.3,.528,.842,5.4,1.3,1.3,0.7,0.4,13.1,porzikr01
Dwight Powell,7,7.4,.875,.833,1.9,0.9,0.3,0.0,0.1,2.7,poweldw01
Norman Powell,6,36.0,.566,.889,2.2,2.0,0.8,1.0,1.2,17.0,powelno01
Payton Pritchard,5,13.4,.441,1.000,1.8,2.4,0.4,0.0,0.6,3.4,pritcpa01
Immanuel Quickley,5,15.4,.364,.714,1.4,1.0,0.6,0.0,1.2,5.8,quickim01
Julius Randle,5,36.0,.356,.852,11.6,4.0,0.6,0.0,4.6,18.0,randlju01
Cam Reddish,4,23.0,.653,.800,3.5,1.8,1.5,0.5,1.3,12.8,reddica01
Paul Reed,3,3.7,.500,,2.7,0.0,0.0,0.3,0.0,1.3,reedpa01
Josh Richardson,7,13.4,.446,1.000,1.6,0.7,0.3,0.0,0.9,4.9,richajo01
Austin Rivers,10,30.5,.572,.813,1.7,2.1,0.2,0.3,0.9,9.2,riverau01
Duncan Robinson,4,25.0,.552,.900,2.8,0.8,0.8,0.0,1.0,10.3,robindu01
Rajon Rondo,13,16.9,.443,.667,2.6,3.8,0.4,0.2,1.1,4.2,rondora01
Derrick Rose,5,35.0,.524,1.000,4.0,5.0,0.4,0.2,1.6,19.4,rosede01
Dario Šarić,14,10.5,.556,.929,2.5,1.0,0.1,0.1,0.4,4.5,saricda01
Dennis Schröder,6,32.7,.457,.846,3.0,2.8,1.0,0.2,1.7,14.3,schrode01
Mike Scott,5,6.8,.333,,0.6,0.6,0.2,0.2,0.0,1.2,scottmi01
Jay Scrubb,6,1.3,,,0.2,0.0,0.0,0.0,0.0,0.0,scrubja01
Landry Shamet,12,17.2,.561,.800,1.8,0.6,0.4,0.1,0.5,4.2,shamela01
Ben Simmons,12,33.5,.621,.342,7.9,8.8,1.3,0.8,2.3,11.9,simmobe01
Anfernee Simons,6,17.8,.780,,2.7,0.8,0.3,0.2,0.2,6.5,simonan01
Marcus Smart,5,36.6,.561,.714,4.4,6.0,1.0,0.2,2.8,17.8,smartma01
Ish Smith,5,22.2,.395,,3.2,2.8,1.4,0.4,1.0,6.8,smithis01
Jalen Smith,6,3.0,.625,,0.8,0.2,0.0,0.0,0.2,0.8,smithja04
Tony Snell,9,7.3,.156,,0.6,0.2,0.2,0.1,0.4,0.6,snellto01
Max Strus,2,3.0,.000,,0.0,0.0,0.0,0.0,0.0,0.0,strusma01
Jayson Tatum,5,37.0,.486,.918,5.8,4.6,1.2,1.6,2.6,30.6,tatumja01
Jeff Teague,16,7.4,.371,.818,0.5,0.8,0.2,0.0,0.4,2.0,teaguje01
Matt Thomas,3,2.3,.000,,0.3,0.0,0.0,0.0,0.0,0.0,thomama02
Tristan Thompson,5,26.4,.588,.706,9.8,1.0,0.8,1.2,1.0,10.4,thomptr01
Matisse Thybulle,12,18.3,.587,.400,1.4,0.3,1.3,0.9,0.2,5.3,thybuma01
Xavier Tillman Sr.,3,6.0,.200,,1.0,0.3,0.3,0.0,0.3,0.7,tillmxa01
Anthony Tolliver,1,2.0,,,0.0,0.0,0.0,0.0,0.0,0.0,tollian01
Obi Toppin,5,13.0,.587,.833,2.6,0.4,0.0,0.2,0.6,6.4,toppiob01
Axel Toupane,4,2.5,.625,,1.0,0.0,0.0,0.0,0.0,1.3,toupaax01
P.J. Tucker,23,29.6,.485,.750,4.8,1.1,1.0,0.1,0.4,4.3,tuckepj01
Rayjon Tucker,1,2.0,,.500,0.0,0.0,0.0,0.0,0.0,1.0,tuckera01
Jonas Valančiūnas,5,33.2,.586,.875,9.8,2.6,0.6,0.6,2.0,15.0,valanjo01
Gabe Vincent,3,4.7,.833,,0.3,0.7,0.0,0.0,0.3,1.7,vincega01
Kemba Walker,3,30.3,.354,.900,4.0,4.0,0.3,0.0,2.7,12.7,walkeke02
Tremont Waters,3,2.0,.250,.667,0.0,0.7,0.3,0.0,0.7,1.3,watertr01
Russell Westbrook,5,37.2,.363,.791,10.4,11.8,0.4,0.2,4.2,19.0,westbru01
Grant Williams,5,11.4,.583,1.000,2.0,0.8,0.2,0.8,0.2,3.4,willigr01
Lou Williams,18,15.4,.514,.963,1.4,2.2,0.7,0.1,1.2,7.7,willilo02
Robert Williams,3,15.3,.643,.500,5.0,0.7,0.3,3.0,0.3,6.3,williro04
Justise Winslow,1,3.0,,,1.0,1.0,0.0,0.0,0.0,0.0,winslju01
Cassius Winston,1,5.0,.333,,2.0,1.0,0.0,0.0,2.0,2.0,winstca01
Trae Young,16,37.7,.481,.866,2.8,9.5,1.3,0.0,4.0,28.8,youngtr01
Ivica Zubac,17,17.7,.596,.796,5.8,0.4,0.1,0.7,0.9,6.3,zubaciv01
